,2021-12-31,金地集团(600383)：险资减持压力大量释放 减持股份,广发证券
3270,2020-07-18,房地产行业研究：6月行业继续恢复 料房价继续上涨,国金证券股份有限公司
3271,2020-07-18,2020年1-6月国家统计局房地产数据点评：天气因素拖累施工进度 竣工复苏斜率进待观察,光大证券
3272,2020-07-18,褚锦锋会见金地集团西部区域董事长朱克亮,搜狐
3273,2020-07-18,房企争相引入战略投资者 可满足三方面的需求 凸显借力超车的意图,信息时报
3274,2020-07-18,房地产行业：调控靴子落地，继续看好行业下半年机会,南方财经网
3275,2020-07-17,房地产行业6月统计局数据点评：地产复苏强于经济 销售量价齐升得验证,新浪
3276,2020-07-17,【华创地产袁豪团队】房地产行业周报：基本面稳中向好，继续看好Q3销售,地产豪声音
3277,2020-07-17,房地产行业2020年中报业绩前瞻：龙头销售韧性强 看好一二线持续回暖,新浪
3278,2020-07-17,【天风地产】Q2单季销售金额创近年来新高、累计投资增速转正——统计局6月数据点评,天诚地产会
3279,2020-07-17,华创证券：基本面进一步稳中向好，料Q3地产销量反季节走高,乐居财经
3280,2020-07-17,房地产行业6月运行数据点评：景气继续恢复 政策基本稳定,新浪
3281,2020-07-17,华安证券--房地产：销售仍有支撑 投资韧性十足,金融界
3282,2020-07-17,房地产行业深圳“715新政”点评：深圳调控升级 关注热点城市未来政策动向,新浪
3283,2020-07-17,广发证券：流动性合理充裕，地产销售端量价齐升,乐居财经
3284,2020-07-17,1-6月统计局房地产数据点评：销售持续改善 上半年投资增速转正,新浪
3285,2020-07-17,房地产板块低迷,格隆汇
3286,2020-07-17,房地产行业日报：深圳出台最严限购政策落实“房住不炒”,新浪
3287,2020-07-17,地产板块低迷，绿地控股、合肥城建跌超6%,Wind
3288,2020-07-17,房地产行业1-6月统计局数据点评：供需两旺的短期惯性,新浪
3289,2020-07-17,统计局6月数据点评：维持“销售下、投资稳、竣工上”的核心判断,国信研究
3290,2020-07-17,【招商证券·房地产】低估值策略之上交易复苏，行情或仍有下半场—房地产行业最新观点及6月数据深度解读,降噪房地产
3291,2020-07-17,2020年1-6月房地产行业数据点评：基本面继续向好，投资累计增速回正，维持“增持”评级,华泰证券
3292,2020-07-17,房地产1-6月月报：基本面进一步稳中向好 料Q3销量反季节走高,新浪
3293,2020-07-17,【每日晨报】0717丨市场暴跌的诱因和内因，牛市下半场格局被强化,中国银河证券研究
3294,2020-07-17,中信建投：楼市复苏仍是主旋律，看好布局优质的开发类房企,证券时报网
3295,2020-07-16,国家统计局6月份行业数据跟踪：开发投资增速如期转正 凸显强韧性,新浪
3296,2020-07-16,金地集团深圳遭冻结517万 刚曝虚假承诺判赔7400万 资产查封,中国经济网
3297,2020-07-16,华创证券：深圳调控升级利空落地，继续看好Q3销量反季节走高,乐居财经
3298,2020-07-16,【招商房地产】基本面“竟”是把双刃剑，但交易复苏还没结束——深圳715房地产调控新政点评,降噪房地产
3299,2020-07-16,盘前有料丨中芯国际今日上市；二季度GDP数据将公布…重要消息还有这些,证券时报网
3300,2020-07-16,房价还能降吗？中海地产豪掷40亿元北京拿地 半年花掉523亿元,GPLP犀牛财经
3301,2020-07-16,房地产行业投资策略报告：流动性合理充裕 销售端量价齐升,广发证券
3302,2020-07-16,【晨观方正】房地产/机械/传媒&海外/军工/电新20200716,方正证券
3303,2020-07-16,天风证券：深圳楼市政策加码，各地因城施策灵活有度（附股）,证券时报网
3304,2020-07-16,【西南地产纪要】地产变局：结构和边界,如说地产
3305,2020-07-15,【天风地产】深圳楼市政策加码，各地因城施策灵活有度,天诚地产会
3306,2020-07-15,【华泰固收|信用】地产周期与企业表现——地产债信用研究专题系列之二,华泰固收强债论坛
3307,2020-07-15,【华创地产袁豪团队】深圳政策点评：深圳调控升级利空落地，继续看好 Q3销量反季节走高,地产豪声音
3308,2020-07-15,房地产行业：深圳出台新政降温 因城施策方针下调控总趋势不改,新浪
3309,2020-07-15,时代中国更换CFO难改窘境 负债激增频繁发债“输血” 董监高成员变化,投资者网
3310,2020-07-14,“天降大礼包”！华发股份受托控股股东17宗土地和1个项目,搜狐
3311,2020-07-14,【招商证券·房地产】金地集团——6月销售延续高增长，上半年拿地力度积极,降噪房地产
3312,2020-07-14,金地新增深圳前海金融总部大厦、新华保险大厦两代建项目,观点地产网
3313,2020-07-14,25城二手房热度上涨 地产板块估值修复将延续,巨丰财经
3314,2020-07-14,解密主力资金出逃股连续5日净流出385股,证券时报网
3315,2020-07-14,国盛证券：珠海放开人才落户，宁波扩大限购范围,乐居财经
3316,2020-07-14,房地产：市场需求韧性十足 估值修复有望延续,巨丰财经
3317,2020-07-14,华创证券：央行货币政策强调适度，宁波限购扩围、 严控地价,乐居财经
3318,2020-07-13,房地产行业周报：估值修复的“趋势”与“速度”,新浪
3319,2020-07-13,82股今日获机构买入评级14股上涨空间超20%,证券时报网
3320,2020-07-13,当下只有攻守兼备，买基金才能战无不胜,腾讯网
3321,2020-07-13,华安证券：三十余载耕耘，金地集团稳健发展逢春,乐居财经
3322,2020-07-13,A股7月13日房企涨幅榜：新湖中宝涨10.12% 格力地产跌3.10%,乐居财经
3323,2020-07-13,地产股收盘丨沪指涨1.77% 南国置业、京能置业涨停,中国网
3324,2020-07-13,光大证券：预计下半年地产行业资金面边际趋稳,金融界
3325,2020-07-13,A股7月13日午盘京能置业涨9.97%，绿地控股跌4.64%,乐居财经
3326,2020-07-13,近日我司公司债券推介,中信建投固定收益部
3327,2020-07-13,房地产行业2020 年第 28 周地产周报：基本面稳定趋势不改，估值修复有望延续,格隆汇
3328,2020-07-13,A股7月13日开盘海航基础涨9.96% 华夏幸福跌2.47%,乐居财经
3329,2020-07-12,【天风证券|周观点】市场需求强劲、房企经营情况持续改善、持续看好低估值优质房企,天诚地产会
3330,2020-07-11,金融地产扛旗冲锋打乱部署 公募基金或加速调仓“亡羊补牢”,红周刊
3331,2020-07-11,房企直面火拼 上海打响土拍争夺战,中国经营报
3332,2020-07-11,土地市场开闸放量 上半年供应量创5年新高,中国经营报
3333,2020-07-10,需求补偿加速，成交带看活跃,华泰证券
3334,2020-07-10,地产股收盘丨沪指收跌1.95% 万科、金地跌幅超4%,中金在线
3335,2020-07-10,A股7月10日房企涨幅榜：粤泰股份涨10.12%位居首位,乐居财经
3336,2020-07-10,新城控股上半年卖房数据解读:销售面积、收入降幅远高于万科融创 盈利能力下降,网易
3337,2020-07-10,金地20.65亿竞得苏州昆山高新区宅地 溢价率9.2%,观点地产网
3338,2020-07-10,A股7月10日房企午盘：云南城投涨10.08% 信达地产跌4.52%,乐居财经
3339,2020-07-10,券商首次关注6股并给予买入评级（7月10日）,Wind
3340,2020-07-10,开源晨会0710丨区域掘金，寻找修复“预期差”；看好券商戴维斯双击延续；湖盐转债申购价值分析；金地集团、保利地产,开源证券研究所
3341,2020-07-09,好书推荐｜凌克：算好规模与业务协同“平衡账”,搜狐
3342,2020-07-09,金地牵手奇瑞 传统巨头谋变发力新经济,乐居财经
3343,2020-07-09,17家上市房企距离机构目标价还有超30%空间,乐居财经
3344,2020-07-09,69股今日获机构买入评级11股上涨空间超20%,证券时报网
3345,2020-07-09,金地集团(600383)：销售靓眼 深耕核心城市 持有物业蓄势待发,新浪
3346,2020-07-09,2020年6月金地集团销售简报：销售额同比增长61.7%（附图表）,中商情报网
3347,2020-07-09,因城施策方针不改 机构看好地产板块估值修复延续性,证券时报网
3348,2020-07-08,因城施策预期内，估值空间仍有余,华泰证券
3349,2020-07-08,债市丨6月房企融资环比增37% 上市物业集中配股融资,中国网
3350,2020-07-08,川财证券：地产板块回调，跷跷板效应展现,乐居财经
3351,2020-07-08,地产股收盘丨创业板指收涨2.34% 葛洲坝涨7.45%,中金在线
3352,2020-07-08,A股7月8日收盘：海航基础涨9.98% 泰禾集团跌6.66%,乐居财经
3353,2020-07-08,金地集团“中年危机”:债务攀升融资不断 多项目陷“诚信”风波 经营问题,新浪
3354,2020-07-08,房地产行业跟踪报告：今夕何夕？地产处于什么历史位置？维持“强于大市”评级,中信证券
3355,2020-07-08,奇瑞控股集团与金地集团签署战略合作协议,中国机经网
3356,2020-07-08,银河证券：百强房企销售强劲，积极关注板块配置机会,第一财经
3357,2020-07-08,晨会聚焦200708重点关注建材行业、房地产行业、信创行业,国信研究
3358,2020-07-08,中信证券：地产股有反弹空间 推荐旭辉及保利地产等,新浪
3359,2020-07-08,中信证券：房地产板块估值和历史相比仍在低位 推荐保利地产等,证券时报网
3360,2020-07-08,地产｜今夕何夕？地产处于什么历史位置？,中信证券研究
3361,2020-07-08,【行业动态】房地产 2020.6丨6月市场成交强势回暖，行业配置正当时,中国银河证券研究
3362,2020-07-08,金地集团：6月销售额、销售面积增逾六成 上半年销售稳步增长,面包财经
3363,2020-07-07,房地产行业：6月市场成交强势回暖 行业配置正当时,新浪
3364,2020-07-07,房地产行业：强者恒强 百强房企销售强劲 积极关注板块配置机会6月百强房企销售点评,新浪
3365,2020-07-07,A股房企净利率大解密！绿地控股不足3.5%，“招万金”下降,投资时报
3366,2020-07-07,金地物业一举斩获多项大奖 服务质量备受肯定,房天下
3367,2020-07-07,国信证券--房地产行业2020年7月投资策略：被我羽衣乘飞龙,金融界
3368,2020-07-07,地产股收盘丨沪指冲高回落涨0.37% 阳光城、中南建设领跌地产股,中国网
3369,2020-07-07,强强联手谋产城融合 奇瑞控股与金地集团达成战略合作,新华网
3370,2020-07-07,金地与奇瑞控股达成战略合作 联合打造产城融合项目,观点地产网
3371,2020-07-07,A股7月7日午盘：华侨城A涨10.05% 泰禾集团跌4.57%,乐居财经
3372,2020-07-07,车圈 | 奇瑞控股与金地集团达成战略合作 将在10个城市布局项目,腾讯网
3373,2020-07-07,地产股上涨原因是什么？,观点地产网
3374,2020-07-07,地产龙头纷纷涨停 谁家估值低？,上证报
3375,2020-07-06,【兴证地产】新房二手房周报： 地产基本面持续复苏， 持续强烈推荐地产板块,YCMProperty
3376,2020-07-06,房地产3季度销售预测分析：Q3推盘将反季节走高 料主流房企销售增长超20%,新浪
3377,2020-07-06,A股市场可谓以乘风破浪之势连破多道关口,证券时报网
3378,2020-07-06,[国盛证券]福建放开落户限制，52城新房成交同增18%,中房网
3379,2020-07-06,2020年上半年武汉房地产企业销售业绩排行榜,房天下
3380,2020-07-06,近日我司公司债券推介,中信建投固定收益部
3381,2020-07-06,南国置业：百亿元重组电建地产疑点重重,和讯
3382,2020-07-06,38股获券商买入评级 康达新材目标涨幅达75.53%,Wind
3383,2020-07-06,【朝闻国盛0706】下半年基建投资高增，幅度和结构如何？,国盛证券研究所
3384,2020-07-06,【银河房地产】中期策略：住宅基本面持续改善，物业+园区REITs多元发展,中国银河证券研究
3385,2020-07-06,中信建投：6月百强房企销售增幅扩大，持续看好地产板块行情,证券时报网
3386,2020-07-06,百强房企销售增速继续提升，行业融资规模小幅上行(2020年8月房企销售融资点评),中信建投证券研究
3387,2020-07-05,【天风地产|周观点】一手房销售环比增长延续，二手房环比回落，土地市场供求两端均有所回落，因城施策有松有紧,天诚地产会
3388,2020-07-05,房地产板块低位放量 机构力荐12只成份股,证券日报
3389,2020-07-05,【华创地产袁豪团队】旭辉控股6月销售点评：销售持续修复，拿地聚焦一二线,地产豪声音
3390,2020-07-05,【招商证券·房地产】“乘风破浪”的房地产——房地产板块最新观点,降噪房地产
3391,2020-07-05,金地集团：每股派息0.67元共派息30.2亿元 除权登记日7月9日,乐居财经
