,2021-12-31,荣盛石化：目前已顺利产出光伏料产品,Wind
1742,2018-10-29,【化工|杨伟团队太平洋证券】荣盛石化(002493)：PX、PTA盈利回升，带动公司业绩增长,太平洋证券研究
1743,2018-10-25,荣盛石化：前三季度净利润同比增13.76%,Wind
1744,2018-10-22,交通运输：推荐业绩稳健高股息大秦铁路防守 荐3股,申万宏源
1745,2018-10-22,业绩超预期公司成二级市场资金布局重点,证券日报
1746,2018-10-21,150只个股跌破增发价 逾八成公司三季报业绩预喜,证券日报
1747,2018-10-19,10月19日有24家公司获重要股东增减持 博济医药已被连续减持45次 减持股份,Wind
1748,2018-10-19,10月19日A股龙虎榜揭秘，机构抢筹这7股,Wind
1749,2018-10-19,龙虎榜：今日5只个股券商营业部买入超亿元后市值得关注,巨丰财经
1750,2018-10-19,荣盛石化龙虎榜数据（10月19日）,Wind
1751,2018-10-18,跌停板解密：市场较弱百只跌停股再现！（10月18日）,Wind
1752,2018-10-17,"大炼化聚酯产业链周报第37期:装置检修降低PTA开工率,涤纶市场小幅回暖",光大证券
1753,2018-10-15,化工：继续看好上游和一体化公司 荐7股,申万宏源
1754,2018-10-15,[推荐评级]化工行业周报：三季报行情正当时 关注业绩高增长标的,中财网
1755,2018-10-14,石油化工：三桶油（A+H）性价比谁最好？【天风石化张樨樨团队】,Wind
1756,2018-10-11,"大炼化聚酯产业链周报第36期:原油涨价提振px价格,下游价差持续收窄",光大证券
1757,2018-09-28,荣盛石化6.08亿元现金收购 实控人套现4亿元,新浪
1758,2018-09-28,荣盛石化：拟现金收购大股东资产 持续完善产业链,华泰证券
1759,2018-09-28,28日公告透露利好 16只个股有望爆发,中金在线
1760,2018-09-28,月度掘金丨方正十月金股,方正证券研究
1761,2018-09-28,荣盛石化 拟逾6亿元收购资产,北京商报网
1762,2018-09-27,公告精选：高升控股遭立案调查 思特奇股东拟减持不超20.43%股份 减持股份,e公司
1763,2018-09-27,荣盛石化：拟逾6亿元收购永盛薄膜及聚兴化纤各70%股权,e公司
1764,2018-09-26,化工：关注高增量、高技术的标的,方正证券
1765,2018-09-26,"石油化工行业大炼化聚酯产业链周报第35期:PTA价格大幅下降,涤纶库存继续上升",光大证券
1766,2018-09-24,化工：化工景气指数连续第六周上涨 荐7股,方正证券
1767,2018-09-20,石油石化行业周报:美国能源情报署下调今明年全球石油日需求增长预估,平安证券
1768,2018-09-20,"大炼化聚酯产业链周报第34期:长丝库存上升值得关注,但旺季依然可期",光大证券
1769,2018-09-16,化工：化工景气指数连续第五周上涨 荐7股,方正证券
1770,2018-09-16,化工：尿素再破两千大关 荐3股,安信证券
1771,2018-09-15,伊朗153万桶出口中断：9月至今暴降80万桶！,数据调查局
1772,2018-09-10,"化工行业周报:化工中报继续向好,三季度行业维持景气",证券之星
1773,2018-09-10,"石油加工行业深度报告:大炼化利润有望超预期,改革重拳打出结构性预期差!",信达证券
1774,2018-09-09,化工：联苯菊酯价格大幅上涨 荐4股,方正证券
1775,2018-09-09,化工：烧碱及粘胶短纤持续向上 荐3股,安信证券
1776,2018-09-05,PTA涨价急坏下游企业 两家上市公司旗下的逸盛石化遭举报“大厂抬价”,每日经济新闻
1777,2018-08-30,"荣盛石化:业绩基本符合预期,浙石化项目推进稳步有序",东北证券
1778,2018-08-29,巨丰早参：央行组合拳三连击 稳定外汇市场预期,巨丰财经
1779,2018-08-29,PTA再创5年新高 恒逸石化三季度预增141%,21世纪经济报道
1780,2018-08-28,[领先大市-A评级]基础化工行业周报：聚酯产业链持续走强 甲烷氯化物价格创五年新高,中财网
