,2021-12-31,荣盛石化：目前已顺利产出光伏料产品,Wind
489,2021-07-15,荣盛石化：约8506.62万股限售股7月19日解禁,每日经济新闻
490,2021-07-15,荣盛石化(002493.SZ)：8506.6162万股限售股将解禁 解禁,格隆汇
491,2021-07-15,荣盛石化(002493)2021年半年度业绩预告点评：产业链景气提升带动业绩大幅增长 浙石化二期保障未来成长,新浪
492,2021-07-15,荣盛石化：浙石化现有的pc产能不涉及共聚硅pc,Wind
493,2021-07-15,荣盛石化：浙石化现有的pc产能不涉及共聚硅pc,每日经济新闻
494,2021-07-15,民生证券维持荣盛石化推荐评级：浙石化二期投产+聚酯景气度向上，盈利高增,每日经济新闻
495,2021-07-15,国金证券维持荣盛石化买入评级：远超预期的高成长龙头,每日经济新闻
496,2021-07-15,化工板块集体走强，恒力石化一度触板,Wind
497,2021-07-15,荣盛石化(002493)：业绩超预期 浙石化二期将贡献业绩增量,新浪
498,2021-07-15,荣盛石化(002493)：远超预期的高成长龙头！,国金证券股份有限公司
499,2021-07-15,【国金晨讯】电新材料的隐形龙头才10倍？天齐锂业Q2业绩大超预期,国金证券研究所
500,2021-07-15,锂电热门公司批量预告中报，北上净卖出逾百亿重点砸大蓝筹,Wind
501,2021-07-14,晚间重要公告2021年7月14日星期三,Wind
502,2021-07-14,石油天然气行业石化月报(第五期)：大炼化向下游延伸拓展,新浪
503,2021-07-14,石油加工行业每周炼化：下游抵触高价货源,新浪
504,2021-07-14,荣盛石化：上半年预计净利润同比增长104.69%左右,Wind
505,2021-07-14,荣盛石化(002493.SZ)半年度预盈65.66亿元 同比增长104.69%,格隆汇
506,2021-07-14,荣盛石化(002493.SZ)预计半年度归母净利同比增长104.69%,智通财经
507,2021-07-14,荣盛石化：上半年预盈65.66亿元 同比增105%,e公司
508,2021-07-14,荣盛石化：预计2021年上半年净利润约为65.66亿元,每日经济新闻
509,2021-07-14,荣盛石化：预计上半年盈利65.7亿元同比增长104.69%,财联社
510,2021-07-14,荣盛石化：预计上半年净利润65.66亿元，同比增长104.69%,Wind
511,2021-07-13,天健会计师事务所原副总裁陈翔被查，曾为主板发审委“三朝元老”,Wind
512,2021-07-13,石化行业数据周报：需求改善将推动涤纶长丝去库存,新浪
513,2021-07-12,荣盛石化：截止目前DMC生产产能为20万吨/年,Wind
514,2021-07-12,基础化工行业周报：MDI、氯化钾、己二酸、丁辛醇、PO价格继续上涨 DMF、DMC、电解液、草铵膦、磷矿石涨价,新浪
515,2021-07-12,能源化工行业周观点：油价振荡后上行 光伏新能源材料关注度高,新浪
516,2021-07-09,三季度超1900亿元定增股解禁，认购者收益分化明显,Wind
517,2021-07-07,【国金晨讯】大炼化：成长性超科技，估值才10倍？半导体中期策略：全球半导体通膨下的机会及风险,国金证券研究所
518,2021-07-06,石油加工行业每周炼化：坯布连续去库存,新浪
519,2021-07-06,荣盛石化：原油成本在公司成本中占比较大,Wind
520,2021-07-06,荣盛石化：原油成本在公司成本中占比较大,财联社
521,2021-07-05,"荣盛石化现1笔大宗交易 共成交15,670.71万元",新浪
522,2021-07-05,新凤鸣(603225)公司研究报告：涤纶长丝龙头企业 有望迎来量价齐升,新浪
523,2021-07-05,化工行业周报：把握中报高增长标的 中长期继续看好优质成长,新浪
524,2021-07-05,煤炭石化行业周报：关注大庆后复产节奏 化纤进入需求旺季,新浪
525,2021-07-05,化工行业周报【20210704】,点化成金
526,2021-07-05,荣盛石化：公司目前产销两旺,财联社
527,2021-07-05,深度*行业*化工行业周报：国际原油价格新高 芳烃价格上涨,新浪
528,2021-07-05,大宗商品行业周报：绿色能源与大宗商品周报(2021年第9期),新浪
529,2021-07-04,【天风石化】大炼化成长性再思考,樨樨和她的油气小伙伴
530,2021-07-04,化工行业周报：化纤、纯碱继续向好 旺季化工景气可期,新浪
531,2021-07-04,中泰周期·大宗指南：周期品周度运行变化,新浪
532,2021-07-03,恒逸石化：公司与荣盛石化合作投资建设的逸盛新材料600万吨PTA项目正如期推进,每日经济新闻
533,2021-07-03,半导体材料行业跟踪报告之三：六部门发文推动制造业优质企业发展 关注半导体材料等关键领域成长空间,光大证券
534,2021-06-30,石油化工行业：大炼化迎来出海机遇期,新浪
535,2021-06-29,涤纶长丝行业动态跟踪报告：涤纶长丝需求复苏明确 旺季盈利能力有望大幅上行,新浪
536,2021-06-29,大宗指南周期品周度运行变化,新浪
537,2021-06-28,这一领域未来5年需求量或增逾30倍！多家上市公司杀入,Wind
538,2021-06-26,荣盛石化：浙石化目前各项生产经营有序开展,每日经济新闻
539,2021-06-25,"荣盛石化现1笔大宗交易 共成交4,818.66万元",新浪
540,2021-06-25,荣盛石化今日大宗交易成交294万股，成交价16.39元折价5.15%,Wind
541,2021-06-25,A股收盘综述：大金融板块强势崛起，沪指大涨终结周线3连跌,Wind
542,2021-06-25,A股午盘综述：大金融板块爆发，化工、医美涨势强劲,Wind
543,2021-06-25,荣盛石化盘中快速上涨,新浪
544,2021-06-25,化工板块表现活跃，恒力石化大涨5%,Wind
545,2021-06-23,华为、隆基、通威等44家能源企业上榜！总价值57387.45亿！2021年中国500最具价值品牌发布！,国际能源网
546,2021-06-22,"荣盛石化现2笔大宗交易 共成交5,622.38万元",新浪
547,2021-06-21,石化行业周报：美湾原油生产或受风暴影响 对原油需求前景持续乐观 国际原油价格上涨,新浪
548,2021-06-21,煤炭开采行业周报：周期品周度运行变化,新浪
549,2021-06-21,化工行业周报：关注二季度高增长标的 中长期继续看好优质成长股,新浪
550,2021-06-18,石油化工行业：5月油价延续上涨态势 建议关注油价上涨的投资机会,新浪
551,2021-06-17,石油石化行业中期策略：大宗品景气分化 新材料价值凸显,新浪
552,2021-06-17,化工行业2021年中期投资策略：周期品兼顾景气与成长 新材料布局需求端放量,广发证券
553,2021-06-17,券商首次关注4股并给予买入评级（6月17日）,Wind
554,2021-06-16,中银证券首予荣盛石化买入评级：聚酯行业领军者，民营炼化风向标,每日经济新闻
555,2021-06-16,李水荣：石化大王的地产歧路,乐居财经
556,2021-06-16,中银国际：荣盛石化（002493.SZ）聚酯行业领军者，民营炼化风向标，首予“买入”评级,智通财经
557,2021-06-16,宏观策略日报：中共中央、国务院支持浙江省建设共同富裕示范区,新浪
558,2021-06-16,荣盛石化：公司目前产销两旺,财联社
559,2021-06-16,石油加工行业每周炼化：长丝加速去库,新浪
560,2021-06-15,恒逸石化(000703)：长丝景气度回升+产能扩张 盈利持续增长,新浪
561,2021-06-15,2021年下半年投资策略：周期景气有望持续 产业变革趋势孕育成长新机遇,新浪
562,2021-06-15,基础化工行业周报：油价上涨 三聚氰胺、磷酸一铵、有机硅DMC等产品价格上涨,新浪
563,2021-06-11,浙江逸盛石化有限公司环境违法被罚4.56万元 环保处罚,每日经济新闻
564,2021-06-11,上市银行分红火热进行中！银行股是否具备配置价值？,中金在线
565,2021-06-11,石化行业OPEC月报点评：OPEC逐步放松减产 需求复苏提供支撑,新浪
566,2021-06-11,荣盛石化：目前浙石化二期处于试生产阶段,Wind
567,2021-06-11,恒力石化跌超5%再创年内新低，化纤板块承压,Wind
568,2021-06-11,浙江7万亿板块出30只十倍股，看行业龙头全名单,Wind
569,2021-06-11,揭秘送转股 132只除权以来股价上涨,证券时报网
570,2021-06-10,石油化工行业：7月继续增产 油价强势上涨,新浪
571,2021-06-10,化工行业：聚焦周期景气龙头 看好低估值优质成长,新浪
572,2021-06-10,129只送转股走出贴权走势,证券时报网
573,2021-06-09,龙头企业三类化工新材料布局：高端聚烯烃、PC、生物可降解材料,北极星电力
574,2021-06-09,2020年沪深两市纺织上市公司发展规模及经济运行现状分析,全球纺织网
575,2021-06-09,化纤板块单边上扬，新乡化纤、南京化纤、皖维高新涨停,Wind
576,2021-06-08,石油化工一周观点：从供需面看丙烯产业链,新浪
577,2021-06-07,全球缺芯潮愈演愈烈，蔡嵩松、赵诣又赶上风口？,Wind
578,2021-06-07,化工周期新征程系列三：化纤布局正当时,新浪
579,2021-06-07,石油化工行业周报：油价突破前高站上70美元 看多石化全产业链,新浪
580,2021-06-07,国君石化 | 碳中和对石化行业影响专题研究：石化行业成本曲线重塑，中长期竞争格局优化,国泰君安证券研究
581,2021-06-07,化工行业周报：重点看好资本开支下实现跨越式增长的周期成长股,新浪
582,2021-06-03,化纤板块跌幅加深，恒力、荣盛、东方盛虹、华峰化学、桐昆集体下挫,Wind
583,2021-06-02,荣盛石化今日大宗交易成交628万股，成交价16.89元折价12.31%,Wind
584,2021-06-02,每日理财观察：“明星基金”净值逼近前期高点,Wind
585,2021-06-01,牛人重仓｜基金牛人孙迪重仓持有6719.48万股，这只石化股入选指数！,每日经济新闻
586,2021-06-01,金融街下午茶2021年6月1日星期二,Wind
587,2021-06-01,A股收盘综述：上证指数6月开门红，三胎板块走俏、周期股强力反弹,Wind
588,2021-06-01,荣盛石化大涨,新浪
589,2021-06-01,化纤板块飙升，恒力石化、荣盛石化、华峰化学、恒逸石化强力反弹,Wind
590,2021-06-01,石油加工行业每周炼化：长丝持续累库,新浪
591,2021-05-31,荣盛石化(002493.SZ)：浙石化拟为德荣化工提供2.45亿元的财务资助,智通财经
592,2021-05-31,绿色能源与大宗商品周报：(2021年第4期),新浪
593,2021-05-31,石油化工新材料行业北上资金周报,新浪
594,2021-05-31,石油石化行业研究周报：部分成品油征收进口环节消费税利好主营炼厂,新浪
595,2021-05-31,化纤板块扩大跌幅，恒力、荣盛、东方盛虹、华峰化学、恒逸石化集体下行,Wind
596,2021-05-30,中泰化工周度观点21W22：MDI价格跌势趋缓 市场回暖曙光或现,新浪
597,2021-05-28,7成公司预喜！下周16家高送转、43家高派现,Wind
598,2021-05-28,平安证券--石油石化行业原材料涨价影响系列研究：化工篇，后市价格预计分化，把握低估周期龙头及新材料板块【行业研究】,金融界股吧
599,2021-05-27,大盘站上3600点！国君高呼：蓝筹空间打开,Wind
600,2021-05-27,多只中大盘股尾盘集合竞价大幅波动,Wind
601,2021-05-25,东吴证券：业绩为王，挖掘化工投资机会,第一财经
602,2021-05-25,化工行业2021年中期策略：业绩为王，挖掘化工投资机会,东吴石化化工
603,2021-05-25,化工行业数据周报：1Q21化工行业基金持仓分析,新浪
604,2021-05-25,石油石化行业数据周报：假期油价走势回顾,新浪
605,2021-05-24,荣盛石化(002493.SZ)2020年度权益分派10转5派1.5元 股权登记日为5月31日,格隆汇
606,2021-05-24,石油石化、基础化工、新材料行业北上资金流向周报,新浪
607,2021-05-24,石油化工板块翘尾，新凤鸣、荣盛石化领涨,Wind
608,2021-05-24,化工行业周报：看好周期低估值弹性标的及高增长成长股,新浪
609,2021-05-24,做纺织生意，为何越做越难？仅有2%的利润被89.58%的企业分食、龙头正看准时机完成对小厂的市场收割！,全球纺织网
610,2021-05-23,化工行业周报：万华化学攻克L-薄荷醇技术 新材料领域持续突破,新浪
611,2021-05-21,二季度以来199家上市公司拟开展套期保值 年度保证金额度约284.34亿元,和讯
612,2021-05-21,荣盛石化：目前，乙烯装置已投入运行，其余装置试车工作正在稳步推进中,每日经济新闻
613,2021-05-21,超跌股大反攻，这些低估值绩优超跌股要爆发？,Wind
614,2021-05-21,财信证券晨会20210521,财信证券研究
615,2021-05-20,浙江区域股市周报：新增2家上市公司 37家机构调研珀莱雅,每日经济新闻
616,2021-05-20,荣盛石化现2笔大宗交易均为折价成交,证券时报网
617,2021-05-20,"荣盛石化现2笔大宗交易 共成交10,659.84万元",新浪
618,2021-05-20,荣盛石化今日大宗交易成交453.61万股，成交价23.5元折价8.6%,Wind
619,2021-05-20,化纤板块盘中调整，恒力、荣盛、东方盛虹、华峰化学、桐昆、恒逸普跌,Wind
620,2021-05-20,中航证券--券商行业周报（2021年第十七期）：精选层再融资新规发布，券商估值仍有修复空间【行业研究】,金融界股吧
621,2021-05-20,绿色能源与大宗商品月报(2021年5月)行业月报,新浪
622,2021-05-19,"荣盛石化现1笔大宗交易 共成交5,383.32万元",新浪
623,2021-05-19,荣盛石化今日大宗交易成交226万股，成交价23.82元折价8.77%,Wind
624,2021-05-19,荣盛石化：获中国上市公司最佳投资者关系奖,e公司
625,2021-05-19,申港证券--从高景气二级行业出发选股：优化四维度连续景气综合打分系统找出最景气的申万二级行业【投资策略】,金融界股吧
626,2021-05-18,深度*行业*化工行业2021下半年策略：行业维持高景气 碳中和背景下的产业升级与集中度提升将是未来主基调,新浪
627,2021-05-17,2021Q1化工行业总结：供需格局改善 盈利大幅提升 看好景气持续,新浪
628,2021-05-17,“叶飞效应”？机构预测高增长超跌大盘股曝光,Wind
629,2021-05-17,中泰周期·大宗指南：周期品周度运行变化,新浪
630,2021-05-16,石油化工行业跟踪报告：进口原料征税 成品油市场进一步规范,新浪
631,2021-05-14,"荣盛石化现1笔大宗交易 共成交6,990.60万元",新浪
632,2021-05-14,荣盛石化今日大宗交易成交305万股，成交价22.92元折价11.54%,Wind
633,2021-05-13,化纤板块再度杀跌，恒力、荣盛、华峰化学、桐昆股份、恒逸石化集体走弱,Wind
634,2021-05-13,信达证券--石油加工行业每周炼化,信达证券
635,2021-05-13,A股早报2021年5月13日星期四,Wind
636,2021-05-13,荣盛石化5月12日现3笔大宗交易,证券时报网
637,2021-05-12,A股共发生101宗大宗交易成交22.08亿元（5月12日）,Wind
638,2021-05-12,透视大宗交易：5月12日共成交101笔，荣盛石化成交3.66亿元,每日经济新闻
639,2021-05-12,"荣盛石化现3笔大宗交易 共成交36,567.00万元",新浪
640,2021-05-12,荣盛石化今日大宗交易成交1530万股，成交价23.9元折价9.06%,Wind
641,2021-05-12,石油化工行业跟踪报告：需求仍有支撑 全年供需格局向好――OPEC月报点评,新浪
642,2021-05-12,国金证券：公募基金连续四个季度加仓化工行业,证券时报网
643,2021-05-12,基础化工行业研究：公募基金连续四个季度加仓化工行业 加大景气度向上细分行业龙头布局,国金证券股份有限公司
644,2021-05-12,石油石化行业周报：欧美逐步放开防疫限制措施 国际原油价格上涨,新浪
645,2021-05-12,荣盛石化(002493)：大炼化维持高盈利 荣盛成长性犹在 估值已具备吸引力,新浪
646,2021-05-11,【国金化工&新材料】2021Q1公募基金持仓分析：公募基金连续四个季度加仓化工行业，加大景气度向上细分行业龙头布局,点石化金
647,2021-05-11,基础化工行业2020年年报及2021年一季报总结：化工产品价格指数探底回升 橡塑制品、农化、化纤等板块表现亮眼,新浪
648,2021-05-11,石油天然气、化工行业2020&1Q21业绩回顾：行业高景气 盈利创新高,新浪
649,2021-05-11,【方正化工】2021年下半年方正化工策略报告：景气有望继续回升，坚守长线成长标的,靠谱化工股
650,2021-05-11,A股收盘综述：沪指探底回升，白酒引领大消费反弹,Wind
651,2021-05-11,化纤板块大幅调整，恒力、荣盛、华峰化学、桐昆股份、恒逸石化集体大跌,Wind
652,2021-05-10,通胀无牛市？这份通胀预期下的投资指南请查收,Wind
653,2021-05-10,石油石化、基础化工、新材料行业北上资金流向周报,新浪
654,2021-05-10,A股早报2021年5月10日星期一,Wind
655,2021-05-10,石油化工行业周报：从油价上涨的弹性到石化产品盈利的持续性,新浪
656,2021-05-10,石化行业2020年报&2021一季报总结：油价回升 助力行业盈利能力改善,新浪
657,2021-05-08,安信证券--基础化工行业周报：油价上涨，醋酸、钛白粉、软泡聚醚、制冷剂R134a等产品价格上涨【行业研究】,金融界股吧
658,2021-05-07,透视大宗交易：5月7日共成交75笔，荣盛石化成交2.59亿元,每日经济新闻
659,2021-05-07,"荣盛石化现1笔大宗交易 共成交25,900.00万元",新浪
660,2021-05-07,荣盛石化今日大宗交易成交1000万股，成交价25.9元折价11.45%,Wind
661,2021-05-07,“炼化-化纤”产业链周报：低成本优势助力 民营大炼化逆势交出亮眼答卷,新浪
662,2021-05-07,深度*行业*化工行业2020年报及2021年一季报综述：景气持续上行 新增投资放缓,新浪
663,2021-05-07,石油石化行业周报：OPEC+逐步增产政策延续 国际原油价格上涨,新浪
664,2021-05-05,“隐秘出血点”侵蚀利润，A股公司汇兑净损失超200亿,第一财经
665,2021-04-30,"荣盛石化现2笔大宗交易 共成交14,964.00万元",新浪
666,2021-04-30,荣盛石化今日大宗交易成交580万股，成交价25.8元折价8.93%,Wind
667,2021-04-29,石油加工行业每周炼化：涤纶长丝利润收窄！,新浪
668,2021-04-28,物以稀为贵！超六成公司分红，高送转成香馍馍,Wind
669,2021-04-28,【华安化工|一季报点评】荣盛石化：业绩增长达预期，在建项目稳步推进夯实公司价值,化工阿尔法
670,2021-04-28,荣盛石化(002493)：1Q21业绩创新高 浙江石化二期全面达产在即,新浪
671,2021-04-28,华安证券维持荣盛石化买入评级：业绩增长达预期，在建项目稳步推进夯实公司价值,每日经济新闻
672,2021-04-28,中泰证券维持荣盛石化买入评级：Q1业绩环比大增，浙石化二期临近达产,每日经济新闻
673,2021-04-28,【方正化工】荣盛石化2021年一季报点评：浙石化二期达产在即，盈利有望进一步增长,靠谱化工股
674,2021-04-27,晚间重要公告2021年4月27日星期二,Wind
675,2021-04-27,荣盛石化：2021年第一季度净利润约26.22亿元，同比增加113.86%,每日经济新闻
676,2021-04-27,荣盛石化(002493.SZ)第一季度归母净利润同比增长114%至26.22亿元,智通财经
677,2021-04-27,荣盛石化：一季度净利润26.21亿元，同比增长113.86%,Wind
678,2021-04-26,化工点评报告：石油石化配置连续三季度回升 关注龙头及偏成长相关标的,新浪
679,2021-04-26,中泰周期·大宗指南：周期品周度运行变化,新浪
680,2021-04-26,化工周度观点21W17：工信部发文 重柴国六时代来临,新浪
681,2021-04-26,化工板块2021Q1持仓分析：环比持续改善 中小市值公司获得加持,新浪
682,2021-04-26,基础化工行业周报(第十六周),新浪
683,2021-04-26,【A股午盘综述】上证指数涨0.19%，创业板指涨近1%,Wind
684,2021-04-25,最新！顶流基金重仓股大洗牌，40张图表全披露,Wind
685,2021-04-23,荣盛石化今日大宗交易成交306万股，成交价24.68元折价12.45%,Wind
686,2021-04-23,去年营收均超千亿元 民营大炼化“双雄”牛在哪儿？,上证报
687,2021-04-22,196股获券商买入评级 通达股份目标涨幅达82.14%,Wind
688,2021-04-22,刘格菘麾下基金一季度调仓路径：减仓“光伏茅”加码化工龙头股,证券之星
689,2021-04-21,民营大炼化“钱景”不一般,中国能源报
690,2021-04-20,平安证券--荣盛石化：一体化优势逐渐显现，浙石化二期投产在即【公司研究】,金融界股吧
691,2021-04-20,东北证券--荣盛石化：浙江石化产能陆续兑现，公司业绩提升显着【公司研究】,金融界股吧
692,2021-04-20,A股早报2021年4月20日星期二,Wind
693,2021-04-19,105股获券商买入评级 凯龙高科目标涨幅达83.11%,Wind
694,2021-04-16,中泰证券--荣盛石化:一季度高增长，静待浙石化二期投产【公司研究】,金融界股吧
695,2021-04-16,上调评级至买入策略选股（4月16日）,Wind
696,2021-04-16,安信证券--荣盛石化：项目扩能主营改善，业绩或持续向好【公司研究】,金融界股吧
697,2021-04-15,【天风石化】荣盛石化2020年报点评：炼化增量持续释放，Q1预告超预期,樨樨和她的油气小伙伴
698,2021-04-15,荣盛石化去年营收增30%净利增231% 现金分红10亿元,中国经济网
699,2021-04-15,华安证券--荣盛石化：一期业绩兑现，二期将进一步拓宽上升通道【公司研究】,金融界股吧
700,2021-04-15,民生证券：荣盛石化（002493.SZ）净利同比高增，维持“推荐”评级,智通财经
701,2021-04-14,荣盛石化：一季度预计净利润同比增长113.73%左右,Wind
702,2021-04-14,荣盛石化(002493.SZ)一季度预盈26.2亿元同比增长113.73%,格隆汇
703,2021-04-14,晚间重要公告2021年4月14日星期三,Wind
704,2021-04-14,荣盛石化(002493.SZ)年度归母净利同比增231.17%至73.08亿元 每10股转5股派1.5元,智通财经
705,2021-04-14,荣盛石化(002493.SZ)第一季度归母净利润同比预增113.73%,智通财经
706,2021-04-14,荣盛石化：2020年净利润同比增长231%拟10转5派1.5元,格隆汇
707,2021-04-14,荣盛石化：预计一季度净利同比增超113%，去年净利增231%拟10转5派1.5元,Wind
708,2021-04-14,荣盛石化：2020年净利润同比增长231.17%,Wind
709,2021-04-14,化工板块表现活跃 机构建议关注两条主线,中财网
710,2021-04-14,信达证券--石油加工行业每周炼化：聚酯市场窄幅波动【行业研究】,金融界股吧
711,2021-04-13,荣盛石化等33股融资余额增幅超10%,同壁财经
712,2021-04-13,融资客青睐7股，中原高速买入占比高达46.80%,Wind
713,2021-04-13,A股融资融券日报：两融余额减少31.16亿元（4月12日）,Wind
714,2021-04-12,石油化工行业周报：疫情反复油价震荡 长丝价格持续回暖,新浪
715,2021-04-12,中泰金工定向增发跟踪周报（04/11）,ZTQuant
716,2021-04-12,化工行业周度观点22W15：3月PPI同比和环比涨幅扩大 化工行业一季度表现亮眼,新浪
717,2021-04-12,平安证券--化工行业一季报业绩前瞻：关注一季报业绩超预期子行业和上市公司【行业研究】,金融界股吧
718,2021-04-12,化工行业周报：Q1业绩持续向上共振 万华Q1业绩创历史新高,新浪
719,2021-04-12,A股早报2021年4月12日星期一,Wind
720,2021-04-12,陆家嘴财经早餐2021年4月12日星期一,Wind
721,2021-04-12,今周解禁市值434.72亿 解禁,财富动力网
722,2021-04-11,下周操盘攻略：短期震荡格局，积极把握一季报,Wind
723,2021-04-11,荣盛石化将解禁126亿元，汇安基金半年浮盈6亿元！这些股票解禁压力大（附名单） 解禁,中证报
724,2021-04-11,下周交易提醒：片仔癀等440家公司将披露年报，11只新股收购，单日最多4只新股！限售股解禁432亿元,金融界
725,2021-04-11,“化工茅”获近10亿资金增持，一季报曝光基金大佬们最新持仓股,证券时报网
726,2021-04-11,“化工茅”获近10亿资金增持，一季报曝光大佬们最新持仓股！下周解禁股名单来了，多只热门概念股在列 解禁,搜狐
727,2021-04-09,下周435亿市值限售股解禁，环比增加883.5% 解禁,Wind
728,2021-04-09,化纤板块跌超3%，恒力石化、荣盛、东方盛虹、华峰、桐昆集体走低,Wind
729,2021-04-09,突然爆雷：3600亿白马股“一字跌停”！茅台大跌 这只钢铁股却狂拉38% 连续下跌,中国基金报
730,2021-04-09,扎堆调研化工股成基金增仓新风向,Wind
731,2021-04-09,扎堆调研化工股成基金增仓新风向,中证报
732,2021-04-08,基础化工/石油天然气行业周报(第十二周),新浪
733,2021-04-08,荣盛石化(002493.SZ)：一季度累计新增借款318.69亿元占去年末净资产46.06% 大额借贷担保,格隆汇
734,2021-04-08,荣盛石化：当年累计新增借款占2020年末未经审计净资产的46.06% 大额借贷担保,Wind
735,2021-04-08,荣盛石化：约4.59亿股限售股4月12日解禁，占比约6.80% 解禁,每日经济新闻
736,2021-04-08,荣盛石化(002493.SZ)：约4.59亿股限售股4月12日解禁 解禁,格隆汇
737,2021-04-08,中泰证券--中泰化工周度观点22W14：两化重组终落地，化工迎来新发展【行业研究】,金融界股吧
738,2021-04-08,机构扎堆调研化工行业龙头 睿远基金、高毅、星石最青睐这五只票,中证报
739,2021-04-07,净利增长50倍、60倍、70倍……这个板块吸引睿远、高毅的目光,中证报
740,2021-04-07,石油化工行业：OPEC+将逐步增产 油价短期仍将上行,新浪
741,2021-04-07,长城证券--碳中和系列专题报告：碳中和系列报告（一），碳中和背景下的路径指引及行业展望【行业研究】,金融界股吧
742,2021-04-07,石油天然气、化工行业中国化工崛起三部曲之一：优质企业向全球化工龙头迈进,新浪
743,2021-04-07,中金 | 中国化工崛起三部曲之一：优质企业向全球化工龙头迈进,中金点睛
744,2021-04-06,石化行业周报：OPEC+达成减产协议 国际原油价格上涨,新浪
745,2021-04-06,中泰周期·大宗指南第13期：周期品周度运行变化,新浪
746,2021-04-06,化工行业周报：化工品价格快速上涨后企稳 依然看好未来景气持续,新浪
747,2021-04-06,海通证券研究所早报,新浪
748,2021-04-02,OPEC+4月会议点评：OPEC+增产是对全球石油需求有着更为乐观的预期,光大证券
749,2021-04-01,荣盛石化(002493)：设备的例行检修不会影响公司的正常,纺织网
750,2021-03-31,万华化学(600309)：从不一样的“茅”谈起,新浪
751,2021-03-31,中免、金龙鱼、恒力、荣盛、分众、华鲁恒升等机构抱团股均跌超4%,Wind
752,2021-03-31,掌管2000亿！谢治宇、董承非、朱少醒、周应波等四大顶流基金经理“隐形重仓股”来了,中国基金报
753,2021-03-31,开源证券--化工行业周报：化工板块企稳迎配置良机，万华化学布局石化产业链【行业研究】,金融界股吧
754,2021-03-29,深度*行业*化工行业周报：多数化工品价格高位调整 农资维持坚挺,新浪
755,2021-03-29,兴业证券石油石化行业周报：新冠疫情扩散 苏伊士运河航线中断影响原油运输 原油价格先抑后扬,新浪
756,2021-03-29,石油化工行业周报：2021年海外石化龙头公司估值对标之-沙特阿美公司,新浪
757,2021-03-29,化工行业周报：欧洲重新封城 原油价格回落,新浪
758,2021-03-29,石油化工新材料行业北上资金周报,新浪
759,2021-03-29,石油化工行业周报：航运中断支撑油价 长丝价差持续回暖,新浪
760,2021-03-29,鲁西化工一季度净利润同比预增超5000%，化工股走高丨牛熊眼,第一财经
761,2021-03-29,平安证券--化工行业周报：石油公司逐渐加大对新能源的布局【行业研究】,金融界股吧
762,2021-03-29,煤炭石化行业周报：板块调整临近尾声 宜积极布局,新浪
763,2021-03-28,“碳中和”背景下的行业投资机会丨一周重点研究报告,开源证券研究所
764,2021-03-28,石油天然气、化工行业：化工行情的三个核心关注之“三问三答”,新浪
765,2021-03-26,近150亿资金杀向抱团股，抢筹名单来了！,Wind
766,2021-03-25,石化板块反弹，恒力石化、桐昆股份、卫星石化、荣盛石化普涨,Wind
767,2021-03-25,【信用】【公司研究】荣盛石化：扩张中的民营炼化（2021年第1期）,兴业研究
768,2021-03-24,A股收盘综述：上证指数下滑1.3%，碳中和、券商、白酒板块冲高回落,Wind
769,2021-03-24,荣盛石化：“浙石化二期乙烯项目”正准备试生产,Wind
770,2021-03-24,金龙鱼、万华、紫金矿业、恒力、宝钢、荣盛石化等机构抱团股跌幅均超5%,Wind
771,2021-03-24,金龙鱼、万华、恒力石化、宝钢、荣盛石化、中信特钢等机构抱团股均跌超3%,Wind
772,2021-03-23,5张图看清！千亿市值大票年后跌幅、估值和债务规模,Wind
773,2021-03-23,化工碳中和系列报告三：碳中和背景下大炼化和煤化工如何发展,--
774,2021-03-23,石油加工行业每周炼化：油价带动聚酯回调！,新浪
775,2021-03-23,基础化工行业周报(第十一周),新浪
776,2021-03-23,周期全线调整，化工板块加速下挫，化工ETF（516020）持续溢价盘中获近1400万资金申购 连续下跌,资本邦
777,2021-03-23,荣盛石化：已向深交所预约于2021年4月15日披露2020年年度报告,每日经济新闻
778,2021-03-22,荣盛石化跌2.02% 财通基金资管百年人寿产品等持股,中国经济网
779,2021-03-22,盛虹转债发行报告：涤纶DTY 龙头企业 布局一体化产业链,新浪
780,2021-03-22,化工行业周报：年报和一季报季在即 关注二线龙头兑现高弹性,新浪
781,2021-03-22,平安证券--化工行业周报：降解塑料将成为拉动BDO需求的重要力量【行业研究】,金融界股吧
782,2021-03-22,化工板块快速回落，万华化学跌近5%，中泰证券化工：原油中期存回暖预期，龙头价值穿越周期,资本邦
783,2021-03-19,荣盛石化跌6.02% 财通基金资管百年人寿产品等持股,中国经济网
784,2021-03-19,A股周线4连跌，48只大白马股回撤超30%,Wind
785,2021-03-19,曾经公私募“枪口一致”，如今走势一波三折，这个板块还能火吗？,Wind
786,2021-03-19,富时罗素季调盘后生效叠加期指交割，波动日如何保平安？,Wind
787,2021-03-18,富时罗素A股季调明日盘后生效，北上资金已连续八日加仓,Wind
788,2021-03-18,石化板块拉升，东方盛虹、恒逸石化、恒力石化、荣盛石化集体上扬,Wind
789,2021-03-17,A股史上首次蓝筹股泡沫破裂，6成私募反对抄底,Wind
790,2021-03-15,荣盛石化跌6.31% 财通基金资管百年人寿产品等持股,中国经济网
791,2021-03-15,平安证券--化工行业周报：“碳中和”利好石油化工龙头和相关子行业【行业研究】,金融界股吧
792,2021-03-15,化工行业周报：美国刺激计划落地+就业向好 复苏预期进一步增强,新浪
