,2021-12-31,煤炭坐上“过山车”：价格疯涨后企稳回落,中国经营网
1837,2019-08-09,"公用事业行业:深化电力现货市场建设试点,电力市场化改革更进一步",证券之星
1838,2019-08-08,西山煤电(000983)：量价齐升，业绩向好【国君煤炭翟堃】,煤市乾坤
1839,2019-08-08,银证：电力市场化改革加速 建议关注华能国际(600011.SH)等火电龙头,格隆汇
1840,2019-08-08,华能国际与西山煤电签署股权转让协议 资产异常,中国煤炭网
1841,2019-08-07,08月07日 25只股票封板 有色金属板块涨幅最大,每日经济新闻
1842,2019-08-07,长江电力涨1.15%，创年度新高，报18.55元,腾讯网
1843,2019-08-07,江苏国信跌0.27%，创近5个月新低，报7.42元 连续下跌,腾讯网
1844,2019-08-07,国金证券：下半年用电增速好转，电力配置正当时,第一财经
1845,2019-08-07,【国金晨讯精选】伊利股权激励点评，2019下半年用电预测,国金证券研究所
1846,2019-08-06,国家队二季度新进4股,大众证券报
1847,2019-08-06,银河证券：动力煤价格持续下行，火电配置价值提升,证券时报网
1848,2019-08-06,08月06日 主力资金近三日都在买这些概念股,每日经济新闻
1849,2019-08-06,西山煤电2019年半年报点评：各业务均表现亮眼，看好山西国改的机会【中泰煤炭-李俊松】,李俊松的黑金世界
1850,2019-08-05,08月05日 主力资金近三日都在买这些概念股,每日经济新闻
1851,2019-08-05,华能加大新能源投资 并出售煤电资产！ 资产异常,北极星电力
1852,2019-08-05,138家公司半年报净利同比增长社保基金与QFII共同持仓5只成长股,证券日报
1853,2019-08-05,2019全国企业文化优秀成果名单公布：中石化等上榜,新浪
1854,2019-08-05,79股获券商买入评级 长城汽车目标涨幅达64.65%,Wind
1855,2019-08-05,【申万公用环保】火电行业系列报告之四：周期下行压力加大 火电板块配置价值凸显,申万环保公用
1856,2019-08-05,"华能国际中报点评:燃料成本下行叠加电价改善,助推上半年业绩高增长",安信证券
1857,2019-08-04,【新时代证券】——“成长，新时代！” 每周交流会（第51期）,新时代证券研究
1858,2019-08-03,66只潜力股被逾10家机构集中推荐 科技与金融两领域是八月配置核心,证券日报
1859,2019-08-02,【天风煤炭20190802】江西省上半年规上原煤产量225.34万吨，增长4.7%,煤炭鑫观点
1860,2019-08-02,券商评级：三大指数调整 九股迎来掘金良机,证券之星
1861,2019-08-02,国元国际-晨报-20190802,国元国际
1862,2019-08-02,环保公用事业行业周报:生态环境部拟定达标企业重污染期间不停限产,渤海证券
1863,2019-08-02,"华能国际:火电龙头盈利改善优化,分红水平高",西南证券
1864,2019-08-01,【方正公用】四川省发布水电消纳产业示范区建设实施方案,微信
1865,2019-08-01,三季报预告拉开帷幕 预喜股表现抢眼,大众证券报
1866,2019-08-01,一图解码：华能国际2019年中期业绩报,搜狐
1867,2019-08-01,港股异动︱电力股延续涨势 受高温影响全国进入用电高峰期,格隆汇
1868,2019-08-01,群益证券：上调华能国际评级至买入,Wind
1869,2019-08-01,太平洋证券：上调华能国际评级至买入,Wind
1870,2019-08-01,国元国际-晨报-20190801,国元国际
1871,2019-08-01,上调评级至买入策略选股（8月1日）,Wind
1872,2019-08-01,盘后34股发中报 最新:中光防雷,中财网
1873,2019-08-01,"华能国际:东方不亮西方亮,燃料成本显著回落",平安证券
1874,2019-08-01,"华能国际:燃料成本下行改善业绩,看好火电龙头下半年表现",证券之星
1875,2019-08-01,"电力及公用事业周报:电力行业基金持仓占比创历史新低,持仓集中度高",长城证券
1876,2019-07-31,华能国际2019年上半年实现净利38.2亿 燃料价格同比下降 盈利能力下降,挖贝网
1877,2019-07-31,"群益证券：将华能国际评级调高为""买入""",Wind
1878,2019-07-31,"太平洋证券：将华能国际评级调高为""买入""",Wind
1879,2019-07-31,华创证券：用电负荷连创新高 火电公司料将迎来机会,证券时报网
1880,2019-07-31,海上风电驶向深水远海,中国能源网china5e
1881,2019-07-31,【深度|陕西煤业】量有余且路阡陌 龙头仍具成长空间,微信
1882,2019-07-31,华能国际：洛阳阳光热电公司破产 海口电厂4#5#机组2020年关停 减资破产,北极星电力
1883,2019-07-31,华能国际：燃料价格下降 上半年净利润同比增长79.11%,北极星电力
1884,2019-07-31,华能国际(600011)：燃料端成本下行大幅改善利润，看好动力煤持续下行及电改龙头优势,环保公用溶易看
1885,2019-07-31,【个股公告】今日公布重磅利好,金元证券指定乾坤
1886,2019-07-31,【申万公用环保】华能国际(600011)2019年中报点评：沿海用电增速下行致发电量减少 期待煤价下行释放弹性 盈利能力下降,申万环保公用
1887,2019-07-31,华能国际：2019年半年度主要财务指标,上交所
1888,2019-07-31,华能国际：第九届董事会第二十次会议决议公告,上交所
1889,2019-07-31,"华能国际2019年半年报点评:煤价影响强于利用率,基本面持续向好",光大证券
1890,2019-07-30,【方正公用】华能国际2019H1净利润同比增长79.11%,微信
1891,2019-07-30,30日晚公告精选丨暴风集团：目前公司经营情况正常 内部人员稳定,21世纪经济报道
1892,2019-07-30,上市公司数据播报：中国人保上半年净利预增40％-60％,金融界
1893,2019-07-30,公告精选：国泰君安上半年净利同比增25%；广誉远拟引入山西国投作为战略投资者,e公司
1894,2019-07-30,7月31日涨停板早知道：七大利好有望发酵,新浪
1895,2019-07-30,华能国际：上半年净利38.2亿元，同比增79%,Wind
1896,2019-07-30,华能国际拟与人保资管、国寿资管设立债权投资计划,新浪
1897,2019-07-30,华能国际(600011.SH)上半年净利润升79.11%至38.20亿元,格隆汇
1898,2019-07-30,华能国际：上半年净利38.2亿元 同比增79%,e公司
1899,2019-07-30,电力股逆市普涨 需求旺季催生行情,中证报
1900,2019-07-30,需求旺季来临 电力板块五连涨,中证网
1901,2019-07-29,港A两地电力股逆势普涨 高温致全国日发电量连续四天创新高,格隆汇
1902,2019-07-28,【方正公用事业】日耗回升反映火电发力，全球降息预期下水电龙头配置价值凸显,微信
1903,2019-07-28,煤炭石油：全国高温但动力煤去库缓慢 荐6股,恒泰证券
1904,2019-07-26,下周99家公司披露半年报业绩,证券日报
1905,2019-07-26,【重磅深度】四家市值200亿煤炭公司全面比较：西煤、潞安、淮矿煤炭资源禀赋优异，盈利强估值低,李俊松的黑金世界
1906,2019-07-24,华能国际今日大宗交易成交30万股，成交价5.97元折价7.01%,Wind
1907,2019-07-23,"电力行业动态跟踪报告:二产回暖,气温起效,火电止跌",平安证券
1908,2019-07-22,薪资有多少？净利率有多低？我国各主要电力上市公司高层薪酬、职工薪酬、净利率大揭秘！,北极星电力
1909,2019-07-22,【国君公用|行业周报】6月用电量增速回升，煤价继续下行（2019.7.15-2019.7.19）,妍姐电报
1910,2019-07-19,【申万公用环保】公用事业行业2019年中报前瞻：区域火电盈利提升 水电彰显稳健优势,申万环保公用
1911,2019-07-18,国元国际-晨报-20190718,国元国际
1912,2019-07-17,上海证券市场大宗交易公开信息(2019-07-17),上交所
1913,2019-07-17,电力：6月份用电需求向好带动火电增速转正 荐8股,方正证券
1914,2019-07-17,银河证券：全社会用电量增速企稳回升 建议关注华能国际等,证券时报网
1915,2019-07-17,【晨观方正】金工/公用环保/机械/食品饮料 20190719,方正证券研究
1916,2019-07-16,【方正公用环保郭丽丽团队】6月份全社会用电量同比增长5.5%,公用环保郭丽丽团队
1917,2019-07-16,华能国际(600011.SH)上半年中国境内各运行电厂完成发电量1953.75亿千瓦时 同比下降6.15%,格隆汇
1918,2019-07-16,华能国际：成本改善有望力促上半年业绩提升 买入评级,长江证券
1919,2019-07-16,华能国际2019年公开发行公司债券(第二期)7月17日起在上交所上市，简称“19华能02”，债券期限3年，票面利率为3.55%。,中国金融信息网
1920,2019-07-16,7月16日券商晨会研报汇编,证券日报
1921,2019-07-15,公用事业：工业炉窑大气污染综合治理方案印发 荐5股,东兴证券
1922,2019-07-15,【国君公用|行业周报】旺季煤价逆势下跌，火电业绩值得期待（2019.7.8-2019.7.12）,妍姐电报
1923,2019-07-14,【方正公用环保郭丽丽团队】业绩公告陆续出炉，火电板块整体继续回暖——2019年第29周观点,公用环保郭丽丽团队
1924,2019-07-12,上市公司高股息比拼“宝宝”军团，63只“现金奶牛”名副其实,Wind
1925,2019-07-11,《财富》中国500强出炉 41家榜内电力企业全解析：谁升了？谁降了？谁最赚钱？,北极星电力
1926,2019-07-11,2019年《财富》中国500强排行榜揭晓！6家风电整机商企业入围（附全名单）,北极星电力
1927,2019-07-10,【华创环保公用】电力行业重大事项点评： 浙江为什么这样调电价,V蓝环保观察
1928,2019-07-09,【山证两融】融资融券周报(20190701-20190705) 2019年第26期,山西证券研究所
1929,2019-07-09,"公用事业及环保行业周报:接驳费政策靴子落地,城市水环境治理获得支持",证券之星
1930,2019-07-05,北上资金青睐对象现新变化 银行、5G、电力、地产、基建等受宠,大众证券报
1931,2019-07-05,电力行业：全面放开发用电计划 短期电价或受冲击,财富动力网
1932,2019-07-04,中信证券：利润高增可期，电力形势向好,证券时报网
1933,2019-07-04,【公用环保丨郭丽丽】中西部电力需求快速增长，西南水电消纳环境明显改善,方正证券研究
1934,2019-07-04,公用事业｜利润高增可期，电力形势向好：2019年中报业绩前瞻,中信证券研究
1935,2019-07-02,【数据揭秘】07月01日 融资客最看好的前20只个股,每日经济新闻
1936,2019-07-01,【方正公用环保郭丽丽团队】湖北省火电走强叠加煤价下行，区域火电 盈利弹性大增——2019年第27周观点,公用环保郭丽丽团队
1937,2019-07-01,"公用事业及环保行业周报:全面放开经营性电力用户发用电计划,生活垃圾分类制度将入法",证券之星
1938,2019-06-30,公用事业：全面放开经营性电力发用电计划利好供需格局向好的区域龙头 荐24股,申万宏源
1939,2019-06-29,巨丰原创：红七月行情开启 钢铁电力迎布局良机,巨丰财经
1940,2019-06-28,电力市场化，从量变走向质变，一文看清事件演变,Wind
1941,2019-06-28,电改出重磅政策，概念股逆市走强，机构：关注大水电及核电两类优质资产,第一财经
1942,2019-06-26,公用事业：博弈火电 荐2股,平安证券
1943,2019-06-24,长城公用-华北试运行完成，2020年底建立全国电力辅助服务市场机制,流星飞电
1944,2019-06-24,已有公司提示风险，垃圾分类概念此轮行情能持续多久,第一财经
1945,2019-06-24,电力行业中期投资策略:关于电力结构转型时期的电力投资新机遇,信达证券
1946,2019-06-21,分钱啦！华能国际发布2018年年度利润分配实施公告,北极星电力
1947,2019-06-21,【电新/张文臣团队】明阳智能：重大项目预中标的提示性公告点评,太平洋证券研究
1948,2019-06-21,"电力行业2019年中期投资策略:火电业绩快速修复,水电防御价值明显",国信证券
1949,2019-06-20,【国君公用|行业点评】5月用电量增速回落，水电持续高增长——中电联发布1-5月电力工业运行简况点评,妍姐电报
1950,2019-06-20,电力｜二产拖累用电增速下滑，水电利用小时持续走高：5月电力数据点评,中信证券研究
1951,2019-06-20,格隆汇A股公告精选(6.20) | 正业科技与深南电路签5G及PCB相关开发合作协议；华能水电拟投200亿建托巴水电站项目；中国中铁联营体中标超140亿匈牙利铁路项目；中国平安斥资逾10亿回购A股,格隆汇
1952,2019-06-19,【方正公用环保郭丽丽团队】财政部下达81亿元可再生能源电价附加补助资金预算,公用环保郭丽丽团队
1953,2019-06-19,[快讯]华能国际公布2018年年度分红方案,中财网
1954,2019-06-19,A股异动 | 明阳智能涨停 成交额放大至2.9亿,格隆汇
1955,2019-06-19,西山煤电斥资逾12.8亿竞买晋兴能源10%股权：为焦煤最大煤矿公司,北极星电力
1956,2019-06-18,6月19日涨停板早知道：七大利好有望发酵,新浪
1957,2019-06-18,[快讯]明阳智能:重大项目预中标,中财网
1958,2019-06-18,明阳智能(601615.SH)预中标26.01亿元海上风电场项目风力发电机组及附属设备采购项目,格隆汇
1959,2019-06-17,【方正公用环保郭丽丽团队】1-5月全国天然气消费量同比增长8.1%,公用环保郭丽丽团队
1960,2019-06-17,1389只个股今日尾盘资金净流入,证券时报
1961,2019-06-17,华能国际(600011.SH)完成发行20亿元超短期融资券,格隆汇
1962,2019-06-17,长城证券公用事业-5月发用电量点评：5月火电发电量增速-4.9%意味着什么？,流星飞电
1963,2019-06-17,长城证券公用事业-公用事业行业周观点：工业用电需求下降，发用电量增速放缓,流星飞电
1964,2019-06-16,【方正公用环保郭丽丽团队】5月份火电增速降幅扩大，水电等清洁能源继续发力——2019年第25周观点,公用环保郭丽丽团队
1965,2019-06-16,公用事业：5月用电增速大幅下行 荐17股,申万宏源
1966,2019-06-14,【安信煤炭 周泰团队】日报：5月全国原煤产量31239万吨，同比增长3.5%,泰度煤炭
1967,2019-06-14,【安信煤炭 周泰团队】公司点评：西山煤电（000983.SZ）拟收购晋兴能源10%股权，业绩有望增厚9.2%,泰度煤炭
1968,2019-06-13,【方正公用环保郭丽丽团队】中电联发布一季度全国电力市场交易信息分析,公用环保郭丽丽团队
1969,2019-06-12,【中金固收·信用】中国短期融资券及中期票据信用分析周报,中金固定收益研究
1970,2019-06-10,【国君环保徐强】今日环保-派思股份：控股股东水发众兴被动增持至30.08%,国君环保徐强之环保资讯
1971,2019-06-10,【华创电新】本周重点覆盖公司信息归总,华创电新研究
1972,2019-06-06,华能国际：2016年公开发行公司债券(第一期)(品种二)2019年付息公告,上交所
1973,2019-06-05,华能国际电力(00902.HK)：“16华能02”将于6月13日开始支付利息,格隆汇
1974,2019-06-05,华能国际电力(00902.HK)：将于6月13日开始支付“16华能01”利息,格隆汇
1975,2019-06-05,环保公用行业周报:多地完成降价任务电价担忧已然证伪,申万宏源
1976,2019-06-03,上交所三大指数样本股调整,全景网
1977,2019-05-31,05月31日 91只个股已连涨5天,每日经济新闻
1978,2019-05-30,3710家 2019年浙江省重点排污单位名录,北极星节能
1979,2019-05-30,"环保及公用事业周报:聚焦长江渤海治理,关注长三角协作提速需求释放",安信证券
1980,2019-05-28,北上资金抄底55亿，5个交易日这些个股被大幅增持或减持,Wind
1981,2019-05-28,北上资金半天杀入37亿元，5个交易日这些个股被大幅增持或减持,Wind
1982,2019-05-28,华能国际短期融资券发行 总额为20亿元,挖贝网
1983,2019-05-27,【国君日报】1-4月全国电力、热力、燃气及水生产和供应业实现利润总额1560.4亿元 增长8.0%,国君公用周妍之每日资讯
1984,2019-05-27,【方正公用环保郭丽丽团队】辽宁省发布关于降低一般工商业电价有关事项的通知,公用环保郭丽丽团队
1985,2019-05-27,【华创环保公用】周报20190526：中央环保投资项目储备库开展建设，完善风电上网电价政策巩固行业基石,V蓝环保观察
1986,2019-05-27,公用事业：公用事业周报 荐2股,东海证券
1987,2019-05-26,【新时代公用环保】周报：2019年4月全社会用电量同比增长5.8%，火电配置价值提升-20190526,新时代环保
1988,2019-05-24,【港股异动 | 电力股普涨 发改委完善风电上网电价政策】,格隆汇
1989,2019-05-23,超200股创新低！千亿白马股“失蹄”，几十家机构推荐也难逃调整,证券时报
1990,2019-05-23,A股黑周四魔咒再现 此关键位置须守住,证券时报
1991,2019-05-23,"环保及公用事业周报:钢铁行业超低排放正式推进,蓝天保卫战强化监督再出发",正点财经
1992,2019-05-22,公用事业｜火电：动力煤内外价差拉大，首选华能国际,中信证券研究
1993,2019-05-22,"公用事业行业:增值税到期影响水电一季报,火电业绩快速修复",国信证券
1994,2019-05-21,【电力火电行业】2018年量价齐升致业绩改善，2019年业绩有望继续向好,格隆汇
1995,2019-05-21,中信证券：电力股迎来新配置介入时点 建议增配,证券时报网
1996,2019-05-21,电力｜用电需求走弱，4月水电开工率升近30%,中信证券研究
1997,2019-05-21,第四批国企混改试点骤增至160家 社保基金提前布局相关概念股,证券日报
1998,2019-05-21,"电力行业动态跟踪报告:三产、居民需求稳定,火电发电增速转负",平安证券
1999,2019-05-20,十大电力上市公司2018年业绩排行,北极星电力
2000,2019-05-20,东海证券公用事业行业周报,东海证券
2001,2019-05-20,"公用事业行业周报:4月电力天然气需求齐放缓,国家发改委推出第二批降电价政策",国信证券
2002,2019-05-17,【港股异动丨电力股普涨 四川能投发展升逾7%领涨】,格隆汇
2003,2019-05-17,【国君公用|行业点评】第二批降电价政策落地，利好火电,妍姐电报
2004,2019-05-17,【公用环保丨郭丽丽】电价政策点评：19年降电价任务基本完成，发电侧影响较小,方正证券研究
2005,2019-05-17,"电力行业:电网、水电、核电让利用户,原不含税收益基本无影响",国信证券
2006,2019-05-16,【方正公用环保郭丽丽团队】4月份全社会用电量同比增长5.8%,公用环保郭丽丽团队
2007,2019-05-16,【安信环保公用邵琳琳团队】日报05.16：2019年第二批降电价措施重磅来袭 7月1日起实施,安信证券环保公用研究
2008,2019-05-16,国信证券：持续看好火电受益于煤价下行预期,证券时报网
2009,2019-05-16,【数据揭秘】05月15日 融资客最看好的前20只个股,每日经济新闻
2010,2019-05-15,风电行业中报总结：零部件盈利亮眼，整机商业绩拐点在即,新能源与高端装备研究
2011,2019-05-15,【信达能源】中国神华VS长江电力—中国神华公司深度报告,黑金新视野
2012,2019-05-14,华能国际公司债券发行 总额为23亿元,挖贝网
2013,2019-05-13,【方正公用环保郭丽丽团队】维尔利拟发行不超过12亿元可转债，期限6年,公用环保郭丽丽团队
2014,2019-05-13,解密主力资金出逃股 连续5日净流出333股,证券时报网
2015,2019-05-12,【华创环保公用】周报20190512：无废城市试点再添大固废发展动力，地表水水质排名推行，监测行业仍大有可为,V蓝环保观察
2016,2019-05-09,民生加银夺4月份权益基金跌幅冠军 2只混基跌超9%,中国经济网
2017,2019-05-08,【国信宏观固收】可转债复盘笔记系列之一：1991年-2000年：探索期与试点期,国信固收研究
2018,2019-05-07,【国君公用|季报综述】火电大幅改善，水电略超预期——公用事业行业2018年报&2019年一季报回顾,妍姐电报
2019,2019-05-07,【民生环保公用】年报及一季报情况综述：环保业绩降幅逐步企稳，火电盈利持续修复,MS环保公用
2020,2019-05-07,【公用环保丨郭丽丽】电力板块2019Q1&2018财报总结：火电盈利改善带动板块整体业绩提升,方正证券研究
2021,2019-05-06,【安信环保公用邵琳琳团队】周报 0505：钢铁行业超低排放正式推进，蓝天保卫战强化监督再出发,安信证券环保公用研究
2022,2019-05-06,华能国际电力(00902.HK)“19华能01”将于5月7日挂牌上交所,格隆汇
2023,2019-05-05,"华电国际:成本改善不及预期,期待煤价弹性释放",国信证券
2024,2019-04-30,中国神华、华能国际等电力央企上市公司人事大挪移 哪些你还不知道？【附任职时间】,北极星电力
2025,2019-04-30,"华能国际:毛利率提升显著,业绩超市场预期",国信证券
2026,2019-04-29,公用事业：2019年3月全社会用电量同比增长7.5％ 荐4股,和讯
2027,2019-04-29,第一上海丨【公司评论】华能国际（902，未评级）：燃料成本收窄，2019年一季度业绩大增,第一上海金融
2028,2019-04-29,公用事业：工业生产复苏助力3月用电需求提升 荐5股,和讯
2029,2019-04-28,【安信环保公用邵琳琳团队】周报04.28：第三方治污企业税收优惠进一步落实，“一带一路”论坛促绿色发展,安信证券环保公用研究
2030,2019-04-27,【华创电新】本周行业动态信息归总,华创电新研究
2031,2019-04-27,【华创电新】本周重点覆盖公司信息归总,华创电新研究
2032,2019-04-26,"方正证券：将华能国际评级调高为""强烈推荐""",Wind
2033,2019-04-26,【安信环保公用邵琳琳团队】华能国际：燃料成本下行助推2019Q1业绩超预期，高分红值得期待,安信证券环保公用研究
2034,2019-04-26,华能国际一季度净利26.56亿元 同比增长114%,挖贝网
2035,2019-04-26,公用事业：风险偏好变化促成结构分化 荐4股,和讯
2036,2019-04-26,华能国际（600011）2019年一季度报点评：燃料成本降低，业绩弹性凸显,V蓝环保观察
2037,2019-04-26,公告点题｜4月25日这些公告有看头,第一财经
2038,2019-04-26,"公用事业与环保产业行业研究:输配电价成本监审修订启动,改革红利释放减轻企业用能负担",国金证券
2039,2019-04-25,【国君环保徐强】今日环保-瀚蓝环境：2019Q1扣非归属净利润同比增长9.7%,国君环保徐强之环保资讯
2040,2019-04-25,25日晚公告精选丨12天11板兴齐眼药一季度净利扭亏，美的集团5月8日起停牌,21世纪经济报道
2041,2019-04-25,华能国际(600011.SH)一季度净利润升114.27%至26.56亿元,格隆汇
2042,2019-04-25,华能国际(600011.SH)一季度净利润升114.27%至265.58万元,格隆汇
2043,2019-04-25,华能国际：一季度净利润同比增114.27%,Wind
2044,2019-04-25,"公用事业行业周报:用电需求良好,3月份用电量增速升至7.5%",国信证券
2045,2019-04-23,股票型基金一季度仓位升至历史次高，增持最多的是这20股,澎湃新闻
2046,2019-04-22,公用事业：继续关注滞涨板块 荐6股,和讯
2047,2019-04-22,发钱啦！华能国际15.7亿、大唐发电18.5亿...五大发电上市公司年度分红预案出炉,北极星电力
2048,2019-04-22,华能国际：一季度风电发电量15.64亿度,北极星电力
2049,2019-04-21,【安信环保公用邵琳琳团队】周报04.21：环保监管态势不减，环博会助力污染防治攻坚战,安信证券环保公用研究
2050,2019-04-21,火电颓败局面扭转,证券市场周刊
2051,2019-04-20,挑重点！平价/指标/业绩/发电量！这份光伏周报拿走不用谢（附原文链接）,Ofweek
2052,2019-04-20,格力点燃国企混改热情 军工电力铁路三大行业有机会,金融投资报
2053,2019-04-19,【川财研究所*每日晨报】20190419：重视创业板基本面因素，关注计算机等行业大盘股,川财研究
2054,2019-04-18,【方正公用环保郭丽丽团队】山东省发布关于推进光伏发电无补贴平价上网项目建设的通知,公用环保郭丽丽团队
2055,2019-04-18,公用事业：国常会拟再度调降重大水利工程建设基金 荐4股,和讯
2056,2019-04-18,华能国际电力(00902.HK)拟发行2019年公司债券(第一期) 规模为不超23亿元,格隆汇
2057,2019-04-18,截至3月底 华能国际可控发电装机105973MW,北极星电力
2058,2019-04-17,电力：多个省份下调一般工商业电价,和讯
2059,2019-04-17,华能国际(00902-HK)首季发电量跌0.45%,财华社
2060,2019-04-16,【方正公用环保郭丽丽团队】浙江省发布2019年全省能源保障形势及重点工作的通知,公用环保郭丽丽团队
2061,2019-04-16,【中泰公用&煤炭】每日速递：河北省发布用煤投资项目煤炭替代管理办法的通知,能源观察站
2062,2019-04-16,华能国际电力(00902.HK)收到华能集团5.5亿元业绩承诺补偿款,格隆汇
2063,2019-04-16,华能国际(600011.SH)一季度合并口径发电量降0.45%至1038.39亿千瓦时,格隆汇
2064,2019-04-15,一句话看懂最新一批科创板企业 2家锂电池相关企业（4-15）附影子股持股路径,中金在线
2065,2019-04-15,公用事业：煤价下行推动火电业绩同比大增 荐12股,和讯
2066,2019-04-15,电力：火电一季度业绩改善获良好开局 荐5股,和讯
2067,2019-04-14,【国君公用|行业周报】核安全局颁发台山机组运行许可证，风光平价项目先建先消纳（04.08-04.12）,妍姐电报
2068,2019-04-14,【华创环保公用】周报20190412：社融超预期望提企业增长弹性，事件+政策奠定环保治理重要窗口期,V蓝环保观察
2069,2019-04-12,港股异动 | 华能国际涨3.17% 获知名私募增持以及大行唱多,格隆汇
2070,2019-04-10,4月10日港股沽空数据统计,格隆汇
2071,2019-04-10,公用事业：山西燃气集团重组将推动煤层气产业升级 荐4股,和讯
2072,2019-04-09,"电气设备行业:容百科技科创板上市获受理,央企能源集团加大风电资本开支",正点财经
2073,2019-04-09,谁能连续十年归母净利超10亿？ 独家解密A股白金俱乐部成员,投资时报
2074,2019-04-09,公用事业：《关于加强金融服务民营企业的若干意见》提振信心 荐4股,和讯
2075,2019-04-09,电力：广东电力市场月度竞价交易价差创新低,和讯
2076,2019-04-09,前海开源两只股基首季涨幅不足8% 公募规模连降两年,中国经济网
2077,2019-04-09,环保公用板块商誉成因一览，并购标的近两年将迎集中兑现期--太平洋环保公用行业深度报告20190408,环保公用溶易看
2078,2019-04-08,格隆汇港股聚焦(4.8)︱中国铁塔获Wellington Management Group增持2.01亿股H股,格隆汇
2079,2019-04-08,【增减持】华能国际(00902.HK)获裘国根增持2797.8万股H股,格隆汇
2080,2019-04-08,【新时代公用环保】周报：火电企业一季报业绩可期，化工事件催生环保需求-20190408,新时代环保
2081,2019-04-08,海问律师事务所张金恩：上市公司收购过程中有8点关键因素需要考虑,全景网
2082,2019-04-08,【国君公用|行业周报】滇西北直流输配电价落地利好华能水电，核电重启进展顺利（04.01-04.04）,微信
2083,2019-04-08,【新时代证券】江苏化工行业整治影响剖析——成长，新时代！每周交流会（第34期）,新时代证券研究
2084,2019-04-08,【申万公用环保】公用事业2019年一季报业绩前瞻：煤价下行推动火电业绩同比大增 来水等因素造成清洁能源板块业绩分化,申万环保公用
2085,2019-04-08,百股股价翻倍 逾七成业绩疲软,北京商报
2086,2019-04-07,【中泰公用】电力及公用事业周报：电网&水利基金让利降电价正逐步落实，预计燃煤标杆电价无忧,能源观察站
2087,2019-04-07,【方正公用环保郭丽丽团队】一季度公用环保行业表现分析——2019年第15周观点,公用环保郭丽丽团队
2088,2019-04-04,【图解科创板】杰普特：中国首家商用MOPA脉冲光纤激光器企业（附影子持股路径）,中金在线
2089,2019-04-04,电力：2018全年用电增速达8.5% 荐5股,和讯
2090,2019-04-04,四月精选股票组合（第一周）| 海通证券研究所出品,--
2091,2019-04-04,公用事业：继续关注火电的逆周期配置价值 荐4股,和讯
2092,2019-04-04,【川财研究所*每日晨报】20190404：创业板一季度有望实现盈利增速触底回升,川财研究
2093,2019-04-03,公用事业：动力煤价格仍在弱市 荐4股,和讯
2094,2019-04-03,买跌不买涨：这些股月线3连阴，有年内跌幅超20%,证券时报
2095,2019-04-03,【华创环保公用】电力行业1903期：增值税增厚业绩，推荐一季报高增水、火电,V蓝环保观察
2096,2019-04-02,公用事业：强烈推荐高分红高股息标的 荐6股,和讯
2097,2019-04-02,电气设备：省级电网减税让利全部用于降电价 荐6股,和讯
2098,2019-04-02,【数据揭秘】04月01日 融资客最看好的前20只个股,每日经济新闻
2099,2019-04-02,A股将开启第二轮上涨 116只放量股被机构看好,证券日报
2100,2019-04-02,【中信建投电新】金风科技：下游复苏，静待19年毛利率拐点,微信
2101,2019-04-01,电力：第四批增量配网试点开始 荐4股,和讯
2102,2019-04-01,【新时代公用环保】周报：增值税税率调整，电网端让利，天然气门站及跨省管输价格下调-20190401,新时代环保
2103,2019-04-01,【新时代证券】四月金股组合——成长，新时代！每周交流会（第33期）,新时代证券研究
2104,2019-03-31,电力及公用事业周报：省级电网减税让利全部用于降电价，预计燃煤标杆电价无忧,能源观察站
2105,2019-03-31,首批区块链备案名单 背后是这53家上市/挂牌公司,第一财经
2106,2019-03-31,【方正公用环保郭丽丽团队】分红预案陆续公布， 强烈推荐高分红高股息标的——2019年第14周观点,公用环保郭丽丽团队
2107,2019-03-31,【安信环保公用邵琳琳团队】周报03.31：排污许可证工作推进，环境保护监管趋严,安信证券环保公用研究
2108,2019-03-29,【行业动态】电力 1903丨成本改善行业逆周期显现，装机优化将成发展方向,中国银河证券研究
2109,2019-03-28,【方正公用环保郭丽丽团队】上海市成立国内首个泛在电力物联网实验室,公用环保郭丽丽团队
2110,2019-03-28,【中泰公用】每日速递：关于做好2019年蒙东地区电力直接交易市场交易工作有关事宜,能源观察站
2111,2019-03-28,电力：煤价承压火电盈利回升 关注电改进程,和讯
2112,2019-03-28,电气设备：解密科创板首批申报标的容百科技 荐9股,和讯
2113,2019-03-28,电气设备：关注风电行业复苏带来的投资机会,和讯
2114,2019-03-28,"公用事业行业周报:煤价震荡向下,火电基本面或将见底",正点财经
2115,2019-03-28,"电力行业深度报告:“增值税税率下降+电价下调无忧+煤价趋势性下行”,火电迎来配置良机",正点财经
2116,2019-03-28,公用事业：持续看好火电盈利修复 荐2股,和讯
2117,2019-03-28,【川财研究所*每日晨报】20180328：中小创可能在一季度实现盈利触底回升,川财研究
2118,2019-03-27,电气设备行业周报:从巨头落子看电新行业成长的确定性,正点财经
2119,2019-03-27,国信证券：煤价短期见顶，建议超配火电,证券时报网
2120,2019-03-27,【国信公用】公用事业周报：煤矿复产预期或驱动煤价下行,青力出品
2121,2019-03-27,公用事业：火电布局正当时 荐6股,和讯
2122,2019-03-27,公用事业：甘肃及山西电力现货市场试运行启动,和讯
2123,2019-03-27,公用事业：地方债务发行进度有望加快 荐6股,和讯
2124,2019-03-27,电力油气军工领域改革加速 逾30家公司启动“A计划”,中证网
