,2021-12-31,煤炭坐上“过山车”：价格疯涨后企稳回落,中国经营网
974,2020-09-09,五大发电主要上市公司半年报出炉：燃料成本下降 盈利同步大增,中国能源报
975,2020-09-09,半年报：火电受益燃料不贵，水电受枯水拖累,中国能源报
976,2020-09-08,【华能国际次级可续期小公募（第三期）】不超30亿，3+N年（3.6%-4.6%），联合AAA/AAA，上交所，今日簿记,中信建投固定收益部
977,2020-09-07,【银华基金】交易日报 2020-09-07,新浪
978,2020-09-07,公用环保行业周报：核电重启利好运营商 飞灰控制试行规范发布,新浪
979,2020-09-07,公用事业行业周报：三代核电再获核准 核电运营商有望受益,新浪
980,2020-09-07,平安证券：从发电央企投资动向看电力结构变化趋势,新浪
981,2020-09-07,近日我司公司债券推介,中信建投固定收益部
982,2020-09-07,公用事业：1H20火电业绩回顾：2Q龙头带头释放业绩 煤价下行盈利弹性兑现,新浪
983,2020-09-06,【安信环保公用邵琳琳团队】周报0906：新固废法正式施行，上海加快构建现代环境治理体系,安信证券环保公用研究
984,2020-09-06,电力行业周报：本周水电板块表现较好 防御价值凸显,新浪
985,2020-09-04,碧桂园沪深ESG100优选指数完成年度调仓,新浪
986,2020-09-04,A股中报季900只超预期个股名单,锦缎
987,2020-09-04,公用事业：固废最佳工程拐点隐现 看好火电盈利继续修复,财富动力网
988,2020-09-03,公用事业半年度投资策略报告：固废最佳工程拐点隐现 看好火电盈利继续修复,新浪
989,2020-09-03,环保公用半年报&公募持仓综述|固废最佳工程拐点隐现，看好火电盈利继续修复,环保公用溶易看
990,2020-09-03,A股融资融券日报：两融余额增加98.95亿元（9月2日）,Wind
991,2020-09-02,A股融资融券日报：两融余额增加35.99亿元（9月1日）,Wind
992,2020-09-01,A股3400点保卫战，打响了！这批大牛股，即将疯涨,搜狐
993,2020-09-01,五大两网2020半年报大集合,中国电力
994,2020-09-01,中报总结：复苏主线，景气攀升,郭丽丽的研究札记
995,2020-09-01,公用事业行业2020年中报回顾：煤价下行火电业绩增长 来水偏枯水电盈利下滑 盈利能力下降,新浪
996,2020-09-01,电力行业日报：三、四代核电技术位列我国禁限出口技术目录,新浪
997,2020-09-01,A股中报：逾八成个股盈利 113股靠政府补助撑业绩,新浪
998,2020-08-31,透视A股中报：际华集团等113股靠政府补助撑业绩,北京商报
999,2020-08-31,【华创环保公用】环保及公用事业行业周报：2020H1环保行业收入和盈利能力整体稳中带增，子板块分化效应明显,华创环保公用
1000,2020-08-31,公用环保行业周报：关注风光水火储一体化 REITS试点项目启动申报,新浪
1001,2020-08-31,近日我司公司债券推介,中信建投固定收益部
1002,2020-08-28,华能国际向2家亏损子公司增资104.65亿元 改善经营情况 为后续煤炭项目建设提供资金支持 亏损,北极星电力
1003,2020-08-26,闽信集团(00222)中期股东应占溢利同比下跌20.7%至2.16亿港元 盈利能力下降,智通财经
1004,2020-08-26,电力能源行业周报(2020年第5期)：多个省级电网负荷连创新高 火电行业边际向好,新浪
1005,2020-08-26,世茂股份等49股近五日获机构净买入,证券时报网
1006,2020-08-26,中信证券：火电公司上半年业绩整体高增 推荐华电国际等,证券时报网
1007,2020-08-26,电力｜用电需求小幅回落，历史级汛期水增火降：7月电力统计数据点评,中信证券研究
1008,2020-08-25,电力及公用事业周报：煤价下行火电板块业绩复苏 疫情之下环保板块业绩承压,新浪
1009,2020-08-25,电力板块业绩靓丽，中长期逻辑来袭,Wind
1010,2020-08-25,【近期研报】纺服及零售行业周报；港股数据周报；瑞声科技；华能国际；中国中药；赛晶电力电子,国元国际
1011,2020-08-24,公用事业行业周报(第三十四周),新浪
1012,2020-08-24,公用环保行业周报：中报普遍高增提振火电 湖北补短板方案聚焦环保,新浪
1013,2020-08-24,震荡关注性价比和低价，青农转债建议参与——可转债周报【华创固收|周冠南团队】,华创债券论坛
1014,2020-08-24,近日我司公司债券推介,中信建投固定收益部
1015,2020-08-24,1296公司公布半年报187家业绩增幅翻倍,证券时报网
1016,2020-08-24,环保及公用事业周报：江苏发文加快生态环境治理现代化建设 着力打造环境治理样本区、引领区,新浪
1017,2020-08-24,8月24日早盘主力巨资抢筹四大板块(附股),金融界
1018,2020-08-24,公用事业周报：中报季业绩兑现,光大证券
1019,2020-08-24,净利同比增长！华能国际、华电国际、国投电力半年报发布,北极星电力
1020,2020-08-24,华能国际半年报：燃料价格下降 净利润同比上升43.50%,北极星电力
1021,2020-08-24,A股融资融券日报：两融余额减少10.67亿元（8月21日）,Wind
1022,2020-08-24,A股早报2020年8月24日星期一,Wind
1023,2020-08-24,今天注册制来了，该如何应对？,中财网
1024,2020-08-24,天风证券：火电业绩支撑仍存 有望持续引领板块估值修复（附股）,证券时报网
1025,2020-08-23,周观点|推动完善报废机动车回收利用体系，环境污染防治备受关注,环保公用溶易看
1026,2020-08-23,本周共有62只个股连涨5天及以上,Wind
1027,2020-08-23,公用事业行业周报：电力板块迎估值修复 环保行业持续向好,新浪
1028,2020-08-23,机构恐高切入低位标的 游资抱团手握沧州明珠,南方财经网
1029,2020-08-22,1275公司公布半年报184家业绩增幅翻倍,证券时报网
1030,2020-08-21,交易异动！华能国际：近3个交易日上涨22.05%，不存在未披露的重大信息,每日经济新闻
1031,2020-08-21,机构现身29股，净买入华能国际4.14亿元、净卖出亿嘉和6632万元,第一财经
1032,2020-08-21,华能国际(600011.SH)完成发行20亿元中期票据,格隆汇
1033,2020-08-21,8月21日龙虎榜解析：华能国际获净买入近4.6亿元，还有29只个股被机构扫货,每日经济新闻
1034,2020-08-21,机构今日买入这16股，买入华能国际4.14亿元丨牛熊眼,第一财经
1035,2020-08-21,消费大白马罕见冲击涨停，走势完爆科技股！业绩超预期股名单来了，这个特征出牛股（附股）,证券时报网
1036,2020-08-21,华电能源连续三日涨停，华电国际、华能国际早盘小幅回调,Wind
1037,2020-08-21,A股融资融券日报：两融余额减少19.27亿元（8月20日）,Wind
1038,2020-08-21,8月21日券商晨会研报汇编,证券日报
1039,2020-08-21,电力行业日报：环境部：火电项目应对新增污染物进行削减替代,新浪
1040,2020-08-20,明日最具爆发力三大黑马 8月21日黑马股推荐,--
1041,2020-08-20,巨·热点|市场大幅缩量调整 四板块逆势活跃受关注！,巨丰财经
1042,2020-08-20,华能国际(600011)2020年中报点评：上半年煤价同比回落打开公司利润上行空间,新浪
1043,2020-08-20,昨日 华能国际、华电国际、大唐发电齐涨停,北极星电力
1044,2020-08-20,吴佳栋：创业板改革试点注册制在即指数下探2580点,金融界
1045,2020-08-20,华能国际(600011)：拨云见日 龙头进击,新浪
1046,2020-08-20,【国泰君安国际】速评|华能国际(902.HK)：煤价下跌推动上半年盈利上涨，积极开发新能源业务,国泰君安证券香港
1047,2020-08-20,快讯：华能国际涨停 报于6.15元,金融界
1048,2020-08-20,A股延续调整原因曝光重点关注三类股走向,搜狐
1049,2020-08-20,沪指低开0.65%超3000股下跌，黄金板块领跌,中新经纬
1050,2020-08-20,电力股开盘继续拉升 桂东电力涨停,e公司
1051,2020-08-20,电力股再度拉升，华电能源、桂东电力、闽东电力涨停,Wind
1052,2020-08-20,两市两融余额减少2.78亿元 123股融资余额增幅超5%,证券时报网
1053,2020-08-20,券商首次关注12股并给予买入评级（8月20日）,Wind
1054,2020-08-20,华能国际(600011)事件点评：煤价下行业绩现高弹性 多因素利好业绩持续,国海证券
1055,2020-08-20,A股早报2020年8月20日星期四,Wind
1056,2020-08-20,四大报：7月新增投资者创5年新高，新基建持续升温,网易
1057,2020-08-20,电力股为何逆市上涨，将复制2015年行情？（附股）,21世纪经济报道
1058,2020-08-20,巨丰早评：中报季震荡格局难改,巨丰财经
1059,2020-08-20,四大报：7月新增投资者创5年新高 新基建持续升温,证券日报
1060,2020-08-20,主力1.5亿扫货梅雁吉祥，电力股为何逆市上涨，将复制2015年行情？（附股）,21世纪经济报道
1061,2020-08-19,正常调整，3500就在眼前！上周神预判，看完醍醐灌顶！,搜狐
1062,2020-08-19,煤电支撑和调节作用凸显 电力板块估值修复可期,第一财经
1063,2020-08-19,刀锋：分化加剧，确定性机会在下周！(附龙头股复盘),新浪
1064,2020-08-19,电力行业日报：火电板块表现较好 关注火电企业盈利改善,新浪
1065,2020-08-19,【新时代公用环保】华能国际中报点评：燃料成本下降导致业绩超预期，清洁能源占比持续提升,--
1066,2020-08-19,华能国际(600011)：二季度业绩超预期 继续推荐,新浪
1067,2020-08-19,电力行业：7月用电增速有所回落 火电增速由正转负,新浪
1068,2020-08-19,北向资金跑得比兔子还快 但是电力板块却掀起涨停潮,中证报
1069,2020-08-19,煤价处于绿色区间原料成本下降 华能国际等多家火电企业业绩超预期,证券日报
1070,2020-08-19,华能国际(600011)：煤价下行推动二季度业绩高增长 业绩有望持续改善,新浪
1071,2020-08-19,创业板指跌超3%，芯片龙头大降温！冷门板块逆袭，35万手封单打板龙头，市盈率最低仅10倍,证券时报网
1072,2020-08-19,46股每笔成交量增超50%,证券时报网
1073,2020-08-19,创业板指重挫3% 小心高价股结构性风险,重庆商报
1074,2020-08-19,北向资金跑得比兔子还快！但是这个板块却掀起涨停潮,中证报
1075,2020-08-19,【窥业绩】率先公布喜报！华能国际能否点燃一波火电股行情？,财华社
1076,2020-08-19,两市全线回落 利好助推下这一“价值洼地”板块逆势走强,金融界
1077,2020-08-19,逍遥渔夫：市场弱势的原因找到了,金融界
1078,2020-08-19,中国短期融资券及中期票据信用分析周报,新浪
1079,2020-08-19,港股复盘：恒指跌0.74%，电力股表现亮眼，美团点评盘中创新高,格隆汇
1080,2020-08-19,港股收盘丨恒指跌0.74% 华为概念股跌幅居前,第一财经
1081,2020-08-19,涨停板解密：电力股逆市被抢筹！（8月19日）,Wind
1082,2020-08-19,刘思山：市场震荡抓住机会 逢低关注低风险偏好的大消费,中投网
1083,2020-08-19,收评：恒指午后复牌跳水跌0.74% 黄金、保险股低迷中国人寿跌4.48%,金融界
1084,2020-08-19,巨·大盘|科技军工保险杀跌 周期行业迎普涨,巨丰财经
1085,2020-08-19,涨停秘钥：权重股护盘不利 基础建设成热点,巨丰财经
1086,2020-08-19,8月19日异动股点评：电力板块强势逆袭 盘点四牛与四熊,山东神光
1087,2020-08-19,19日强势板块分析：电力板块发力走高 水利建设板块拉升,证券时报网
1088,2020-08-19,A股收盘：创业板指跌超3% 沪指险守3400点 北向资金净流出50亿,英为财情
1089,2020-08-19,沪指震荡收跌1.24% 电力板块逆势掀涨停潮,上证报
1090,2020-08-19,收盘丨创业板指单边下行跌超3%，两市成交额再破万亿元,第一财经
1091,2020-08-19,A股收评：创业板指大跌逾3%科技医药股领跌电力种业概念股逆势大涨,格隆汇
1092,2020-08-19,巨丰收评：科技股集体回调 周期股逆市反弹,巨丰财经
1093,2020-08-19,收评：沪指跌1.24%创业板指大跌逾3%电力、水利板块逆市大涨,金融界
1094,2020-08-19,A股收盘解读：上证指数低收1.24%，创业板指跌超3%受累疫苗股调整,Wind
1095,2020-08-19,港股电力股集体走高：华电国际电力、华能国际电力涨10%,新浪
1096,2020-08-19,港股异动 | 电力板块全线爆发 华能国际(00902)、华电国际(01071)均涨逾20%,智通财经
1097,2020-08-19,华能国际：上半年实现净利润57.33亿元,中证网
1098,2020-08-19,电力板块走强，54只个股上涨，桂东电力上涨10.07%,每日经济新闻
1099,2020-08-19,又一个低位周期板块启动！谁会是下一个？,上证报
1100,2020-08-19,电力板块表现抢眼 桂东电力、闽东电力直线拉升封板,上证报
1101,2020-08-19,【行情】午后多只电力股直线涨停，桂东电力、闽东电力午后直线拉板，华能国际、华电国际等此前涨停,金十数据
1102,2020-08-19,18公司获得推荐评级-更新中,中财网
1103,2020-08-19,790公司公布半年报122家业绩增幅翻倍,证券时报网
1104,2020-08-19,今日52公司公布半年报7家业绩增幅翻倍,证券时报网
1105,2020-08-19,62只股上午收盘涨停(附股),证券时报网
1106,2020-08-19,8月19日午盘两市净流入前20股(名单),金融界
1107,2020-08-19,快讯：电力板块表现活跃涨1.56% 华能国际、华电能源涨停,证券日报
1108,2020-08-19,巨丰午评：三大板块角力 市场探底回升,巨丰财经
1109,2020-08-19,解盘：权重拖累指数，生物育种、大基建、ST概念领涨,Wind
1110,2020-08-19,新华500指数午盘报5132.22点 跌0.64%,新华网
1111,2020-08-19,A股午评：创业板跌逾2%医药科技股领跌电力股逆势走强,格隆汇
1112,2020-08-19,A股午盘综述：上证指数午盘下滑0.3%，疫苗板块跌6%,Wind
1113,2020-08-19,涨停！华能国际Q2业绩超预期 券商称火电龙头将重新起航,金融界
1114,2020-08-19,8月19日早盘两市净流入前20股(名单),金融界
1115,2020-08-19,【面包财报】华能国际：2020年上半年归母净利润57.33亿元，同比增长49.73%,面包财经
1116,2020-08-19,【财报智读】华能国际：2020年上半年归母净利润57.33亿元，同比增长49.73%,面包财经
1117,2020-08-19,华能国际：Q2业绩大超预期，火电龙头重新起航,郭丽丽的研究札记
1118,2020-08-19,A股异动：电力龙头企业华能国际封涨，提振A股电力板块,英为财情
1119,2020-08-19,【安信环保公用邵琳琳团队】华能国际中报点评：二季度利润同比增长213%，继续看好业绩高弹性,安信证券环保公用研究
1120,2020-08-19,电力板块大幅走高 华能国际华电国际等涨停,证券时报网
1121,2020-08-19,【异动股】电力行业板块拉升，华能国际(600011-CN)涨停,财华社
1122,2020-08-19,【即时点评】中国电信；宝龙地产；中国飞鹤；京东集团；亿胜生物科技；华能国际；361度,国元国际
1123,2020-08-19,电力板块走强，55只个股上涨，华能国际上涨10.04%,每日经济新闻
1124,2020-08-19,华能国际封住涨停提振电力板块，华电国际涨近6%,Wind
1125,2020-08-19,华能国际(600011)半年报点评：冲击消退 逐步恢复,新浪
1126,2020-08-19,电力行业动态跟踪报告：数说电力(2020年8月刊),新浪
1127,2020-08-19,股海导航 8月19日沪深股市公告提示,新浪
1128,2020-08-19,智通港股早知道︱(8月19日) 风球影响开市 留意影视股资金吸纳,智通财经
1129,2020-08-18,【国君公用】7月全国新增户用光伏装机886.7MW,国君公用周妍之每日资讯
1130,2020-08-18,A股头条之上市公司（8.19）,金融界
1131,2020-08-18,华能国际(00902)拟向滇东能源和滇东雨汪分别增加57亿元及47.65亿元资本金投入,智通财经
1132,2020-08-18,公告精选：中国人寿澄清合并传闻 隆基股份签订近95亿元采购合同,证券时报
1133,2020-08-18,华能国际：拟向全资子公司滇东能源和滇东雨汪合计增资约105亿元,金融界
1134,2020-08-18,华能国际(600011.SH)：拟分别向全资子公司滇东能源、滇东雨汪增资57亿元和47.65亿元,格隆汇
1135,2020-08-18,华能国际：上半年净利润同比增长49.73%,Wind
1136,2020-08-18,华能国际：上半年净利超57亿元 同比增近五成,e公司
1137,2020-08-18,华能国际(600011.SH)：上半年净利升49.73%至57.33亿元,格隆汇
1138,2020-08-18,收盘丨三大股指震荡整理沪指涨0.36% 农业板块领涨,第一财经
1139,2020-08-18,银河证券：火电板块估值处在历史低位，估值修复可期,第一财经
1140,2020-08-18,【每日晨报】0818丨电力丨用电量短期承压，回暖态势仍会持续,中国银河证券研究
1141,2020-08-18,银河证券：用电量短期承压 回暖态势仍会持续（附股）,证券时报网
1142,2020-08-17,【*华能天成融租可续期小公募】不超10亿/3+N年(3.6-4.6%)/中诚信AAA/AAA/上交所/无担保/明日簿记,中信建投固定收益部
1143,2020-08-16,【安信环保公用邵琳琳团队】周报0816：垃圾分类政策持续推进，科技助力产业高质量发展,安信证券环保公用研究
1144,2020-08-16,7月能源供给增速短期承压，复苏仍为主线,郭丽丽的研究札记
1145,2020-08-14,华能国际：“17华能Y1”不行使续期选择权，9月25日将全额兑付,Wind
1146,2020-08-14,天风证券：需求的修复乃至超预期仍为今年电力行业投资的重要逻,证券时报网
1147,2020-08-14,8月14日券商晨会研报汇编,证券日报
1148,2020-08-14,7月用电数据点评：增速短暂承压 修复趋势不改,新浪
1149,2020-08-10,公用环保行业周报：广东燃机降电价落地 REITS申报工作启动,新浪
1150,2020-08-10,公用事业周报：用电负荷提升 关注基本面改善,光大证券
1151,2020-08-09,环保及公用事业周报（2020.8.3-2020.8.9） 补短板持续进行，固废产业链持续景气,安信证券环保公用研究
1152,2020-08-09,公用事业行业周报：高温天气持续叠加经济生产复苏 多地用电负荷创新高,新浪
1153,2020-08-08,公用事业深度报告：电力行业盈利模式、发展趋势和投资时点,新浪
1154,2020-08-06,因超标排放水污染物 华能国际控股子公司被罚40万元,中国网
1155,2020-08-06,光伏等清洁能源发电正加速崛起,电缆网
1156,2020-08-05,华电、大唐、华能、国电上半年光伏发电量齐涨,北极星电力
1157,2020-08-04,始于低估值 长于高股息：风格切换下的电力看什么？,新浪
1158,2020-08-03,公用事业周报：国家管网网站上线 把握中报季行情,光大证券
1159,2020-07-30,电力板块走势强劲 太阳能甘肃电投等涨停,证券时报网
1160,2020-07-30,华能国际拟向霞浦核电增资6300万人民币,北极星电力
1161,2020-07-29,【安信环保公用邵琳琳团队】日报07.29: 天津市生活垃圾管理条例发布，自2020年12月1日施行,安信证券环保公用研究
1162,2020-07-29,【天风公用环保 | 日报】长江保护主题指数发布,郭丽丽的研究札记
1163,2020-07-29,晚间重要公告2020年7月29日星期三,Wind
1164,2020-07-29,华能国际电力股份(00902.HK)以不超6300万元向霞浦核电进行增资,格隆汇
1165,2020-07-29,华能国际：不超6300万元认购“霞浦核电”新增注册资本，持股比例不变,Wind
1166,2020-07-29,华能国际(600011.SH)拟6300万元认购霞浦核电部分新增注册资本 持股比例保持不变,格隆汇
1167,2020-07-29,电力行业周报：火电企业上半年业绩修复显着,新浪
1168,2020-07-28,电力电气设备 公用事业：6月水电利用小时复苏 基于高频数据预测7月发电量初值同比+3.4%,新浪
1169,2020-07-27,2020年《财富》中国500强新鲜出炉，19家能源企业杀入前100！,华夏能源网
1170,2020-07-27,公用事业行业周报：2020年煤电行业落后产能淘汰目标发布 火电盈利能力有望持续改善,新浪
1171,2020-07-24,中信证券：用电需求连月提升，汛期以来水火两旺（附股）,证券时报网
1172,2020-07-24,近一周314股获机构买入型评级 药明康德注度最高,证券时报网
1173,2020-07-24,近一周314股获机构买入型评级10股上调评级,证券时报
1174,2020-07-23,亿纬锂能等10股获机构上调评级 5股机构预测平均上涨空间超20%,第一财经
1175,2020-07-23,最受机构青睐的3只千亿龙头股：业绩超预期 股价涨势惊人,新浪
1176,2020-07-23,电力行业2020年6月电力统计数据点评：用电需求连月提升 汛期以来水火两旺,新浪
1177,2020-07-23,Q2公用事业基金持仓分析：火电低配比例收窄,郭丽丽的研究札记
1178,2020-07-22,交银国际：华能国际维持中性评级 目标价3.24港元,新浪
1179,2020-07-21,电力、煤气及水等公用事业行业：火电左侧建仓时 水电白马增持际,国金证券股份有限公司
1180,2020-07-21,A股融资融券日报：两融余额增加127.02亿元（7月20日）,Wind
1181,2020-07-21,7月21日券商晨会研报汇编,证券日报
1182,2020-07-20,147股每笔成交量增超50%,证券时报网
1183,2020-07-20,港股异动 | 华能国际(00902)升逾7%领涨电力股 天风证券称电力板块基本面边际改善加速,智通财经
1184,2020-07-20,银河证券每日晨报,新浪
1185,2020-07-19,【安信环保公用邵琳琳团队】周报0719：885亿元国家绿色发展基金成立，环保行业添强劲动力,安信证券环保公用研究
1186,2020-07-17,公用事业行业：用电量持续复苏 发电量水起火落,新浪
1187,2020-07-17,上调评级至买入策略选股（7月17日）,Wind
1188,2020-07-17,电力需求加速恢复，二季度火电业绩值得期待,证券时报网
1189,2020-07-17,6月能源生产数据点评：发电增速已超疫情前水平,郭丽丽的研究札记
1190,2020-07-16,每周盈利预测报告,新浪
1191,2020-07-15,华能国际(600011)：需求向好成本改善 二季度优异表现利好公司业绩修复,新浪
1192,2020-07-15,华能国际(600011)：2Q20发电量同比增长3.7% 看好二季度盈利高弹性,新浪
1193,2020-07-15,【国泰君安国际】晨报：关注旅游股和猪肉股，警惕新能源车股 2020年7月15日周三,国泰君安证券香港
1194,2020-07-15,华能国际发电量二季度增长 上半年总体下降,电缆网
1195,2020-07-15,华能国际：上半年发电量949.49亿千瓦时,北极星电力
1196,2020-07-15,7月15日券商晨会研报汇编,证券日报
1197,2020-07-15,华创事件驱动早报7-15：腾讯正式推出微信小商店；火星探测任务即将启动,华创证券研究
1198,2020-07-15,股海导航 7月15日沪深股市公告提示,新浪
1199,2020-07-15,盘前有料丨多家影视公司：未接到影院恢复营业通知；美股尾盘拉升集体收涨…重要消息还有这些,证券时报网
1200,2020-07-15,天风证券：电力板块基本面边际改善加速 建议关注华能国际等,证券时报网
1201,2020-07-14,川渝两省市将共同推进20个重大能源项目,国君公用周妍之每日资讯
1202,2020-07-14,A股头条之上市公司（7.15）,金融界
1203,2020-07-14,华能国际：上半年公司发电量同比下降8.05%,e公司
1204,2020-07-14,华能国际(600011.SH)：上半年合并口径发电量降8.05%至1796.50亿千瓦时,格隆汇
1205,2020-07-14,6月用电数据点评：稳步复苏,郭丽丽的研究札记
1206,2020-07-13,公用事业行业周报：电力需求向好 火电业绩有望边际改善,新浪
1207,2020-07-13,公用事业周报：中报窗口期将至 火电值得期待王威,光大证券
1208,2020-07-12,【安信环保公用邵琳琳团队】周报 0712：长江经济带绿色发展政策推行，叠加长江大保护持续释放环保需求,安信证券环保公用研究
1209,2020-07-12,国泰君安总量团队联合解读牛市从何而来 | 国君周知,国泰君安证券研究
1210,2020-07-11,公用事业2020 年中报业绩前瞻：火电全面回暖 水电期待汛期,新浪
1211,2020-07-09,日本将关停100座火电厂，德国2038前关停所有！火电还有价值么 经营问题,国际电力网
1212,2020-07-09,牵手行业龙头，万亿级传统火电央企加码光伏！,国际电力网
1213,2020-07-09,国金证券：建议短期关注火电板块机会，尤其煤价弹性大、边际变化显著的个股,证券时报网
1214,2020-07-09,【国金研究】用电量看经济：三产增长，消费恢复,国金证券研究所
1215,2020-07-08,中行上半年在中资离岸债券和熊猫债市场承销额均保持第一,新华网
1216,2020-07-08,公用环保行业半年报前瞻：火电中报高增有望 环卫模式价值正被挖掘,新浪
1217,2020-07-08,53股获券商买入评级 中国中铁目标涨幅达73.96%,Wind
1218,2020-07-07,华能国际现1笔大宗交易 共成交381.61万元,新浪
1219,2020-07-07,华能国际今日大宗交易成交91.30万股，成交价4.18元折价10.87%,Wind
1220,2020-07-07,【国君公用|公司点评】华能国际：增速足够高估值足够低，补涨空间大,妍姐电报
1221,2020-07-07,火电行业：高增速低估值 火电龙头补涨空间大,新浪
1222,2020-07-07,安信证券：看好低估值业绩高增长的火电板块,证券时报网
1223,2020-07-06,强势股追踪主力资金连续5日净流入140股,证券时报网
1224,2020-07-06,环保公用行业周报：“新基建”拉动用电持续高增长 环保资源化处置行业空间巨大,新浪
1225,2020-07-06,公用事业行业周报：汛期强降雨持续 燃气价格监管加强,光大证券
1226,2020-07-06,华能国际：业绩暴增剑指百亿，估值修复启动在即,证券时报网
1227,2020-07-05,关注低估值火电修复行情,郭丽丽的研究札记
1228,2020-07-03,分红季来了，30只股即将分红,证券时报网
1229,2020-07-01,冀北电力交易中心完成第一轮股份制改造,国家电网
1230,2020-07-01,中信建投周知 | 聚焦半年报业绩与新股研究,中信建投证券研究
1231,2020-06-30,发电上市公司经营艰难中面对疫情 咨询机构预计下半年业绩好转,每日经济新闻
1232,2020-06-29,华能国际发生大宗交易成交溢价率10.50%,证券时报网
1233,2020-06-29,华能国际现1笔大宗交易 共成交756.06万元,新浪
1234,2020-06-29,华能国际(600011.SH)：山东公司拟2.28亿元受让泰丰新能源82.23%股权,格隆汇
1235,2020-06-29,环保公用行业周报：长江干流水电站提前满开 11项环保强制性国标拟立项修订,新浪
1236,2020-06-29,电力电气设备、公用事业周报：现货煤价持稳 硅片、电池龙头7月报价不变 组件跌幅收窄,新浪
1237,2020-06-28,"控股股东两次大宗交易共套现17亿，这只牛股大跌市值蒸发超80亿！还有只个股大股东30笔交易减持逾2000万股，未来一年或继续
减持股份",每日经济新闻
1238,2020-06-28,华能国际电力：董事发生变动 董监高成员变化,Wind
1239,2020-06-27,电力行业热点专题系列(七)：电力视角看复苏：行业用电分化几何？,光大证券
1240,2020-06-24,华能国际现1笔大宗交易 共成交436.97万元,新浪
1241,2020-06-24,【平安公共事业】2020年公共事业中期报告：行稳致远，进而有为,平安研究
1242,2020-06-24,发钱啦！华能国际每股派发现金红利0.135元人民币,北极星电力
1243,2020-06-24,北向资金单日净流入7.53亿 加仓这些板块,证券时报
1244,2020-06-23,成交价31分/千瓦时！广西月度电力市场化交易迎来史上最低价！,国君公用周妍之每日资讯
1245,2020-06-23,"华能国际现1笔大宗交易 共成交1,444.60万元",新浪
1246,2020-06-23,华能国际(600011.SH)：完成2020年度第二期中期票据发行35亿元,格隆汇
1247,2020-06-23,华能国际(600011.SH)年报推10派1.35元股权登记日7月3日,格隆汇
1248,2020-06-23,电力电气设备、公用事业：火电单月利用小时增速转正 新能源装机环比回升,新浪
1249,2020-06-23,公用事业 电力电气设备：再次发布能源工作指导意见 强调能源安全与能源清洁化发展,新浪
1250,2020-06-23,电力电气设备、公用事业观点聚焦：基于高频数据量化预测 6月全国发电量初值同比+7.0%,新浪
1251,2020-06-23,交银国际为何下调华能国际目标价 机构下调估值,财华社
1252,2020-06-22,公用事业行业2020年中期策略：配置火电正当时 长持水电收益高；把握天然气进口主线 供需改善下城燃值得期待,新浪
1253,2020-06-22,环保公用行业周报：长江电力进一步扩大股权投资 环卫市场看好全国布局的龙头公司,新浪
1254,2020-06-21,【安信环保公用邵琳琳团队】周报0621：污水资源化前景广阔，城乡有机固废处理需求提升,安信证券环保公用研究
1255,2020-06-19,中国银河：动力煤价短期获支撑火电企业估值修复可期,格隆汇
1256,2020-06-19,公用事业点评报告：煤电供给侧改革彰显定力 存量优质资产有望率先获益,新浪
1257,2020-06-18,电力行业动态跟踪报告：数说电力,新浪
1258,2020-06-17,电力行业点评：温升水少火电增长 煤价短涨有望利润翻倍,国金证券股份有限公司
1259,2020-06-17,信用分析周报：中国短期融资券及中期票据信用分析周报,新浪
1260,2020-06-17,财融汇·日间资讯,财通证券融资融券部
1261,2020-06-16,【华泰固收|信用】煤炭债的今与昔——煤炭行业利差与投资价值分析,华泰固收强债论坛
1262,2020-06-15,2020年5月发电量数据点评：电量增长加速 火电表现亮眼,光大证券
1263,2020-06-15,公用事业行业周报(第二十四周),新浪
1264,2020-06-14,环保及公用事业行业周报：国六标准即将施行 拉动尾气处理市场扩容超600亿,新浪
1265,2020-06-10,华能国际等公司设立40亿元上电新能源建设基金,e公司
1266,2020-06-10,50MW！中国水电四局华能云南岑溪青山坪风电场塔筒制造项目正式开工,新能源网
1267,2020-06-10,国金证券：建议短期关注火电板块机会,证券时报网
1268,2020-06-10,【国金研究】用电量看经济：基建复苏，三产回暖中,国金证券研究所
1269,2020-06-09,镇龙山风电场首批风机并网发电,北极星电力
1270,2020-06-08,【建投公用环保-深度】华润电力：火电穿越周期，风电蓬勃正起，且待再创辉煌,能源交运万维网
1271,2020-06-08,华能国际德州电厂资产处置项目挂牌北交所,中证网
1272,2020-06-08,环保公用行业周报：5月发电增速快速回暖 城镇化补短板加速升级,新浪
1273,2020-06-05,三峡集团等34家央企与湖北省签约72个项目 生态环保项目11个 投资额674亿元！,北极星电力
1274,2020-06-04,公用事业-聚焦电力国企改革二：增持将开启央企上市平台重估机会,新浪
1275,2020-06-04,电力央企港股新能源公司私有化,Wind
1276,2020-06-04,电力央企港股新能源公司私有化： 一场不能再等的估值重塑行动,21世纪经济报道
1277,2020-06-02,2020年中国火电上市公司利润规模排行榜（一季度）,中国报告大厅
1278,2020-06-02,南下资金年内净流入港股逾2700亿港元,新浪
1279,2020-05-28,江苏电力交易中心加快推进股份制改造工作,中国能源网china5e
1280,2020-05-28,火电行业深度报告：穿越三重门 重回现金牛,新浪
1281,2020-05-26,主题｜两会跟踪之《政府工作报告》解读,中信证券研究
1282,2020-05-25,公用事业行业资金流入榜：7股净流入资金超千万元,证券时报网
