,2021-12-31,"建业地产与中国铁建地产签约,将在代建、装配式建筑等领域合作",金融界
1109,2020-12-07,【太平洋建筑】建筑业景气度回升，建议关注减隔震、钢结构 ——周观点1206,太平洋建筑研究
1110,2020-12-07,智通港股通占比异动统计|12月7日,智通财经
1111,2020-12-06,【天风建筑周报】逆周期调节政策是否会造成建筑板块估值进一步下降？,笑谈建筑
1112,2020-12-05,长沙中国铁建“千眼墙小区”：曾获评优良工地 业主称像枪战现场,新浪
1113,2020-12-04,大摩升中国人寿(02628-HK)目标价至20港元维持中性,财华社
1114,2020-12-04,建筑行业2021年度策略：装配式扬帆起航 基建路在何方？,广发证券
1115,2020-12-04,智通港股通占比异动统计|12月4日,智通财经
1116,2020-12-03,智通港股通占比异动统计|12月3日,智通财经
1117,2020-12-02,智通港股通占比异动统计|12月2日,智通财经
1118,2020-12-01,智通港股通占比异动统计|12月1日,智通财经
1119,2020-11-30,【研报掘金】建筑行业迎来较好的宏观发展环境 重点看好低估值蓝筹,证券时报网
1120,2020-11-30,【异动股】中国铁建(01186-HK)跌3.01%,财华社
1121,2020-11-30,建筑装饰行业报告：建筑板块此次相对收益可能会持续较长时间,新浪
1122,2020-11-30,安信证券：基建投资有望回升 基建龙头尤其是区域基建龙头将直接受益,证券时报网
1123,2020-11-27,【权益变动】中国铁建(01186-HK)被摩根大通减持792.9357万股 减持股份,财华社
1124,2020-11-26,首单地方国资分拆上市过会,Wind
1125,2020-11-25,建筑装饰周观点：继续看好装配式趋势 低估值顺周期重点推荐金螳螂,新浪
1126,2020-11-25,快讯：吴仕岩退休，李兴龙为中铁建地产集团党委书记、董事长,乐居财经
1127,2020-11-25,【大行报告】星展升国寿(02628-HK)目标价至19港元维持持有,财华社
1128,2020-11-25,智通港股通占比异动统计|11月25日,智通财经
1129,2020-11-24,建筑工程三季度订单汇总分析：疫情后整体订单增速回暖，基建带动路桥、钢结构新签订单较快增长【天风建筑唐笑团队】,笑谈建筑
1130,2020-11-24,“全民狂欢·铁建买单”11.11圆满收官,凤凰网
1131,2020-11-23,贝莱德减持中国铁建(01186)720.1万股，每股作价约5.47港元 减持股份,智通财经
1132,2020-11-23,【权益变动】中国铁建(01186-HK)被贝莱德减持720.1万股 减持股份,财华社
1133,2020-11-23,建筑装饰行业周报：积极加配低估值建筑蓝筹 持续核心推荐中国建筑,新浪
1134,2020-11-23,中国铁建参建匈塞铁路首段建成通车－国务院国有资产监督管理委员会,国资委
1135,2020-11-22,【太平洋建筑】基建稳中有升，建议关注减隔震投资机会 ——周观点1121,太平洋建筑研究
1136,2020-11-22,建筑行业2020年三季报总结及四季度展望：业绩快速恢复 单季度增速创新高,新浪
1137,2020-11-20,中国铁建科创中心落户上海临港新片区,Wind
1138,2020-11-20,中国铁建科创中心落户上海临港新片区,e公司
1139,2020-11-18,中国交通建设(01800.HK)：三季度净利润低于预期，对收入增长前景保持谨慎，维持“持有”评级，目标价4.40港元,银河证券
1140,2020-11-17,国泰君安(香港)：中国铁建及中国中铁维持买入评级,新浪
1141,2020-11-17,建筑周观点：社融持续改善 关注减隔震投资机会,新浪
1142,2020-11-15,【太平洋建筑】社融持续改善，关注减隔震投资机会 ——周观点1114,太平洋建筑研究
1143,2020-11-15,建筑行业第196期周报：钢结构装配式技术授权有巨大认知差 基建龙头估值显着低估,新浪
1144,2020-11-15,建筑每周观点：装配式景气持续向上 IDC入列公募REITS资产包,新浪
1145,2020-11-13,中国铁建签约中非共和国机场建设项目,一带一路高参
1146,2020-11-12,华夏幸福中国铁建10月销售额降幅最大 偿债高峰将来去化压力仍存 盈利能力下降,新浪
1147,2020-11-12,中国铁建(601186.SH)：正就美国总统行政令对公司的潜在影响进行综合评估,格隆汇
1148,2020-11-12,建筑工程业：钢结构等装配式增速最快，低估值基建龙头补涨空间大，维持“增持”评级,国泰君安
1149,2020-11-12,港股异动丨中国铁建(1186.HK)回吐4.49% 遭全国社会保障基金理事会减持134.5万股 减持股份,格隆汇
1150,2020-11-12,港股盘前必读：港交所第三季度股东应占溢利33.5亿港元同比增52%,Wind
1151,2020-11-12,中国铁建(01186.HK)遭全国社会保障基金理事会减持134.5万股 减持股份,格隆汇
1152,2020-11-12,中国铁建2023年东南亚运动会运动员村项目建设正式启动,一带一路高参
1153,2020-11-11,【权益变动】中国铁建(01186-HK)被社保基金减持134.5万股 减持股份,财华社
1154,2020-11-11,中国铁建(01186):“19铁建Y3”及“19铁建Y4”将于11月18日付息,智通财经
1155,2020-11-11,中国铁建(01186.HK)2019年公司债券第二期将于11月18日付息,格隆汇
1156,2020-11-11,港股科技股延续跌势，恒生科技指数重挫6.23%,Wind
1157,2020-11-11,资金换马低估值周期股：太古涨7% 华润置地等涨超6%,新浪
1158,2020-11-11,港股异动|高铁基建股爆发中国铁建(1186.HK)上扬8%领涨,格隆汇
1159,2020-11-11,港股异动 | 中国铁建(01186)涨超7%领涨基建股 小摩指基建商指引相对正面,智通财经
1160,2020-11-11,超50家A股公司拟分拆上市 国企领头民企紧随，业务集中于战略新兴领域,Wind
1161,2020-11-10,建筑装饰行业2020年三季报回顾：三季度行业收入利润加速改善 钢结构景气度高 央企竞争力提升,新浪
1162,2020-11-09,建筑央企订单、收入双位数增长，行业龙头优势凸显——建筑央企2020年三季报汇总分析【天风建筑唐笑团队】,笑谈建筑
1163,2020-11-09,中国铁建(601186)：业绩稳健增长 新签订单表现靓丽,新浪
1164,2020-11-08,【天风建筑周报】龙头优势凸显，建筑蓝筹有望迎来估值回升,笑谈建筑
1165,2020-11-05,国资委：扎实推进高质量发展，加快建设世界一流综合性建筑企业,Wind
1166,2020-11-05,130股获券商买入评级，垒知集团目标涨幅达91.59%,Wind
1167,2020-11-05,建筑行业动态分析：Q3建筑营收业绩显著改善 基金重仓配置比例提升,新浪
1168,2020-11-04,世界首条下穿高铁大直径盾构隧道开挖－国务院国有资产监督管理委员会,国资委
1169,2020-11-04,Q3建筑板块基金持仓分析：建筑行业重仓持股占比持续回落 民营细分赛道龙头获加仓,新浪
1170,2020-11-04,中国铁建：三季度订单及营收高增长,财富动力网
1171,2020-11-03,中国铁建：累计借款涨至2440.41亿 前三季新增借款567亿 大额借贷担保,中华网
1172,2020-11-03,319股获券商买入评级，星期六目标涨幅达58.55%,Wind
1173,2020-11-03,中国铁建参建广东惠清高速公路通车－国务院国有资产监督管理委员会,国资委
1174,2020-11-02,中国铁建：房建订单大幅增加，费用率持续下降【天风建筑唐笑团队】,笑谈建筑
1175,2020-11-02,中国铁建(601186)：Q3营收高增订单强劲 低估值具备吸引力,新浪
1176,2020-11-02,中国铁建：2020年1-9月累计新增借款占2019年末净资产的21.65% 大额借贷担保,Wind
1177,2020-11-02,中国铁建前三季度订单营收快速增长 经营性现金流边际明显改善,上证报
1178,2020-11-02,交银国际：中国铁建维持买入评级 目标价降至6.33港元,新浪
1179,2020-11-02,【华创建筑建材】中国铁建2020年三季报点评：营业收入加速恢复，新签合同逆势增长,华创建筑建材研究
1180,2020-11-01,【太平洋建筑】防灾备灾重要性提升，减隔震行业价值凸显 ——周观点1031,太平洋建筑研究
1181,2020-11-01,【中泰交运建筑】中国铁建三季报点评：三季报符合预期，全年目标有望兑现,东兴证券研究所
1182,2020-10-31,上市公司正负面新闻2020年10月31日星期六,Wind
1183,2020-10-30,中国铁建(01186-HK)首三季归属股东净利约148.79亿元,财华社
1184,2020-10-30,中国铁建(601186.SH)：前三季净同比增1.3%至148.79亿元,格隆汇
1185,2020-10-30,中国铁建：前三季度归属股东净利润148.79亿元 同比增1.3%,中国网
1186,2020-10-30,中国铁建：前三季度净利润同比增长1.3%,Wind
1187,2020-10-29,中国铁建(01186)近期中标9个重大项目 涉资887.82亿元,智通财经
1188,2020-10-29,中国铁建：近期中标887.82亿元重大项目,Wind
1189,2020-10-29,中国铁建：近期中标887.82亿元重大项目,e公司
1190,2020-10-29,中国铁建：近期公司中标金额合计887.82亿元,格隆汇
1191,2020-10-29,建筑装饰周观点：中国建筑拟实施巨额回购 绿色建筑政策持续加码,新浪
1192,2020-10-28,好莱客(603898)：与湖北千川正式签署股权转让协议 加速开拓工程渠道 资产异常,新浪
1193,2020-10-28,中国铁建：下属公司联合体237亿中标保定城中村连片开发ABO项目,观点地产网
1194,2020-10-28,中国铁建：237亿元中标保定城中村连片开发ABO项目,中国网
1195,2020-10-28,中国铁建(01186.HK)联合体中标保定主城区城中村连片开发ABO项目(三标段),格隆汇
1196,2020-10-27,中国铁建签约秘鲁阿普里马克公路项目－国务院国有资产监督管理委员会,国资委
1197,2020-10-27,资色·公告丨中国铁建前三季度房地产签约销售额近600亿元 同比微降 盈利能力下降,和讯
1198,2020-10-27,港股盘前必读：蚂蚁集团H股发行价为80港元/股发售时间为10月27日至30日,Wind
1199,2020-10-27,【安信建筑】行业周报1101：Q3建筑营收业绩显著改善，基金重仓配置比例提升,勇往直前
1200,2020-10-27,中国铁建股份有限公司 2020年第三季度主要经营数据公告,证券时报
1201,2020-10-26,中国铁建(01186.HK)前三季度新签合同额1.39万亿元同比增长24.69%,格隆汇
1202,2020-10-26,中国铁建前三季度房地产开发新签合同额598亿,观点地产网
1203,2020-10-26,中国铁建(01186)前9月新签合同额13906.018亿元 同比增24.69%,智通财经
1204,2020-10-26,中国铁建：前三季度房地产板块签约销售额598.724亿元,中金在线
1205,2020-10-26,中国铁建：成功发行30亿元中期票据 票面利率4.42%,证券之星
1206,2020-10-26,中国铁建：三季度签约销售279亿元 同比减少1.81% 盈利能力下降,乐居财经
1207,2020-10-26,建筑行业第194期周报：装配式钢结构EPC增速将最快 基建央企订单延续高增长,新浪
1208,2020-10-25,【华创建筑建材】建筑行业周观点：9月投资数据有所降温，仅地产投资小幅提速,华创建筑建材研究
1209,2020-10-23,【异动股】中国铁建(01186-HK)涨6.76%,财华社
1210,2020-10-23,港股异动 | 基建股普涨 中国铁建(1186.HK)涨超5%,格隆汇
1211,2020-10-22,中国铁建(01186)将于10月29日支付2019年可续期公司债券(第一期)的利息,智通财经
1212,2020-10-21,中国铁建：中标云南省高速公路“互联互通”项目,Wind
1213,2020-10-21,中国铁建：中标云南省高速公路“互联互通”项目,e公司
1214,2020-10-21,中国短期融资券及中期票据信用分析周报,新浪
1215,2020-10-20,中国铁建拟发行30亿元中期票据 利率未定,观点地产网
1216,2020-10-20,108.37亿！中国铁建再拿浙江综合开发项目－国务院国有资产监督管理委员会,国资委
1217,2020-10-20,中铁建国际工程咨询有限公司揭牌成立,一带一路高参
1218,2020-10-19,汪建平获任中国铁建(01186)执行董事等职务,智通财经
1219,2020-10-19,中国铁建正式选举汪建平为董事长 曾任中国能建董事长,乐居财经
1220,2020-10-19,中国铁建：选举汪建平为公司董事长,中国网
1221,2020-10-19,中国铁建(01186.HK)选举汪建平为董事长,格隆汇
1222,2020-10-19,中国铁建下属企业编数据偷公章伪造检测报告被处罚 欺诈造假,中国经营报
1223,2020-10-18,【华创建筑建材】建筑行业周观点：基建链和装配式产业链保持高景气，继续推荐装配式产业链,华创建筑建材研究
1224,2020-10-18,【太平洋建筑】社融信贷均乐观，重视减隔震板块投资机会 ——周观点1017,太平洋建筑研究
1225,2020-10-16,建筑行业2020年10月投资策略：关注三季报行情 推荐低估值央企,新浪
1226,2020-10-16,中铁建牵头中标丽水灯塔综合开发项目 总投资108.37亿、面积543亩,观点地产网
1227,2020-10-15,中国铁建(01186.HK)将于10月30日举行董事会会议以审批前三季度业绩,格隆汇
1228,2020-10-15,中国铁建承建安哥拉马兰热省卡布迪公路竣工－国务院国有资产监督管理委员会,国资委
1229,2020-10-14,【权益变动】中国铁建(01186-HK)被社保基金减持322.9万股 减持股份,财华社
1230,2020-10-14,建筑装饰行业2020年三季度业绩前瞻：钢结构延续高景气度 基建龙头集中度提升愈加明显,新浪
1231,2020-10-14,智通港股通占比异动统计|10月14日,智通财经
1232,2020-10-13,中国铁建下属企业编数据偷公章 伪造检测报告被处罚 欺诈造假,中国经营网
1233,2020-10-13,苏博特(603916)：行业集中度提升＋产能释放 创新减水剂龙头加速成长,新浪
