,2021-12-31,北新建材董事长王兵：建议房地产产业链成为实现“双碳”目标的主战场,每日经济新闻
2000,2018-02-05,【建材】2月继续重视水泥、玻璃等周期龙头公司,天风研究
2001,2018-02-03,【华泰建筑建材鲍荣富】周观点20180203：继续配置大建筑及强周期水泥玻璃,华泰建筑建材研究
2002,2018-02-01,2月1日A股龙虎榜揭秘，机构净卖出7股,--
2003,2018-02-01,业绩提振 北新建材获机构青睐,每日经济新闻
2004,2018-02-01,龙虎榜揭秘：敢死队大肆抢筹3股抛售4股 机构抛售1股,证券之星
2005,2018-02-01,龙虎榜| 调整走势不改 机构观望情绪升温,金融投资报
2006,2018-02-01,机构买入这3股 抛售星云股份8634万元,第一财经
2007,2018-02-01,机构席位抛售星云股份，北新建材现多空分歧,Wind
2008,2018-02-01,北新建材龙虎榜数据(2月1日),Wind资讯
2009,2018-02-01,巨丰资金流向：两市大幅调整引发多股闪崩 大金融成避风港,巨丰财经
2010,2018-02-01,[增持评级]建材行业跟踪报告：继续看好水泥、玻璃、玻纤龙头,中财网
2011,2018-02-01,机构、股东、高管争相买入这些业绩暴增股,证券时报网
2012,2018-02-01,建材行业17年报业绩前瞻及2月投资策略：行业盈利持续提升，暖春行情有望提前开启,国信研究
2013,2018-02-01,中泰证券2月重点推荐标的,微信
2014,2018-02-01,【方正策略】业绩预告追踪：超预期、低估值（0201）,策略研究
2015,2018-01-29,建筑建材行业：大建筑风起云扬 行业预期正改善,金融界
2016,2018-01-29,机构调研聚焦年报预增公司，两家公司均接待46家机构调研,Wind
2017,2018-01-26,北新建材：工业副产石膏供给充足 国内石膏板发展存在较大差距,财富动力网
2018,2018-01-26,券商首次关注6股并给予买入评级(1月26日),Wind
2019,2018-01-26,【方正策略】估值“低地”守抱成长“高地”（0126）,策略研究
2020,2018-01-25,建材行业2017四季度基金持仓分析——建材持仓占比提升，更加聚焦龙头（国君建材 鲍雁辛 黄涛）20180125,鲍大侠之建材
2021,2018-01-25,北新建材：有望迎戴维斯双击 买入评级,联讯证券
2022,2018-01-25,"北新建材深度报告:行业高景气叠加产能释放周期,有望迎戴维斯双击",联讯证券
2023,2018-01-24,上午尾盘资金最青睐个股揭秘,证券时报网
2024,2018-01-24,北新建材：石膏板市场需求进一步增加 错峰生产影响几何,财富动力网
2025,2018-01-24,北新建材财年净利大增95%至22.84亿,中国建材传媒网
2026,2018-01-24,国资委重磅动作助力央企改革 基金锁定19只概念股,证券日报
2027,2018-01-23,2018开门红 北新建材荣获“制造业单项冠军示范企业”,新华网
2028,2018-01-23,1月23日传闻即将涨停个股,证券之星
2029,2018-01-22,晚间重要公告2018年1月22日星期一,--
2030,2018-01-22,北新建材：上调2017年业绩预期 四季度销售好于预期,e公司
2031,2018-01-22,北新建材：上修年报业绩预告,Wind
2032,2018-01-22,非金属类建材行业:水泥玻璃将迎来春季行情,国金证券
2033,2018-01-22,【晨会聚焦】资本市场如何看银行这波行情,中泰证券研究所
2034,2018-01-22,【建材】张琰：“存量时代”，吹尽狂沙始到金-建筑材料行业2018年度策略-20180121,中泰证券研究所
2035,2018-01-21,建材：吹尽狂沙始到金 荐5股,中泰证券
2036,2018-01-19,【晨会聚焦】经济短期回暖,中泰证券研究所
2037,2018-01-19,【建材】黄诗涛：看好水泥，警惕供应短缺的风险-20180118,中泰证券研究所
2038,2018-01-18,建材：警惕供应短缺的风险 荐12股,中泰证券
2039,2018-01-15,建筑材料行业跟踪：淡季降价不改中期趋势,中财网
2040,2018-01-15,[增持评级]建筑材料行业周报：华东水泥景气具有足够韧性和向上弹性,中财网
2041,2018-01-15,华泰建筑建材行业周报：估值低位重推房建/化建/水泥龙头,中财网
2042,2018-01-15,非金属类建材行业研究周报：水泥玻璃将迎来春季行情长期看好玻纤行业成长性,中财网
2043,2018-01-12,北新建材：1月11日融资余额为8.83亿元，较前一日骤降5.45%,Wind资讯
2044,2018-01-12,【华泰电话会议纪要】风起通胀，渐显宝藏！宏观策略联席七大行业,华泰证券研究所
2045,2018-01-11,A股孕育着三大利好！ 天量资金涌入10只个股,中证报
2046,2018-01-11,“九阳神功”修成之后将何去何从？注意周末央行一操作,中财网
2047,2018-01-11,[增持评级]建材行业跟踪报告：淡季基本面相对强韧 继续看好水泥、玻璃、玻纤龙头,中财网
2048,2018-01-11,沪指九连阳点燃做多热情 资金大单涌入10只个股,投资快报
2049,2018-01-10,[增持评级]建材行业周观点：建材开年三步走行情渐入佳境,中财网
2050,2018-01-09,机构最近都在买这些股,证券时报
2051,2018-01-09,建筑材料行业跟踪：产能置换方法修订利于行业供给格局优化,中财网
2052,2018-01-08,[增持评级]建筑材料行业周报：多重利好引爆开年行情 继续推荐周期建材,中财网
2053,2018-01-08,建筑材料行业跟踪周报：行业迎来“戴维斯双击”,中财网
2054,2018-01-08,"建筑材料行业:周期延续高景气,持续关注优质龙头",中国网
2055,2018-01-08,水泥股集体拉升，海螺水泥等多股涨幅居前,Wind
2056,2018-01-08,建筑建材行业周报:积极看多家装/专业工程/水泥玻璃,中国网
2057,2018-01-08,大参考：十二部委共推煤企兼并重组 3股迎爆发契机,巨丰财经
2058,2018-01-08,【平安】北新建材*000786*18年外废进口配额大幅缩减，公司石膏板有望再次提价*推荐,平安研究
2059,2018-01-08,建材行业18年春季投资策略：今年花胜去年红,国信研究
2060,2018-01-08,A股新年首周开门红，三路资金抢筹初显机构布局大战略,Wind
2061,2018-01-06,大盘再度开启“炒地图”模式 雄安率先响应逾20股涨停,投资快报
2062,2018-01-05,巨丰早评：沪指将重新构筑震荡平台,巨丰财经
2063,2018-01-04,巨丰复盘：石化双雄大幅拉升 上海自由贸易港快速崛起,巨丰财经
2064,2018-01-04,巨丰收评：权重股轮番拉升 大盘反弹遇阻回落,巨丰财经
2065,2018-01-04,【月度投资组合】投资策略委员会洪亮继续谨慎选股至上——2018年1月份投资组合报告,中国银河证券研究
2066,2018-01-04,雄安概念股风光再现批量涨停资金热捧三板块,证券日报
2067,2018-01-03,雄安新区概念股气势如虹，新龙头谁最有戏？,证券时报
2068,2018-01-03,今日主力资金净流出前50只个股（1月3日）,金投网
2069,2018-01-03,今日散户最关注的前50只个股（1月3日）,金投网
2070,2018-01-03,沪指大涨近1% 三大利好来袭(附股),证券日报
2071,2018-01-03,巨丰早评：市场有望逐步转强,巨丰财经
2072,2018-01-03,三路资金助力A股喜迎开门红 逾35亿聪明资金进场扫货,证券日报
2073,2018-01-02,开门红就意味一马平川？由谁号令冲锋成关键！,金融界
2074,2018-01-02,机构扫货水泥股 深圳游资抢筹贵州燃气,证券时报
2075,2018-01-02,1月2日A股龙虎榜揭秘，机构最青睐4股,--
