,2021-12-31,煤炭坐上“过山车”：价格疯涨后企稳回落,中国经营网
1986,2018-08-06,周二沪深上市公司重大公告速递（2018.8.7）,证券之星
1987,2018-08-05,【长江证券电力公用|一周核心总结】吉林开征自备电厂交叉补贴，有望利好统调电厂利用小时提升,长江电力及公用事业
1988,2018-08-03,"国投电力消息:国投北疆4号机组投产,成长属性不断体现",申万宏源
1989,2018-08-03,“政策+业绩”优势提升电力板块热度 4股掘金,中财网
1990,2018-08-02,财融汇·个股研报精选,财通证券融资融券部
1991,2018-08-02,瀚蓝环境放量上涨,中证报
1992,2018-08-01,申万宏源：十大金股组合2018年第八期,申万宏源
1993,2018-08-01,申万宏源8月十大金股发布,申万宏源
1994,2018-08-01,电力行业日报：北京分两批降低一般工商业电价,中财网
1995,2018-07-31,高毅资产邓晓峰2产品重仓宏发股份 业绩低于预期跌停,新浪
1996,2018-07-31,川财证券：电力行业景气度持续向好 关注优质电力企业,e公司
1997,2018-07-31,电力行业日报：上半年江苏市场化交易电量同比增长40%,中财网
1998,2018-07-30,今日151只个股突破五日均线,证券时报
1999,2018-07-30,[强于大市评级]电力行业周报：第三批降电价措施落地 北方清洁取暖试点扩容,中财网
2000,2018-07-30,[增持评级]公用事业与环保行业周报：煤价持续走弱 继续推荐火电,中财网
2001,2018-07-30,今日盘中突破五日均线个股一览,证券时报网
2002,2018-07-30,【民生环保公用周观点】环保板块低配有望反转，煤价回落火电盈利修复,东单保保
2003,2018-07-30,电力行业周报：上半年行业利润增长 新能源补贴维持20年不变,中财网
2004,2018-07-29,电力：发改委再发文推动一般工商业电价降低 荐7股,川财证券
2005,2018-07-29,[买入评级]瀚蓝环境(600323)深度研究：国投电力战略入股 “瀚蓝模式”再度起航,中财网
2006,2018-07-27,发改委提进一步加快电力体制改革 四股可以关注,证券之星
2007,2018-07-27,财融汇·个股研报精选,财通证券融资融券部
2008,2018-07-27,那些布局光热发电项目开发的央企,中国能源网china5e
2009,2018-07-26,多部门力促电力市场化交易 逾2亿元大单抢筹8只电力股,金融界
2010,2018-07-26,央企重组下半年聚焦五大领域 金融业务重组受国资委重视,华夏时报
2011,2018-07-26,电力行业爆发 银星能源、西昌电力涨停,金融界
2012,2018-07-26,中金晨报：预计上半年火电板块净利润同比增长9%-185%,e公司
2013,2018-07-26,[推荐评级]电力行业月报：火电业绩反弹叠加定价权提升 行情仍望继续,中财网
2014,2018-07-25,电力环保行业动态点评：行业景气度向好 市场化交易促优胜劣汰,中财网
2015,2018-07-25,1H18火电业绩预览：整体盈利复苏确定性高,中财网
2016,2018-07-24,[增持评级]2018年基金二季报公用事业持仓分析：公用事业持仓企稳回升 环保持仓降至冰点,中财网
2017,2018-07-24,国投：推动电力板块整体上市 打造水电大蓝筹,北极星电力
2018,2018-07-24,国投进军光热发电领域,国资委
2019,2018-07-24,[买入评级]公用事业行业动态：电力板块防御性凸显 长期火电有望回归公用事业,中财网
2020,2018-07-24,【主题研究】电力、新能源行业观点聚焦：论电力需求强劲增长可持续性之“五问五答”,中财网
2021,2018-07-24,【长江证券电力公用|一周核心总结】两部委再推市场化，拟通过先行先试，理顺和打通电力及其上下游行业的价格市场化形成机制,长江电力及公用事业
2022,2018-07-23,【国君公用-日报】国家电网印发2018年光伏发电政策通知 各级电网为新能源并网做好工作,国君公用周妍之每日资讯
2023,2018-07-23,[增持评级]公用事业行业动态点评：电力市场化交易改革大步前进 电价未必会降,中财网
2024,2018-07-23,6月电力数据：发电量同比增加6.7% 光伏6月新增10.6GW,中财网
2025,2018-07-20,中国上市公司协会联合沪深交易所发布A股上市公司现金分红榜单,中上协
2026,2018-07-20,燃气板块表现抢眼 重庆燃气领衔多只个股跟涨,中财网
2027,2018-07-20,电力股已从防御品种变身进攻品种,阿尔法工场
2028,2018-07-20,清洁能源板块高景气度望延续 机构扎堆看好2只潜力股,证券日报
2029,2018-07-19,【华创环保公用】行业快评：电力定价权提升，火电资产向优发展,V蓝环保观察
2030,2018-07-19,央企重组下半年聚焦五大领域 金融业务重组受国资委重视,华夏时报
2031,2018-07-19,[增持评级]公用事业行业深度研究：“电荒”往事-兼议目前电力股投资机会,中财网
2032,2018-07-19,[增持评级]《关于积极推进电力市场化交易 进一步完善交易机制的通知》点评(公用事业行业)：美丽新世界,中财网
2033,2018-07-19,需求旺季下电力板块集体走强,大众证券报
2034,2018-07-19,大参考：发改委积极推进电力市场化交易 相关概念股受关注,巨丰财经
2035,2018-07-19,【申万公用环保】扩大市场化交易，保障清洁能源消纳----“关于积极推进电力市场化交易，进一步完善交易机制的通知”点评,申万环保公用
2036,2018-07-19,电力、新能源行业热点速评：进一步开放电力市场 促进消纳 理顺价格机制,中财网
2037,2018-07-19,巨丰热点前瞻：弱势行情下市场继续呈现结构性机会,巨丰财经
2038,2018-07-18,电力板块异军突起 电字科股票量价齐升,和讯
2039,2018-07-18,[看好评级]公用事业行业2018年下半年投资策略：优质电力资产价值有望重估 天然气大市场启动在即,中财网
2040,2018-07-17,能源电力行业今日要闻一览（7月17日）,Ofweek
2041,2018-07-17,[看好评级]环保公用行业(含新三板)周报：统计口径变化不改6月用电高增速 新一轮央企去杠杆或推动资产证券化,中财网
2042,2018-07-16,国投电力上半年风电发电量10.27亿千瓦时 同比增长44.74%,北极星电力
2043,2018-07-16,[强于大市评级]电力行业周报：能源局发布6月用电量数据 中报业绩预告陆续公布,中财网
2044,2018-07-16,光大证券：忽略短期煤价波动及电量波动 增加电力行业配置,e公司
2045,2018-07-16,财融汇·个股研报精选,财通证券融资融券部
2046,2018-07-16,电力、新能源行业动态：6月份全社会用电量同比增长8.0% 继续高增速表现,中财网
2047,2018-07-16,[增持评级]公用事业与环保行业周报：动力煤价旺季不旺 火电、水电皆遇良机,中财网
2048,2018-07-16,公用环保：用电量增速略有回落 动力煤价旺季不旺,金融界
2049,2018-07-16,"电力行业2018年中报前瞻:过半公司业绩预喜,行业趋势向好",平安证券
2050,2018-07-13,国投电力二季度主要经营数据出炉：累计完成发电量315.65亿千瓦时,北极星电力
2051,2018-07-13,[买入评级]瀚蓝环境(600323)深度研究：深度整合南海区产业 稳步推进全国布局,中财网
2052,2018-07-13,[推荐评级]国投电力(600886)业绩预览：电力供需带动基本面恢复 上半年盈利有望同比增长31%,中财网
2053,2018-07-12,国投电力：发电量及电价均呈增长态势,e公司
2054,2018-07-11,[看好评级]环保公用行业(含新三板)周报：电力行业供需格局扭转 环保运营发力收入建设承压,中财网
2055,2018-07-11,电力、新能源行业2018下半年展望：供需改善推动行业复苏,中财网
2056,2018-07-10,[买入评级]瀚蓝环境(600323)首次覆盖：有质量的成长遇见低估值,中财网
2057,2018-07-10,研报精选：有质量的成长遇见低估值 引领业绩长红,和讯
2058,2018-07-10,[增持评级]公用事业与环保行业周报：“替代效应”逻辑验证 再次强调火电配置价值,中财网
2059,2018-07-10,财融汇·个股研报精选,财通证券融资融券部
2060,2018-07-09,【安信环保公用邵琳琳团队】周报0708：把握现金流+防御两个维度，聚焦环卫运营+高分红水电+火电盈利改善,微信
2061,2018-07-09,【申万公用环保】公用事业重点公司2018年中报业绩前瞻：电力供需扭转利好清洁能源 看好天然气行业性机遇,申万环保公用
2062,2018-07-09,【申万公用环保】公用事业行业2018年下半年策略----优质电力资产价值有望重估 天然气大市场启动在即,申万环保公用
2063,2018-07-09,电力行业周报:蓝天保卫战行动计划、绿色发展价格机制相继出台压,平安证券
2064,2018-07-06,A股大跌催生回购增持潮 上市公司掷800亿进场护盘,深圳商报
2065,2018-07-06,国投电力跌1.67%，创近1个月新低，报7.08元,腾讯网
2066,2018-07-06,电力环保行业月报：用电量增速超预期 关注火电业绩改善,中财网
2067,2018-07-05,A股公司全力护盘：年内回购已超140亿，近900家获增持,Wind
2068,2018-07-05,财融汇·个股研报精选,财通证券融资融券部
2069,2018-07-05,美的“惊天”大动作！40亿回购今年最牛 A股半年回购增持已超800亿！,中国基金报
2070,2018-07-03,十年涨幅超十倍股现调整 资金大量流入多股上涨,证券时报
2071,2018-07-03,电力行业热点速评：发改委完善用电价格机制 利好电力公用事业,中财网
2072,2018-07-02,煤价上涨借用担保致国投电力连续三年整体业绩下滑,电缆网
2073,2018-07-02,[强于大市评级]电力行业周报：发改委发文保障煤电油气运 EPR、AP1000接连并网,中财网
2074,2018-07-02,[买入评级]公用事业行业动态分析：区域来水丰枯不均 核电重启再迎发展机遇,中财网
2075,2018-07-02,[增持评级]电力行业2018年5月月报：电力需求高速增长 重视电力板块配置价值,中财网
2076,2018-07-01,【长江证券电力公用|一周核心总结】“迎峰度夏”再推煤炭产能释放加速，火电燃料成本压力有望减轻,长江电力及公用事业
2077,2018-06-30,火电板块大面积亏损 国投电力拟70亿加码水电,中国经营报
2078,2018-06-30,"103股获机构调高至""买入""评级 三维度筛出14只绩优股",证券日报
2079,2018-06-29,产业资本频现增持稳股价 上半年十大“增持王”出炉,投资快报
2080,2018-06-28,上半年产业资本增持榜单出炉 5家公司均获逾10亿增持,证券日报
2081,2018-06-28,财融汇·个股研报精选,财通证券融资融券部
2082,2018-06-26,电力行业周报：5月用电量增11.4% 水火核利用小时均增长,中财网
2083,2018-06-26,[中性评级]公用事业行业研究周报：电力板块配置价值突出 环保继续推荐瀚蓝环境,中财网
2084,2018-06-26,天津北疆项目3号机组圆满完成168小时试运行,中国电力建设集团
2085,2018-06-26,[看好评级]环保公用行业(含新三板)周报：5月用电增速破两位 海阳核电1号装料获核准,中财网
2086,2018-06-25,国投北疆二期3号机组通过168试运行,北极星电力
2087,2018-06-25,[增持评级]国家能源局发布1-5月电力数据点评：5月用电量增速创新高 火电利用小时数大幅提升,中财网
2088,2018-06-25,雅砻江：稳定+增长；火电提弹性,华泰证券
2089,2018-06-25,【国君公用|行业点评】5月用电量增速创新高，火电利用小时数大幅提升——国家能源局发布1-5月电力数据点评,妍姐电报
2090,2018-06-25,"电力行业周报:5月统计数据公布完毕,ap1000双机同日报喜",平安证券
2091,2018-06-23,重点关注：福建省发布《关于降低一般工商业电价有关事项的通知》，拟进一步降低一般工商业电价每千瓦时0.0183元,长江电力及公用事业
2092,2018-06-22,国投电力国投北疆二期3号机组投产,金融界
2093,2018-06-21,融资客青睐12股，皖江物流买入占比高达41.98％,Wind
2094,2018-06-21,17股获券商买入评级 滨江集团目标涨幅达70.87%,Wind
2095,2018-06-21,"公用事业行业周报:国务院部署蓝天保卫战,电、气数据表现良好",西南证券
2096,2018-06-20,券商看市：逢低关注和吸纳优质品种,中证网
2097,2018-06-20,股东增持力度加大，助力民盛金科深耕普惠金融,投资者报
2098,2018-06-20,【平安】行业半年度策略报告*电力*大胆布局核电重启，谨慎博弈火电反弹*强于大市,平安研究
2099,2018-06-20,华谊兄弟实控人拟掷1亿元增持,深圳商报
2100,2018-06-20,平安证券：大胆布局核电重启 谨慎博弈火电反弹,中证网
2101,2018-06-20,"公用事业与环保行业周报:避险寻找确定性溢价,加征关税天然气在列",光大证券
2102,2018-06-19,【申万公用环保】国投电力（600886）点评报告：国投北疆4号机组投产，成长属性不断体现,申万环保公用
2103,2018-06-15,数据揭示三行业投资价值 30只个股获逾10亿资金布局,证券日报
2104,2018-06-14,[看好评级]环保公用行业(含新三板)周报：电力中长期供需格局改善开启 4月天然气数据继续亮眼,中财网
2105,2018-06-13,137只股短线走稳 站上五日均线,证券时报
2106,2018-06-12,川投能源具备多分红条件,证券市场周刊
2107,2018-06-09,国投电力：2017年年度股东大会决议公告,上交所
2108,2018-06-08,主营业务频频降价 运营商面临激烈竞争,中国电子报
2109,2018-06-07,[增持评级]公用事业行业2018年下半年投资策略：“至暗时刻”已过 改革再添亮点,中财网
2110,2018-06-07,[看好评级]环保公用行业(含新三板)周报：中长期电力供需改善已开启 继续推荐优质清洁能源资产,中财网
2111,2018-06-07,议：三垒股份收购美吉姆方案交流,中信证券研究
2112,2018-06-06,国投浦北龙门风电场投产发电,北极星电力
2113,2018-06-06,杨灵修，秦培景，联系人：徐广鸿，裘翔,中信证券研究
2114,2018-06-06,大股东启动增持模式 买得最多的10只股出炉,投资快报
2115,2018-06-06,【国金策略】CDR“独角兽”公募基金发行与资金面关系——资金周度监测113期（魏雪/李立峰等）,策略李立峰与行业配置笔记
2116,2018-06-05,A股处于“反复磨底”阶段 这些个股获大手笔增持,证券时报网
2117,2018-06-04,【海通策略】5月减持额和6月解禁额均上升（荀玉根、李影）,股市荀策
2118,2018-06-04,[增持评级]公用事业行业周报：火电配置价值凸显 光伏补贴再退坡,中财网
2119,2018-06-04,公用事业行业周报：环保督察“回头看” 电力行业利润改善明显,中财网
2120,2018-06-04,[增持评级]公用事业与环保行业周报：忽略煤价短期波动 增配火电,中财网
2121,2018-06-04,"电力行业周报:南网负荷创出新高,三部委发布光伏新政",平安证券
2122,2018-06-03,福瑞股份拟发行股份购入6.2亿新药资产 国投系蛰伏多年将入主,每日经济新闻
2123,2018-06-01,【公用事业】电荒有多远,中信证券研究
2124,2018-05-30,火电行业专题报告：煤价有望高位回落 板块估值较低,中财网
2125,2018-05-30,[看好评级]优质电力资产系列报告：电力供需格局扭转 优质资产价值有望重估,中财网
2126,2018-05-30,5月30日券商晨会研报汇编,证券日报
2127,2018-05-30,医药股行情“生变” 行情是否会告一段落,中证网
2128,2018-05-30,“吃药行情”突然“药停了” 机构称估值透支是导火索,证券时报
2129,2018-05-29,最后40分钟，医药股集体开砸，这只白马股罕见跌停，机构这么看,和讯
2130,2018-05-29,煤价回落 煤炭火电跷跷板效应明显,中证报
2131,2018-05-29,"公用事业与环保行业周报:居民燃气气价理顺,环保执法持续升温",光大证券
2132,2018-05-28,电话会议：宏发股份（600885）投资价值分析报告—淡能致远，历久弥香,中信证券研究
2133,2018-05-28,【国君公用周妍|行业周报】星火正燎原，持续推火电—公用事业行业周报（2018.5.21-2018.5.25）,妍姐电报
2134,2018-05-28,重要股东增持表明发展信心 东阿阿胶或增值,经济导报
2135,2018-05-28,"电力行业周报:两部委公布煤炭市场举报方式,两机组同日一加冕一并网",平安证券
2136,2018-05-28,"公用事业行业周报:风电竞价上网,居民用气门站价格接轨非居民",西南证券
2137,2018-05-26,中信证券·亮马组合（6月上）,中信证券研究
2138,2018-05-25,券商看市：短期大盘或震荡反复,中证网
2139,2018-05-25,今日236只个股突破五日均线,证券时报
2140,2018-05-25,中电联节能环保分会就燃煤电厂超低排放相关问题与电力企业座谈,北极星电力
2141,2018-05-25,[买入评级]公用事业行业动态：用电需求高增长 政策力控煤价回归绿色区间,中财网
2142,2018-05-25,【申万公用环保】电力行业深度报告：电力供需格局扭转优质资产价值有望重估,申万环保公用
2143,2018-05-25,现场会议：中信证券 “海外市场配置”主题沙龙（北京场）,中信证券研究
2144,2018-05-25,"电力行业周报:4月发用电量重回高增长,发改委要求煤价回归合理区间",平安证券
2145,2018-05-24,PPP清库结束情绪好转火电价值提升 4股步入牛途,证券之星
2146,2018-05-24,煤价下跌增厚业绩 关注火电板块后市机会,中证网
2147,2018-05-24,[增持评级]中电联公布1-4月电力工业运行简况点评：4月用电需求延续高增长态势 火电、风电利用小时持续回升,中财网
2148,2018-05-24,国投电力：5月23日融资余额为24.9亿元，较前一日骤增5.98%,Wind资讯
2149,2018-05-24,动力煤价格越过570元政策红线 高温“保供战”提前打响,21世纪经济报道
2150,2018-05-24,动力煤期价回落提高火电业绩预期 3亿资金抢筹6股,证券日报
2151,2018-05-24,【国君公用周妍|行业点评】4月用电需求延续高增长态势，火电、风电利用小时持续回升——中电联公布1-4月电力工业运行简况点评,妍姐电报
2152,2018-05-23,沪深两市上演“撤资”潮 罗牛山逆势猛跑,和讯
2153,2018-05-23,举牌资金尝试“新玩法” 四股“如鱼得水”,中证报
2154,2018-05-23,【异动股】电力板块强势拉升 嘉泽新能(601619-CN)涨停,财华社
2155,2018-05-23,产业逻辑清晰，举牌资金尝试“新玩法”,中证报
2156,2018-05-23,产业逻辑清晰 举牌资金尝试“新玩法”,中证报
2157,2018-05-22,[增持评级]公用事业行业周报：发改委九措施促煤价下降 四月用电量同比增长7.8%,中财网
2158,2018-05-21,【国君公用周妍|行业周报】发改委九措施促煤价下降，四月用电量同比增长7.8%（2018.5.14-2018.5.18）,妍姐电报
2159,2018-05-21,今日开盘前 这些上市公司消息先知道,中财网
2160,2018-05-20,【长江证券电力公用|行业点评】4月电力数据点评：用电需求再回增长节奏，发电空间扩展火电受益显著,长江电力及公用事业
2161,2018-05-18,川投能源：拟发行不超40亿可转债 增资雅砻江水电,e公司
2162,2018-05-18,一周核准、中标、开工等风电项目汇总(5.14-5.20),北极星电力
2163,2018-05-16,低估值成香饽饽!进可攻退可守，举牌打开资本运作空间,--
2164,2018-05-16,国投白银风电签署陕西延安400MW新能源项目开发协议,北极星电力
2165,2018-05-15,两月内两次被举牌 国投电力成行业“香饽饽”,证券日报
2166,2018-05-15,"电力行业周报:能源局发文促进发电权交易,田湾核电捷报频传",平安证券
2167,2018-05-14,【国君公用周妍|公司深度】川投能源（600674）：积极发展清洁能源，价值洼地投资正当时,妍姐电报
2168,2018-05-14,【国君公用周妍|行业周报】动力煤价涨幅缩窄，能源局发文促进发电权交易 —公用事业行业周报（2018.5.7-2018.5.11）,妍姐电报
2169,2018-05-14,【中证盘前播报】或现转机！特朗普发推逆转中兴禁令；瀚叶股份38亿买981个微信公众号，收问询函；新光药业股东逢高减持,中证报
2170,2018-05-14,[增持评级]公用事业行业周报：动力煤价涨幅缩窄 能源局发文促进发电权交易,中财网
2171,2018-05-14,公用事业与环保行业周报：国投电力获重阳系增持 环保板块政策加码资金为王,中财网
2172,2018-05-14,【个股公告】今日公布重磅利好,金元证券指定乾坤
2173,2018-05-14,【长江证券电力公用|一周核心总结】电力降成本聚焦电网让利，有望持续促进电力需求增长,长江电力及公用事业
2174,2018-05-11,沪深上市公司18年5月11日晚间上市公司重要公告,全景网
2175,2018-05-11,公告精选：国投电力获重阳投资举牌；南风股份董事长冒用公司名义借款,e公司
2176,2018-05-11,A股头条之上市公司公告精选（5.12）,金融界
2177,2018-05-11,重阳系买买买！举牌国投电力，还重仓持有这些股票！两大行业成投资重点,和讯
2178,2018-05-11,下周两市重要公告抢先看！,金融界
2179,2018-05-11,公告精选：“抖音概念股”暴涨后集体澄清；南风股份董事长冒用公司名义借款,e公司
2180,2018-05-11,国投电力：获重阳投资举牌，持股达5%,Wind
2181,2018-05-11,国投电力：获重阳投资举牌 持股比例5%,e公司
2182,2018-05-10,广东印发《广东省打赢蓝天保卫战2018年工作方案》,公用环保郭丽丽团队
2183,2018-05-10,[买入评级]长江电力(600900)年报点评：净利增长7% 发电量创历史新高,中财网
2184,2018-05-09,[增持评级]公用事业行业2017年年报&2018年一季报回顾：火电拐点确立 水电盈利稳定,中财网
2185,2018-05-09,MSCI半年度指数调整在即 潜在成分股机会与风险共存,广州日报
2186,2018-05-09,"长江电力:四库联调助发电量创新高,业务结构多元化发展",信达证券
2187,2018-05-08,中财独家:蓝筹异动 MSCI行情会否启动？十机构预测,中财网
2188,2018-05-08,[增持评级]国投电力(600886)一季报点评：燃料成本上涨较快 一季度盈利小幅增长,中财网
2189,2018-05-08,"公用事业行业周报:生态环境部通报大气治理情况,考核严格",西南证券
2190,2018-05-08,"长江电力:来水偏丰驱动发电量提升,投资收益增厚公司年报业绩",申万宏源
2191,2018-05-07,[强于大市评级]电力行业周报：三门1号获批装料 《清洁能源消纳行动计划》征求意见,中财网
2192,2018-05-07,国投电力李洁因工作调整辞去职工监事职务,北极星电力
2193,2018-05-04,国投电力龙虎榜数据（5月4日）,Wind资讯
2194,2018-05-04,国投电力控股股份有限公司,证券日报
2195,2018-05-04,"公用事业17年报&18年一季报业绩回顾暨2018年投资策略:高分红水电配置价值突出,核电重启带来板块性机会",申万宏源
2196,2018-05-03,重点关注：云南省物价局转发《国家发改委关于降低一般工商业电价文件的通知》，并拟降低云南一般工商业目录销售电价和输配电价,长江电力及公用事业
2197,2018-05-02,公私募持仓浮出水面 标的兼具三大投资逻辑,天天基金网
2198,2018-05-02,私募大佬最新重仓股大曝光！王亚伟、成泉资本都在这,中国基金报
2199,2018-05-02,2017年多家上市公司“炒股”青睐同行,中证报
2200,2018-05-02,402家公司有证券投资 “炒股”成业绩“双刃剑”,中证报
2201,2018-05-01,私募大佬最新重仓股大曝光！王亚伟、成泉资本都在这,中国基金报
2202,2018-04-28,国投电力控股股份有限公司2018年第一季度报告正文,证券日报
2203,2018-04-27,国投电力：一季度净利润同比增6.37%,Wind
2204,2018-04-26,融资客逆市买入45只个股 计算机与电子类成最爱,证券日报
2205,2018-04-24,风力发电上市公司有哪些？风力发电概念股一览,财富动力网
2206,2018-04-24,[买入评级]公用事业行业动态：煤价下行趋势延续 关注新能源配额制落地,中财网
2207,2018-04-23,[增持评级]瀚蓝环境(600323)事件点评：引入央企战略投资者 助力“大固废”格局,中财网
2208,2018-04-22,[推荐评级]瀚蓝环境(600323)动态点评：创冠香港减持完毕 瀚蓝环境估值存在上修预期,中财网
2209,2018-04-21,国投电力一季度风电发电量同比增长65.26%,Ofweek
2210,2018-04-20,第三批混改名单呼之欲出，强强联合、卖壳齐头并进,--
2211,2018-04-20,券商看市：关注电力板块和互联网医疗,金融界
2212,2018-04-20,国投电力一季度主要经营数据出炉：累计完成发电量335.88亿千瓦时,北极星电力
2213,2018-04-20,平安证券：用电侧降价措施接连出台 发电侧价稳量增,中证网
2214,2018-04-20,4月20日券商晨会研报汇编,证券日报
2215,2018-04-20,电力、新能源行业热点速评：输电环节降价助力实现一般工商业电价下降10%的目标,中财网
2216,2018-04-19,[强于大市评级]电力行业快评：用电侧降价措施接连出台 发电侧价稳量增,中财网
2217,2018-04-19,[审慎增持评级]瀚蓝环境(600323)点评：创冠减持靴子落地 优质运营资产获国投青睐,中财网
2218,2018-04-19,[推荐评级]瀚蓝环境(600323)公司动态：引入战略投资者 短期股价滞涨因素消除,中财网
2219,2018-04-19,瀚蓝环境：股东创冠香港签署股份转让协议暨权益变动,金融界
2220,2018-04-19,国投电力将受让股权 成为瀚蓝环境第三大股东,腾讯网
2221,2018-04-18,【国君环保徐强】今日环保-创冠香港协议转让所持瀚蓝环境全部8.6%股权予国投电力,国君环保徐强之环保资讯
2222,2018-04-18,中金网0418晚间公告汇总：杉杉股份一季报预增66%-90%,中金网
2223,2018-04-18,18日晚公告精选丨中兴通讯延期披露一季报，继续停牌,21世纪经济报道
2224,2018-04-18,瀚蓝环境：国投电力受让公司8.615%股权,e公司
2225,2018-04-16,2018风电行业调研：限电好转方向可见 新技术新模式有待认可,中财网
2226,2018-04-13,明星私募调仓路径曝光：王亚伟舍大连热电 赵军进梦百合,中财网
2227,2018-04-13,公用事业周报:污染防治攻坚战明确7大战役,西南证券
2228,2018-04-10,2020年要并网5GW 利好海上风电 概念股聚焦,证券之星
2229,2018-04-10,国投电力：2017营业收入同比提高 8.11 %,Ofweek
2230,2018-04-09,[增持评级]公用事业与环保行业周报：PPP清库结束情绪好转 火电配置价值提升,中财网
2231,2018-04-09,[强于大市评级]电力行业周报：发改委公布一季度全国发电量调度快报数据,中财网
2232,2018-04-09,聚焦 | 国投电力：2017年业绩疲软 净利润32.32亿元同比降低17.47%,北极星电力
2233,2018-04-09,国投电力：2017年净利润32.32亿元 已投产控股风电装机98.6万千瓦,北极星电力
2234,2018-04-09,两融余额温和回暖 成长股最受青睐,金融界
2235,2018-04-05,钢铁等四行业国企利润大增 国企改革概念股龙头股,证券之星
2236,2018-04-05,钢铁等四行业国企利润大增 六股业绩向好底子硬,证券之星
2237,2018-04-04,公用事业行业周报：财政部发文规范地方政府和国企投融资行为,中财网
2238,2018-04-03,川投能源撤销40亿可转债发行申请 增资雅砻江水电解决方案仍在研究,每日经济新闻
2239,2018-04-03,4月3日晚间重要行业研究汇总(附股),中金在线
2240,2018-04-03,[强于大市评级]电力行业周报：燃煤自备电厂治理方案、水电开发利益共享机制征求意见,中财网
2241,2018-04-03,电力、新能源行业业绩回顾：限电改善带动风电利润回升 煤价高企仍是火电主要担忧,中财网
2242,2018-04-03,【独家】2018年3月电力项目情况：涉及核准、开工、并网等,北极星电力
2243,2018-04-03,[买入评级]公用事业行业动态：煤价有望持续下行 火电表现优异,中财网
2244,2018-04-03,[看好评级]环保公用行业(含新三板)周报：最严燃煤自备电规范方案出台 增值税下调对环保影响有限,中财网
2245,2018-04-03,年报透露“国家队”动向：加码高新技术公司,--
2246,2018-04-03,年报透露增持路径 高新技术公司成“国家队”新宠,中证报
2247,2018-04-02,公用事业：火电表现优异 荐5股,中信建投
2248,2018-03-31,私募最新布局浮出：8家扎堆三圣股份，王亚伟新进金种子酒,澎湃新闻
2249,2018-03-30,看重雅砻江水电而举牌川投能源？ 长江电力：为便于长江流域联合调度,每日经济新闻
2250,2018-03-30,[推荐评级]电力行业重大事件点评报告：产业资本持续布局 有望引领大水电价值重估,中财网
2251,2018-03-30,电力行业逾半数个股逆市上涨 电力概念股有哪些？,南方财富网
2252,2018-03-30,钢铁等四行业国企利润大增机构力荐13只潜力股,证券日报
2253,2018-03-29,举牌川投能源 长江电力相中雅砻江水电资产,e公司
2254,2018-03-29,证金增持多家公司至4.9% 山东黄金、葛洲坝增持金额最多,e公司
2255,2018-03-29,强势股追踪 主力资金连续5日净流入38股,证券时报网
2256,2018-03-29,"国投电力:电源结构优势明显,布局新能源打造世界一流企业",光大证券
2257,2018-03-28,国投电力：静待雅砻江中游投产 买入评级,和讯
2258,2018-03-28,融资净买入是什么意思？融资净卖出是什么意思,正点财经
2259,2018-03-28,百亿级私募持仓动向揭秘 重阳持有三家公司股票,股城网
2260,2018-03-28,28日中央部委等重要政策、消息速递（更新中）,证券时报网
2261,2018-03-28,国投电力：2017年新增装机232.75万千瓦 实现风电收入5.53亿元（附年报精选）,北极星电力
2262,2018-03-28,3月28日早间机构研报精选 10股值得关注,证券时报网
2263,2018-03-28,机构强烈看好 大胆买入6股,中财网
2264,2018-03-28,重阳、千合资本等百亿级私募持仓浮出水面,e公司
2265,2018-03-28,公用事业与环保行业:风电再次迎来大机遇,光大证券
2266,2018-03-28,阳光私募新进与增持119只个股 百亿级私募持仓浮水,金融界
2267,2018-03-27,国投电力：短期波动不改长期价值 推荐评级,平安证券
2268,2018-03-27,国投电力龙虎榜数据（3月27日）,Wind资讯
2269,2018-03-27,国投电力2017年报：火电有望触底反弹 静待雅砻江中游投产(附年报摘要),北极星电力
2270,2018-03-27,[推荐评级]国投电力(600886)年报点评：业绩符合预期 短期波动不改长期价值,中财网
2271,2018-03-27,[推荐评级]国投电力(600886)年报点评：2017年业绩疲软 单位燃料成本上升幅度高于预期,中财网
2272,2018-03-27,【申万公用环保】国投电力（600886）2017年年报点评：高煤价拖累年报业绩 积极布局清洁能源优化资产结构,微信
2273,2018-03-27,[看好评级]公用行业(含新三板)周报：气水政策有望继续加码 2月用电强劲水电回升明显,中财网
2274,2018-03-27,国投电力控股股份有限公司关于前次募集资金使用情况的报告,证券日报
2275,2018-03-27,公用事业周报:关注水电防御性和风电业绩改善,证券之星
2276,2018-03-26,【国君环保徐强】今日环保-碧水泉2018Q1扣非净利润预增40%-70%,微信
2277,2018-03-26,股价暴涨超1000%！ 幕后游资竟然是他,金融界
2278,2018-03-26,【方正公用环保郭丽丽团队】0326每日一闻：福建公布天然气热电联产临时标杆上网电价0.6512元/千瓦时,微信
2279,2018-03-26,公告精选：万科A去年净利280亿同比增33%；郭广昌辞去复星医药董事等职务；证金增持国投电力,每日经济新闻
2280,2018-03-26,公告精选：证金增持国投电力 万科A去年净利280亿同比增33%,e公司
2281,2018-03-26,晚间重要公告2018年3月26日星期一,--
2282,2018-03-26,国投电力：去年净利同比下降17% 证金持股增至4.9%,e公司
2283,2018-03-26,国投电力：2017年净利润同比减17.47%,Wind
