,2021-12-31,煤炭坐上“过山车”：价格疯涨后企稳回落,中国经营网
671,2020-10-19,A股早报2020年10月19日星期一,Wind
672,2020-10-19,天风证券：需求的修复乃至超预期仍为四季度电力行业投资重要逻辑（附股）,证券时报网
673,2020-10-19,10.19粤开早餐荟|时隔5年银行法再迎大修 ；证监会核发2家企业IPO批文；三季度GDP等数据将发布,粤开证券微服务
674,2020-10-18,9月用电数据：需求维持景气,郭丽丽的研究札记
675,2020-10-18,公告精选丨白云山澄清：板蓝根不会对业绩构成重大影响,21世纪经济报道
676,2020-10-18,A股头条之上市公司（10.19）,金融界
677,2020-10-18,晚间重要公告2020年10月18日星期日,Wind
678,2020-10-18,国投电力(600886.SH)：GDR发行最终价格为每份12.27美元,格隆汇
679,2020-10-18,国投电力：GDR发行价格确定为每份12.27美元,Wind
680,2020-10-18,国投电力：公司已确定本次发行的最终价格为每份GDR12.27美元,金十数据
681,2020-10-18,公用事业行业周报(第四十二周),新浪
682,2020-10-17,A股头条:高层会议审议《成渝地区双城经济圈建设规划纲要》 证监会核发2家企业IPO批文,金融界
683,2020-10-16,周一最新重磅公司传闻集锦(10月19日),证券之星
684,2020-10-16,【天风公用环保 | 日报】9月全社会用电量同比增长7.2%,郭丽丽的研究札记
685,2020-10-16,A股头条之上市公司（10.17）,金融界
686,2020-10-16,国投电力：拟初始发行约1635万份GDR价格区间预计为12.27-13.37美元,格隆汇
687,2020-10-16,国投电力(600886.SH)拟初始发行1635万份GDR并在伦敦证券交易所上市,格隆汇
688,2020-10-16,国投电力(600886.SH)：就发行GDR已在伦交所披露上市意向函,格隆汇
689,2020-10-16,国投电力控股股份有限公司关于发行GDR并在伦敦证券交易所上市的提示性公告：公司拟初始发行约16350000份GDR，其中每份GDR代表10股公司A股股票,金十数据
690,2020-10-16,国投电力：拟发行GDR并在伦敦证券交易所上市,Wind
691,2020-10-14,国投电力(600886)公司动态点评：Q3发电量增长4.7％(剔除转让项目影响)平均电价增长1.5％,新浪
692,2020-10-14,【天风公用环保 | 日报】9月南方电力市场平均降价0.07元/千瓦时,郭丽丽的研究札记
693,2020-10-13,公用事业2020年三季报业绩前瞻：火电继续强势修复 水电汛期发力逻辑兑现,新浪
694,2020-10-13,国投电力(600886.SH)：前三季度发电量降7.73%上网电量降7.33%,格隆汇
695,2020-10-13,那个渣男诺安成长又上热搜了：“诺安成长，让我成长”,新浪
696,2020-10-13,国投电力(600886)：汛期来水偏丰 供需向好火电有望量价齐升,新浪
697,2020-10-13,44股获券商买入评级，开山股份目标涨幅达76.98%,Wind
698,2020-10-11,【国君公用|公司更新】国投电力：三季度有望超预期，雅砻江中游投产在即,妍姐电报
699,2020-09-30,电力及公用事业周报：广东天然气管网以市场化方式融入国网中 全国一张网迈出第一步,新浪
700,2020-09-30,上海电气及电气国轩分别与国网综能、平高储能、中能建等达成储能合作协议,中国机经网
701,2020-09-29,环保工程及服务行业周报20210124：新奥股份发布股权激励本周上涨9.57%，垃圾焚烧国补退坡推动行业集中度上升,华创环保公用
702,2020-09-27,国家管网公司建设进入新阶段,郭丽丽的研究札记
703,2020-09-27,公用周报：长江电力发行GDR登陆伦交所 山西省推进省属燃气企业整合重组,新浪
704,2020-09-26,十大“增持王”曝光 低估值蓝筹成增持重点,财富动力网
705,2020-09-25,电力行业系列深度报告：火电 短期业绩高企 长期盈利稳定性增强,新浪
706,2020-09-24,71股每笔成交量增超50%,证券时报网
707,2020-09-24,上半年抛售电站400MW 江山控股电站持有量显著下滑,中国能源网china5e
708,2020-09-23,长江电力发行1.1亿份GDR获中国证监会通过 业绩稳融资顺助力国际国内布局,产业经济新闻网
709,2020-09-23,国投电力拟以8200万元收购江山控股50MW光伏电站,集邦新能源网
710,2020-09-22,江山控股(00295-HK)售发电厂予国投电力(600886-CN),财华社
711,2020-09-21,江山控股(00295.HK)拟8200万元出售陕西榆林太阳能发电厂,格隆汇
712,2020-09-21,环保与公用事业行业周报：生物质发电行业平稳过渡中龙头受益 多地再出水和固废防治建设文件,新浪
713,2020-09-21,电气设备：十四五规划出台在即 能源领域有望迎来变革,新浪
714,2020-09-19,公用周报：8月用电量同比+7.7% 天然气进口量同比+12.3%,新浪
715,2020-09-18,国投白银风电酒泉400MW风电项目获核准！,北极星电力
716,2020-09-16,8月用电及能源生产数据点评：发用电累计增速转正,郭丽丽的研究札记
717,2020-09-15,国泰君安：汛期持续强降雨 水电三季度业绩有望爆发,证券时报网
718,2020-09-14,电力及公用事业行业周报：十部门召开会议加强塑料污染全链条治理 城乡垃圾清转运系统建设提速,新浪
719,2020-09-14,电力股午后稳步上升，长江电力、国投电力、华能水电普涨,Wind
720,2020-09-14,28股获券商买入评级，拉芳家化目标涨幅达73.11%,Wind
721,2020-09-13,重视新能源运营商投资机会,郭丽丽的研究札记
722,2020-09-10,A股早报2020年9月10日星期四,Wind
723,2020-09-09,A股共发生107宗大宗交易成交26.98亿元（9月9日）,Wind
724,2020-09-09,国投电力今日大宗交易成交1392.84万股，成交价9.22元溢价0.0%,Wind
725,2020-09-09,主要水电上市公司发布半年报：水“枯”影响业绩 整体发展稳健,中国能源报
726,2020-09-09,半年报：火电受益燃料不贵，水电受枯水拖累,中国能源报
727,2020-09-08,多家光伏企业抢位HJT,集邦新能源网
728,2020-09-08,国泰君安：汛期持续强降雨，水电三季度业绩有望爆发,第一财经
729,2020-09-07,公用事业行业周报：三代核电再获核准 核电运营商有望受益,新浪
730,2020-09-07,【华创环保公用】环保及公用事业行业周报20200419：天然气储气建设政策推进行业提效，污水处理费面开征,华创环保公用
731,2020-09-07,【雅砻江绿色小公募（第二期）】不超20亿，3年（ G20雅砻2，175114，3%-4%），AAA/AAA，上交所，今日簿记,中信建投固定收益部
732,2020-09-06,环保行业的再融资热度如何？,郭丽丽的研究札记
733,2020-09-06,公用事业行业周报：两大核电工程获核准 第四张核电牌照归属华能,新浪
734,2020-09-04,养老金二季度末现身134家公司前十大流通股东榜,证券时报
735,2020-09-03,环保公用半年报&公募持仓综述|固废最佳工程拐点隐现，看好火电盈利继续修复,环保公用溶易看
736,2020-09-03,【中原环保】长江电力(600900)中报点评：上半年来水偏枯影响发电量 ，汛期来水好转改善业绩预期,中原证券研究所
737,2020-09-02,长江电力(600900)公司动态点评：中报扣非归母净利润同比+2.38% 发电量下滑 投资收益形成有力支撑 盈利能力下降,新浪
738,2020-09-01,中报总结：复苏主线，景气攀升,郭丽丽的研究札记
739,2020-09-01,长江电力：来水偏枯发电量减少 股权投资收益同比增加47%,北极星电力
740,2020-09-01,公用事业行业2020年中报回顾：煤价下行火电业绩增长 来水偏枯水电盈利下滑 盈利能力下降,新浪
741,2020-08-31,【新时代公用环保】长江电力中报点评：下半年来水有望好转，股权投资效益显现,--
742,2020-08-31,国投钦州发电召开#2机组A级检修动员暨启动大会,北极星电力
743,2020-08-31,【华创环保公用】环保及公用事业行业周报：2020H1环保行业收入和盈利能力整体稳中带增，子板块分化效应明显,华创环保公用
744,2020-08-31,用资本智慧点亮时代公益 上市公司财报“数说”扶贫战绩,上证报
745,2020-08-31,私募重仓医药生物、食品饮料和电子,中国基金报
746,2020-08-29,私募大佬持仓曝光！地产、科技、消费股各有所爱,Wind
747,2020-08-29,淡水泉赵军，重阳裘国根，高毅邓晓峰、冯柳，千合王亚伟……私募大佬持仓曝光，看看他们选了哪些股,中证报
748,2020-08-28,邓晓峰、王亚伟等私募大佬们最新A股持仓来了！,中国基金报
749,2020-08-28,邓晓峰、赵军、裘国根、王亚伟、林利军、林园、冯柳…私募大佬们最新A股持仓来了,中国基金报
750,2020-08-26,国投电力(600886)2020年中报点评：水火共振 Q2业绩大幅增长,新浪
751,2020-08-25,电力及公用事业周报：煤价下行火电板块业绩复苏 疫情之下环保板块业绩承压,新浪
752,2020-08-25,机构强烈推荐23只个股-更新中,中财网
753,2020-08-25,养老金二季度现身63只股前十大流通股东榜,证券时报网
754,2020-08-24,国投电力(600886)：燃料成本下行助毛利率提升 投资收益确认有效增厚业绩,新浪
755,2020-08-24,公用事业行业周报(第三十四周),新浪
756,2020-08-24,公用事业行业周报：8月全国日发电量和统调用电负荷连创新高,新浪
757,2020-08-24,国投电力(600886)：火电盈利好转叠加水电来水向好 公司业绩稳健增长,新浪
758,2020-08-24,养老金二季度现身54只股前十大流通股东榜,证券时报网
759,2020-08-24,国投电力(600886)：煤价下行收益稳固 防御成长兼具,国金证券股份有限公司
760,2020-08-24,【面包财报】国投电力：2020年上半年归母净利润30.76亿元，同比增长35.14%,面包财经
761,2020-08-24,【财报智读】国投电力：2020年上半年归母净利润30.76亿元，同比增长35.14%,面包财经
762,2020-08-24,净利同比增长！华能国际、华电国际、国投电力半年报发布,北极星电力
763,2020-08-24,每日理财观察：银保监会多项措施鼓励AMC参与中小银行风险化解,Wind
764,2020-08-24,国投电力2020年上半年净利30.76亿增长35.14% 致燃料成本降低,挖贝网
765,2020-08-23,国投电力：上半年归母净利润+35.14%，盈利能力继续提升,郭丽丽的研究札记
766,2020-08-23,9股获买入评级 最新:山煤国际,中财网
767,2020-08-23,国投电力(600886)2020中报：1H20业绩同比+35% 年化ROE提升至14.9%,新浪
768,2020-08-22,今日192公司公布半年报27家业绩增幅翻倍,证券时报网
769,2020-08-21,【国君公用】国家能源局：1-7月全国供电量34924亿千瓦时 同比增长-1.4%,国君公用周妍之每日资讯
770,2020-08-21,8月22日上市公司重要公告集锦：常熟银行上半年净利润同比增长1.38%,证券日报
771,2020-08-21,国投电力(600886.SH)：上半年净利同比升35.14%至30.76亿元,格隆汇
772,2020-08-21,国投电力：上半年净利润同比增长35.14%,Wind
773,2020-08-21,中电联：充分发挥煤电对电源清洁发展的支撑作用,中国经济网
774,2020-08-20,A股延续调整原因曝光重点关注三类股走向,搜狐
775,2020-08-20,电力股为何逆市上涨，将复制2015年行情？（附股）,21世纪经济报道
776,2020-08-20,巨丰早评：中报季震荡格局难改,巨丰财经
777,2020-08-20,主力1.5亿扫货梅雁吉祥，电力股为何逆市上涨，将复制2015年行情？（附股）,21世纪经济报道
778,2020-08-20,年内新高前A股摔了一跤滞涨电力股强势拉升,证券时报
779,2020-08-19,电力行业：7月用电增速有所回落 火电增速由正转负,新浪
780,2020-08-19,创业板指跌超3%，芯片龙头大降温！冷门板块逆袭，35万手封单打板龙头，市盈率最低仅10倍,证券时报网
781,2020-08-19,巨·大盘|科技军工保险杀跌 周期行业迎普涨,巨丰财经
782,2020-08-19,巨丰收评：科技股集体回调 周期股逆市反弹,巨丰财经
783,2020-08-19,电力板块午后强势拉升 惠天热电等10股涨停,中国经济网
784,2020-08-19,又一个低位周期板块启动！谁会是下一个？,上证报
785,2020-08-19,快讯：电力板块表现活跃涨1.56% 华能国际、华电能源涨停,证券日报
786,2020-08-19,电力行业动态跟踪报告：数说电力(2020年8月刊),新浪
787,2020-08-18,核电板块午后异动拉升 中国核建、江苏神通、至正股份三股涨停,金融界
788,2020-08-17,电力行业日报：海南省印发《海南能源综合改革方案》,新浪
789,2020-08-16,公用事业行业周报：7月全社会用电量同比增长2.3% 天然气产量同比增长4.8%,新浪
790,2020-08-16,7月能源供给增速短期承压，复苏仍为主线,郭丽丽的研究札记
791,2020-08-14,国投电力(600886)：水火共筑成长 盈利弹性可期,新浪
792,2020-08-14,天风证券：需求的修复乃至超预期仍为今年电力行业投资的重要逻,证券时报网
793,2020-08-14,8月14日券商晨会研报汇编,证券日报
794,2020-08-14,7月用电数据点评：增速短暂承压 修复趋势不改,新浪
795,2020-08-13,"国投电力现1笔大宗交易 共成交1,982.20万元",新浪
796,2020-08-13,国投电力今日大宗交易成交220万股，成交价9.01元溢价0.0%,Wind
797,2020-08-13,42股主力资金净流入超亿元,证券时报网
798,2020-08-13,上调评级至买入策略选股（8月13日）,Wind
799,2020-08-13,8月13日沪深两市最新交易提示,金融界
800,2020-08-13,【兴业证券晨会聚焦0813】宏观-7 月金融数据点评；环保公用-国投电力深度；汽车-三花智控中报点评；化工-华鲁恒升中报点评,兴证研究
801,2020-08-12,29股主力资金净流入超亿元,证券时报网
802,2020-08-11,下一轮“热门资产”？裘国根冯柳卓利伟都在凶猛布局这个板块,新浪
803,2020-08-11,8月11日主力资金净流出653亿元,证券时报网
804,2020-08-11,产能将超海螺水泥！“中国神泥”横空出世！,雪球
805,2020-08-09,垃圾分类和处理补短板政策的主线及投资机遇,郭丽丽的研究札记
806,2020-08-09,【安信环保公用邵琳琳团队】川投能源深度：坐拥雅砻江优质资源，开启新一轮高成长,安信证券环保公用研究
807,2020-08-09,公用事业行业周报：高温天气持续叠加经济生产复苏 多地用电负荷创新高,新浪
808,2020-08-09,公用事业行业周报：LNG出厂价格指数企稳回升 国产及进口气价均环比上涨,新浪
809,2020-08-07,下周37股分红实施，3倍疫苗股藏其中,Wind
810,2020-08-07,发钱啦！国投电力派发现金红利16.65亿元,北极星电力
811,2020-08-07,8月7日沪深两市最新交易提示,金融界
812,2020-08-06,【天风公用环保 | 日报】南方电网西电东送月售电首破300亿，同比增长14.6%,郭丽丽的研究札记
813,2020-08-06,国投电力(600886.SH)：年报推10派2.453元股权登记日8月13日,格隆汇
814,2020-08-04,始于低估值 长于高股息：风格切换下的电力看什么？,新浪
815,2020-08-04,电力及公用事业周报：北京新增和更换的环卫车辆基本采用电动车 环卫装备新能源化提升龙头企业竞争力,新浪
816,2020-08-03,解读污水处理补短板方案三大投资机会,郭丽丽的研究札记
817,2020-07-30,电力板块走势强劲 太阳能甘肃电投等涨停,证券时报网
818,2020-07-29,长江保护主题指数发布！三峡集团编制 100家优质绿色上市公司入选样本,北极星电力
819,2020-07-29,公用事业行业周报：6月全社会用电量同比增长6.1% 增速较5月上升1.5PCT,新浪
820,2020-07-28,4855亿千瓦时！2020年上半年北京电力交易中心省间交易电量同比增长4.8%,国家电网
821,2020-07-28,电力及公用事业行业周报：国家管网公司资产划拨超预期 天然气市场化改革加速,新浪
822,2020-07-27,国投电力现1笔大宗交易 共成交244.47万元,新浪
823,2020-07-27,中证指数公司：8月6日发布中证兴业证券ESG盈利100指数,Wind
824,2020-07-27,公用事业行业周报：2020年煤电行业落后产能淘汰目标发布 火电盈利能力有望持续改善,新浪
825,2020-07-26,国家管网资产加速划拨，释放什么信号？,郭丽丽的研究札记
826,2020-07-25,北控清洁能源(01250-HK)向国投电力(600886-CN)售两太阳能发电项目,财华社
827,2020-07-24,国投电力(600886.SH)：延长发行GDR并在伦交所上市决议有效期,格隆汇
828,2020-07-23,三成可投A股近9500亿养老金到账运营！,证券导报
829,2020-07-23,公募Q2重仓持股|公用事业配置环比下滑，环保工程及服务吸引力增强,环保公用溶易看
830,2020-07-23,Q2公用事业基金持仓分析：火电低配比例收窄,郭丽丽的研究札记
831,2020-07-21,电力、煤气及水等公用事业行业：火电左侧建仓时 水电白马增持际,国金证券股份有限公司
832,2020-07-21,一季度养老金合计持股4.89亿股大族激光以4.81亿元居首,格隆汇
833,2020-07-21,养老金新投了这些股票,第一财经
834,2020-07-21,近9500亿养老金到账运营！三成可投A股，重点买入了这些股票,中证报
835,2020-07-21,7月21日券商晨会研报汇编,证券日报
836,2020-07-20,险资入市“扩量” 低估值“内需”股“等待”价值发现,红周刊
837,2020-07-20,7月20日券商晨会研报汇编,证券日报
838,2020-07-18,公用事业行业周报：6月发电量同比增长6.5% 天然气产量同比增长11.3%,新浪
839,2020-07-18,电力行业动态跟踪报告：数说电力(2020年7月刊),新浪
840,2020-07-17,百家央企运行明显改善 6月收入、净利润同比增速转正,北京日报
841,2020-07-17,6月能源生产数据点评：发电增速已超疫情前水平,郭丽丽的研究札记
842,2020-07-16,改革加力 运行改善——上半年中央企业运行数据释放多重信号,新华网
843,2020-07-15,7月15日券商晨会研报汇编,证券日报
844,2020-07-15,盘前有料丨多家影视公司：未接到影院恢复营业通知；美股尾盘拉升集体收涨…重要消息还有这些,证券时报网
845,2020-07-15,天风证券：电力板块基本面边际改善加速 建议关注华能国际等,证券时报网
846,2020-07-14,6月用电数据点评：稳步复苏,郭丽丽的研究札记
847,2020-07-14,电力及公用事业周报：国网能源院预计2020年全社会用电同比增长1.5%至3.5%,新浪
848,2020-07-13,公用事业行业周报：电力需求向好 火电业绩有望边际改善,新浪
849,2020-07-13,长江电力年均盈利超百亿 累计分红1082亿元分红率63%,长江商报
850,2020-07-12,降水丰沛度历史罕见，水电投资机会如何演绎？,郭丽丽的研究札记
851,2020-07-12,公用事业行业周报：5月天然气表观消费量同比增长9.1% 重点关注汛期水电板块,新浪
852,2020-07-11,国投电力(600886)：水火出力向好 业绩增长可期,新浪
853,2020-07-11,发改委：落实直接交易、发用电计划、增量配网等五项改革 做好2020年迎峰度夏,国君公用周妍之每日资讯
854,2020-07-11,公用事业2020 年中报业绩前瞻：火电全面回暖 水电期待汛期,新浪
855,2020-07-10,国投电力(600886.SH)：上半年完成发电量646.35亿千瓦时,格隆汇
856,2020-07-09,日本将关停100座火电厂，德国2038前关停所有！火电还有价值么 经营问题,国际电力网
857,2020-07-09,光大集团、国投集团两大巨头牵手新能源 未来几何？,华夏能源网
858,2020-07-06,环保公用行业周报：“新基建”拉动用电持续高增长 环保资源化处置行业空间巨大,新浪
859,2020-07-05,关注低估值火电修复行情,郭丽丽的研究札记
860,2020-07-05,公用事业行业周报：电价让利政策延长至年底 重点关注汛期水电板块,新浪
861,2020-07-03,水电行业：汛期强降雨持续 滞涨水电投资机会来临,新浪
862,2020-07-02,电力行业：5月用电增速继续回暖 火电同比大幅增长9%,新浪
863,2020-07-02,水利板块走强，汛期提前来临，关注水电行业投资机会,第一财经
864,2020-07-01,外资流入放缓，解禁压力上升——资金面周观察,修炼投资的水晶球
865,2020-06-29,【华西电新|行业观察】双积分修订版正式发布，光伏发电竞价项目结果公布,睿评电新
866,2020-06-29,19股获重要股东增持 国投电力获增持金额最多,证券时报网
867,2020-06-29,公用事业行业周报：汛期强降雨来临 乌东德首批投产机组进入试运行,新浪
868,2020-06-29,环保公用行业周报：长江干流水电站提前满开 11项环保强制性国标拟立项修订,新浪
869,2020-06-29,【早间资讯】2020-06-29,大通证券投教基地
870,2020-06-29,最新公告透露利好 15只个股有望爆发（06.29）,中金在线
871,2020-06-29,6月29日沪深两市最新交易提示,金融界
872,2020-06-29,华创事件驱动早报6-29：新冠疫苗研发再传捷报；商业银行有望获得券商牌照,华创证券研究
873,2020-06-29,【中证盘前】商业银行将获券商牌照？证监会回应；精选层本周“打新”；沃森生物新冠疫苗临床试验；黄光裕获假释；道指暴跌730点,中证报
874,2020-06-28,【公用环保|周报】汛期提前来临，水电迎来投资机会,郭丽丽的研究札记
875,2020-06-28,【山证策略】市场温和上涨，关注核心资产-证券研究报告-策略周报（20200628）,山西证券研究所
876,2020-06-28,一周电力项目汇总(6.22-6.26)—核准、开工、并网等,北极星电力
877,2020-06-28,长江电力增持国投电力股份,北极星电力
878,2020-06-28,公用事业行业周报：5月份全国全社会用电量同比增长4.6% 燃气价格稳步回升,新浪
879,2020-06-25,A股头条：证监会核发5家公司IPO批文 创业板第三批受理名单出炉,金融界
880,2020-06-25,上市公司正负面新闻2020年6月25日星期四,Wind
881,2020-06-24,A股头条之上市公司（6.25）,金融界
882,2020-06-24,6月24日晚间重要公告集锦,中国证券网
883,2020-06-24,晚间重要公告2020年6月24日星期三,Wind
884,2020-06-24,国投电力股东长江电力增持1%公司股份,上证报
885,2020-06-24,【平安公共事业】2020年公共事业中期报告：行稳致远，进而有为,平安研究
886,2020-06-24,【公告抢先看】晚间重要公告：獐子岛控股股东因内幕交易合计被罚2331.6万 董事长、高管和证券事务代表辞职,金融界
887,2020-06-24,6月24日上市公司晚间公告速递,新浪
888,2020-06-24,好消息！国投电力：长江电力增持公司股份约6786万股,每日经济新闻
889,2020-06-24,国投电力：长江电力增持公司1%股份,e公司
890,2020-06-24,国投电力(600886.SH)：持股5%以上股东长江电力增持股份达1%,格隆汇
891,2020-06-23,发力6GW异质结产业项目 张家口市与金石能源签署战略合作协议,北极星电力
892,2020-06-22,公用事业行业2020年中期策略：配置火电正当时 长持水电收益高；把握天然气进口主线 供需改善下城燃值得期待,新浪
893,2020-06-22,央企国投集团连续第12年发布企业社会责任报告,中国经济网
894,2020-06-22,【公用环保|周报】物业公司来了，传统环卫的挑战？,郭丽丽的研究札记
895,2020-06-22,环保公用行业周报：长江电力进一步扩大股权投资 环卫市场看好全国布局的龙头公司,新浪
896,2020-06-22,华创事件驱动早报6-22：国家存储器基地项目二期开工；蔚来汽车获腾讯增持,华创证券研究
897,2020-06-21,【华金证券晚间资讯（20200621）】,华金研究
898,2020-06-19,A股共发生119宗大宗交易成交78.85亿元（6月19日）,Wind
899,2020-06-19,"国投电力现1笔大宗交易 共成交1,243.20万元",新浪
900,2020-06-19,国投电力今日大宗交易成交160万股，成交价7.77元溢价0.0%,Wind
901,2020-06-19,国投电力：建设雅砻江卡拉水电站获核准,Wind
902,2020-06-19,国投电力(600886.SH)：雅砻江卡拉水电站获得核准,格隆汇
903,2020-06-19,中美科技战的背景下，具备国产替代的高性能电子元器件有望迎来爆发式增长,腾讯网
904,2020-06-19,公用事业点评报告：煤电供给侧改革彰显定力 存量优质资产有望率先获益,新浪
905,2020-06-18,电力行业动态跟踪报告：数说电力,新浪
906,2020-06-17,长江电力(600900)点评：持续增持优质电力公司权益法核算更进一步,新浪
907,2020-06-16,5月能源生产数据点评|发电增速录得近7个月最高值，火电增速高达9%,微信
908,2020-06-16,【天风Morning Call】晨会集萃20200616,天风研究
909,2020-06-15,中国太保及长江电力推进GDR发行 A+G上市公司或将添至三家,长江商报
910,2020-06-14,【公用环保|周报】5月用电持续复苏，三产需求加速回暖,微信
911,2020-06-14,环保及公用事业行业周报：国六标准即将施行 拉动尾气处理市场扩容超600亿,新浪
912,2020-06-13,GDR跨境发行“预备队”再添新面孔，资本市场对外开放“大步向前”,Wind
913,2020-06-10,水利水电板块强势走高！节水型农业迎来利好性发展支撑,格隆汇
914,2020-06-10,川投能源近一年获长江电力增持3% 去年派现15亿分红率首超50%,长江商报
915,2020-06-08,环保公用行业周报：5月发电增速快速回暖 城镇化补短板加速升级,新浪
916,2020-06-07,【公用环保|周报】“旧改”时代环保行业的投资机会—供水设备和环卫,微信
917,2020-06-05,2019年光伏电站并购规模2221.67MW 看电站如何估值,中国能源网china5e
918,2020-06-04,华泰证券： 水电核心优质资产，存量机组折旧或迎拐点,证券时报网
919,2020-06-02,国投电力成功并购江苏响水120MWp光伏项目,北极星电力
920,2020-06-02,电力及公用事业行业周报：关注国投电力 重视雅砻江中游水库调节价值,新浪
921,2020-06-01,【银华基金】交易日报 2020-6-1,新浪
922,2020-05-29,领跌股逐步止跌 领先股持续强势,上证报
923,2020-05-28,【安信中小盘】天合光能申购-次新股资讯0528,AX中小盘研究
924,2020-05-28,电力行业-中电联发布4月电力工业运行简况点评：4月份用电量恢复正增长 火电增速由负转正,新浪
925,2020-05-26,疫情之下，不要忘了硬核资产长江电力,格隆汇
926,2020-05-26,申万宏源：天合光能申购解析,申万宏源
927,2020-05-25,国投在桂第二个风电项目投产发电,北极星电力
928,2020-05-24,周末重磅：十大消息影响市场，千亿大白马抛巨额减持计划 拟减持股份,腾讯网
929,2020-05-24,【公用环保|周报】煤电资源整合持续推进，看好火电估值修复,微信
930,2020-05-23,【安信中小盘】5.25-5.29新股申购一览,AX中小盘研究
931,2020-05-22,10股主力资金净流入超亿元,证券时报网
932,2020-05-22,5月22日券商晨会研报汇编,证券日报
933,2020-05-21,17股主力资金净流入超亿元,证券时报网
934,2020-05-21,电力行业动态跟踪报告：湖北离开谷底 核电稳中有增,新浪
935,2020-05-19,传中国正敦促国内公司考虑赴伦敦上市,凤凰网
936,2020-05-19,外媒：中国敦促国内公司考虑赴伦敦上市加强与海外联系,金十数据
937,2020-05-19,重仓股上海家化月涨逾50% 裘国根迎来价值回归时刻,上证报
938,2020-05-18,上海家化月涨50% 重阳投资持股5年终于熬出头,上证报
939,2020-05-18,天风证券：发用电增速转正，火电弹性可期,证券时报网
940,2020-05-17,【公用环保|4月电力数据点评】发用电增速转正，火电弹性可期,微信
941,2020-05-12,国投电力拟5.38亿元收购北控120MW光伏电站,SEMI
942,2020-05-12,【环保】疫情拖累业绩，环卫逆势上扬——公用事业2019年报及2020一季报总结,和讯
943,2020-05-11,5.38亿元：国投电力拟收购北控120MW光伏电站,集邦新能源网
944,2020-05-11,【公用环保|周报】多地电力需求快速回暖，看好二季度火电业绩弹性,微信
945,2020-05-10,北控清洁能源(01250-HK)拟以5.38亿售资产,财华社
946,2020-05-09,十大电力上市公司2019年业绩排行,北极星电力
947,2020-05-09,北控拟5.38亿元出售江苏盐城120MW光伏发电站,北极星电力
948,2020-05-08,北控清洁能源集团(01250.HK)附属拟5.38亿元出售江苏盐城俩光伏发电站,格隆汇
949,2020-05-08,光伏电站交易半年近600MW，国资出手频繁,华夏能源网
950,2020-05-08,124股获券商买入评级，鹏辉能源目标涨幅达147.49%,Wind
951,2020-05-07,"沪伦通第二单获批！中国太保""不差钱""还去伦交所，为啥？",中新经纬
952,2020-05-07,国投电力关于职工董事辞职的公告 董监高成员变化,新浪
953,2020-05-07,国投电力：李俊拟辞去公司职工董事职务 董监高成员变化,Wind
954,2020-05-07,安信固收：环保转债新券较为优质,Wind
955,2020-05-05,【公用环保|公募REITs试点政策解读】打通公用事业增量资金通道,微信
956,2020-05-05,【新时代公用环保】长江电力：业绩符合预期，长期投资价值凸显,微信
957,2020-05-01,Q1公募持仓|环保行业配置比例显著提升，水电吸引力逐渐增强,环保公用溶易看
958,2020-04-30,【国君公用】云南2020年5月电力市场化交易快报：省内直接交易平均价格0.23698元/千瓦时,国君公用周妍之每日资讯
959,2020-04-30,国投电力：一季度净利润同比增长40.74%,Wind
960,2020-04-27,【公用环保|Q1基金持仓分析】持仓比例抬升，环保明显加仓,微信
961,2020-04-27,公用事业行业月度报告（2020年4月）：市场情绪回暖，公用事业行业跑输大盘,微信
962,2020-04-24,【华创环保|庞天一】环保及公用事业行业周报20200927：塑料污染治理政策加速推进，与垃圾分类携手并进推动市政固废处置发展,华创环保公用
963,2020-04-24,疫情下 国投电力在英国是这样运维海上风场的,北极星电力
964,2020-04-23,75股每笔成交量增超50%,证券时报网
965,2020-04-23,4月23日券商晨会研报汇编,证券日报
966,2020-04-22,国投电力2019年度社会责任报告：装机3406万千瓦、利润总额103亿元！,北极星电力
967,2020-04-22,114股今日获机构买入评级,证券时报网
968,2020-04-21,蜂鸟视图：锤炼数字化服务能力，加速推进“新基建”,砍柴网
969,2020-04-21,173股获券商买入评级，比音勒芬目标涨幅达90.19%,Wind
970,2020-04-20,光大证券点评3月电量数据：电量降幅收窄 内部分化显现,金融界
971,2020-04-17,国投电力(600886.SH)：2019年度净利润升8.97%至47.55亿元 拟10派2.453元,格隆汇
972,2020-04-17,国投电力：2019年净利润同比增长8.97%,Wind
973,2020-04-16,国投白银风电2019年班建成绩单，请注意查收！,新能源网
974,2020-04-14,99股今日获机构买入评级,证券时报网
975,2020-04-14,“四小豪门”之国投电力一季度发电281.73亿千瓦时,北极星电力
976,2020-04-14,国投电力2020年Q1累计完成发电281.73 亿千瓦时 光伏发电2.97亿千瓦时,北极星电力
977,2020-04-14,国投白银风电历史之最：677方混凝土！67吨钢筋！12个小时！,新能源网
978,2020-04-13,69家公司回购238家公司高管增持 上市公司多措并举提振市场信心,长江商报
979,2020-04-12,【公用环保|一季报预告总览:否极泰来】,微信
980,2020-04-10,《中华人民共和国能源法（征求意见稿）》印发【天风公用环保|日报】,微信
981,2020-04-10,【国君日报】CCI5500煤价跌破500,国君公用周妍之每日资讯
982,2020-04-10,国投电力(600886.SH)一季度境内控股企业发电量降25.6%至281.73亿千瓦时,格隆汇
