,2021-12-31,中国建筑：公司目前未参与阿富汗重建相关工程,Wind
915,2020-12-26,装配式建筑迎来新发展窗口 中国建筑领跑智能制造,证券日报网
916,2020-12-25,中国建筑(601668.SH)近期获得14项重大项目 涉资合计498.8亿元,智通财经
917,2020-12-25,中国建筑(601668.SH)近期中标重大项目金额合计498.8亿元,格隆汇
918,2020-12-25,中国建筑：近期合计获得498.8亿元项目,Wind
919,2020-12-25,中国建筑投资者开放日活动引领国企上市公司价值发现,凤凰网
920,2020-12-25,万亿资金要来了，千亿回购价值显露，A股方向已明？,Wind
921,2020-12-25,加快向“智”造转型 中国建筑践行新型建筑工业化之路,上证报
922,2020-12-24,30余家机构走进中国建筑 新型建筑工业化蓬勃发展,证券时报
923,2020-12-24,跌出价值！千亿回购，A股上市公司开启护盘模式,Wind
924,2020-12-24,【每日丝路快讯】12月24日：2021年“商郑欧”国际班列计划开行50班以上,Wind
925,2020-12-24,A股融资融券日报：两融余额增加60.02亿元（ 12月23日）,Wind
926,2020-12-23,中国建筑(601668.SH)授予9.12亿股A股限制性股票 授予价3.06元/股,智通财经
927,2020-12-23,中国建筑举办2020年投资者开放日活动,中证网
928,2020-12-23,中国建筑(601668.SH)向2765名激励对象授予9.12亿股A股限制性股票,格隆汇
929,2020-12-23,建筑装饰建筑2021年度策略：多细分领域基本面向好 建筑板块有望多点开花,新浪
930,2020-12-23,大家人寿一年多来首度减持招商银行，陆续套现超11亿元,Wind
931,2020-12-22,中国建筑(601668)：11月订单提速 看好公司中长期发展,西南证券
932,2020-12-22,建筑与工程行业-11月基建增速下滑 如何看待明年投资？,新浪
933,2020-12-22,【每日丝路快讯】12月22日：中巴经济走廊联委会产业合作联合工作组召开第五次会议,Wind
934,2020-12-22,超30000亿已成定局！中国建筑年度签约再创新纪录,一带一路高参
935,2020-12-22,A股融资融券日报：两融余额增加74.58亿元（12月21日）,Wind
936,2020-12-21,建筑行业周报：基建增速继续修复 政策保持连续稳定可持续 都市圈市域铁路加快建设,新浪
937,2020-12-21,中国建筑承建的阿尔及利亚南北高速公路最难项目通车,澎湃新闻
938,2020-12-21,中国建筑签约马拉维供水项目,一带一路高参
939,2020-12-18,建筑行业12月投资策略：集中度提升 优选龙头,新浪
940,2020-12-18,3股获买入评级 最新:中国建筑,中财网
941,2020-12-18,中国建筑(601668)公司点评：11月新签合同大幅加速 地产销售表现强劲,新浪
942,2020-12-18,中国建筑签约斯里兰卡27.7公里水渠项目,一带一路高参
943,2020-12-18,上市公司正负面新闻2020年12月18日星期五,Wind
944,2020-12-18,【中泰交运建筑】中国建筑点评：订单增长超预期，拥抱低估蓝筹,星空财富
945,2020-12-17,中国建筑前11月整体业绩加速向好,上证报
946,2020-12-17,晚间重要公告2020年12月17日星期四,Wind
947,2020-12-17,漳州发展：控股子公司与中国建筑签署建设工程施工合同补充协议 合同暂估价6.55亿元,发布易
948,2020-12-17,中国建筑(601668.SH)前11个月新签合同额28137亿元 同比增长13.1%,智通财经
949,2020-12-17,中国建筑1-11月地产合约销售3699亿 新增土储1876万平米,观点地产网
950,2020-12-17,中国建筑：前11月地产业务合约销售额为3699亿元 同比增8.9%,中国网
951,2020-12-17,中国建筑：1-11月新签合同总额28137亿元，同比增13.1%,Wind
952,2020-12-17,国家铁路局局长刘振芳：三方面着手深入推进铁路科技创新,Wind
953,2020-12-16,房企融资成本回升，专家建议关注绿色债券,Wind
954,2020-12-15,建筑行业2021年投资策略：制造业投资复苏 “三化”变革深化,新浪
955,2020-12-15,中国建筑：累计回购9.12亿股股份 占总股本2.17%,中国网
956,2020-12-15,A股融资融券日报：两融余额增加45.9亿元（12月14日）,Wind
957,2020-12-15,中金建筑行业2021年展望：制造业投资复苏，“三化”变革深化,Wind
958,2020-12-14,晚间重要公告2020年12月14日星期一,Wind
959,2020-12-14,中国建筑：回购股份方案实施完毕，累计回购近48亿元,Wind
960,2020-12-14,中国建筑：回购股份方案实施完毕 累计回购近48亿元,e公司
961,2020-12-14,中国建筑(601668.SH)：回购方案已实施完毕累计回购47.92亿元股份,格隆汇
962,2020-12-14,建筑装饰周观点：“十四五”装配式绿色建筑趋势明确 首推金螳螂和鸿路钢构,新浪
963,2020-12-14,A股融资融券日报：两融余额减少57.04亿元（12月11日）,Wind
964,2020-12-13,【华创建筑建材】建筑行业周观点：继续推荐装配式产业链,华创建筑建材研究
965,2020-12-11,四季度以来55家公司披露回购预案，已实施近半,Wind
966,2020-12-10,2020年中国钢材行业概览,新浪
967,2020-12-09,突然加速流入！近70亿北向资金进场，贵州茅台获主力追逐,21世纪经济报道
968,2020-12-09,普联软件回A终过会：业绩依赖“两桶油”商誉频频减值,网易
969,2020-12-08,融资客青睐5股，兰生股份买入占比高达59.03%,Wind
970,2020-12-07,建筑工程2021年投资策略：风劲帆满，蓄势谋远，维持“超配”评级,国信证券
971,2020-12-07,【太平洋建筑】建筑业景气度回升，建议关注减隔震、钢结构 ——周观点1206,太平洋建筑研究
972,2020-12-07,A股融资融券日报：两融余额减少13.24亿元（12月4日）,Wind
973,2020-12-04,国资委召开部分中央企业负责人座谈会，研究分析企业经济运行情况,Wind
974,2020-12-04,A股融资融券日报：两融余额减少10.63亿元（12月3日）,Wind
975,2020-12-04,建筑行业2021年度策略：装配式扬帆起航 基建路在何方？,广发证券
976,2020-12-03,A股融资融券日报：两融余额增加70.21亿元（12月2日）,Wind
977,2020-12-03,A股早报2020年12月3日星期四,Wind
978,2020-12-03,上市公司正负面新闻2020年12月3日星期四,Wind
979,2020-12-02,中国建筑(601668.SH)已耗资45.25亿元累计回购股份8.6亿股,智通财经
980,2020-12-02,晚间重要公告2020年12月2日星期三,Wind
981,2020-12-02,中国建筑：累计回购8.6亿股公司股份 占总股本的2.05%,中金在线
982,2020-12-02,中国建筑：已耗资45.25亿元回购2.05%公司股份,Wind
983,2020-12-02,中国建筑(601668.SH)：截至12月2日累计耗资45.25亿元回购2.05%股份,格隆汇
984,2020-12-02,“申万宏源十大金股组合”,申万宏源
985,2020-12-01,11月金股组合盈利0.35% 12月荐股名单出炉,新浪
986,2020-12-01,券商12月金股出炉！看好跨年行情,证券之星
987,2020-11-30,【研报掘金】建筑行业迎来较好的宏观发展环境 重点看好低估值蓝筹,证券时报网
988,2020-11-30,建筑装饰行业报告：建筑板块此次相对收益可能会持续较长时间,新浪
989,2020-11-25,建筑装饰周观点：继续看好装配式趋势 低估值顺周期重点推荐金螳螂,新浪
990,2020-11-24,中国移动与中国建筑签署战略合作协议，探索5G智慧建筑创新应用,Wind
991,2020-11-24,上市公司正负面新闻2020年11月24日星期二,Wind
992,2020-11-23,晚间重要公告2020年11月23日星期一,Wind
993,2020-11-23,中国建筑：近期获得合计310.4亿元项目,Wind
994,2020-11-23,中国建筑(601668.SH)：近期获得合计310.4亿元重大项目,格隆汇
995,2020-11-23,又见券商高层变动！这家将帅齐换，年内至少8家换帅,券商中国
996,2020-11-22,【太平洋建筑】基建稳中有升，建议关注减隔震投资机会 ——周观点1121,太平洋建筑研究
997,2020-11-22,建筑行业2020年三季报总结及四季度展望：业绩快速恢复 单季度增速创新高,新浪
998,2020-11-20,中国建筑：回购17名激励对象378.7万股限制性股票,中国网
999,2020-11-19,中国建筑今日大宗交易成交410万股，成交价5.31元溢价0.0%,Wind
1000,2020-11-19,"中国建筑现1笔大宗交易 共成交2,177.10万元",新浪
1001,2020-11-19,中国建筑(601668)：1-10月订单稳步增长 国企改革释放经营活力,西南证券
1002,2020-11-18,前10月中国建筑新签合同额2.47万亿元，同比增9.5%,澎湃新闻
1003,2020-11-18,A股融资融券日报：两融余额增加26.05亿元（11月17日）,Wind
1004,2020-11-17,中国建筑前10月经营业绩表现稳健,上证报
1005,2020-11-17,晚间重要公告2020年11月17日星期二,Wind
1006,2020-11-17,中国建筑前10月地产合约销售3228亿 新增土储1770万平,乐居财经
1007,2020-11-17,中国建筑：前十月地产业务合约销售3228亿元 同比增2.7%,乐居财经
1008,2020-11-17,中国建筑：前10月新签合同额同比增长9.5%,Wind
1009,2020-11-17,中国建筑：前10月新签合同额同比增长9.5%,e公司
1010,2020-11-17,中国建筑(601668.SH)前10月新签合同2.48万亿元 同比增长9.5%,格隆汇
1011,2020-11-17,建筑与工程行业10月基建数据点评：单月基建投资增速回升至7.3%,新浪
1012,2020-11-17,建筑周观点：社融持续改善 关注减隔震投资机会,新浪
1013,2020-11-16,A股融资融券日报：两融余额减少8.08亿元（11月13日）,Wind
1014,2020-11-15,【太平洋建筑】社融持续改善，关注减隔震投资机会 ——周观点1114,太平洋建筑研究
1015,2020-11-15,新建“兰张”三四线铁路提效促丝路沿线城市互联互通,中新网
1016,2020-11-15,建筑行业第196期周报：钢结构装配式技术授权有巨大认知差 基建龙头估值显着低估,新浪
1017,2020-11-15,建筑每周观点：装配式景气持续向上 IDC入列公募REITS资产包,新浪
1018,2020-11-13,中国建筑旗下公司一区域经理判8年 用公司名义借高利贷致损失千万,新浪
1019,2020-11-12,建筑工程业：钢结构等装配式增速最快，低估值基建龙头补涨空间大，维持“增持”评级,国泰君安
1020,2020-11-12,中国建筑：公司装配式建筑预制构件设计总产能达到400万立方米/年,中国房地产网
1021,2020-11-11,证金汇金同时连续21季重仓股揭秘,证券时报网
1022,2020-11-11,建筑工程行业周观点：十四五规划生态建设仍是重点 关注结构性机会,西南证券
1023,2020-11-10,建筑装饰行业2020年三季报回顾：三季度行业收入利润加速改善 钢结构景气度高 央企竞争力提升,新浪
1024,2020-11-09,中国建筑(601668.SH)按持股比例向财务公司增资32亿元,格隆汇
1025,2020-11-07,上市公司正负面新闻2020年11月7日星期六,Wind
1026,2020-11-06,中国建筑：已累计耗资26.09亿元回购1.2%公司股份,新浪
1027,2020-11-06,公告精选：天赐材料子公司将向特斯拉供应锂离子电池电解液；中国建筑已累计耗资26.09亿元回购司股份,e公司
1028,2020-11-06,晚间重要公告2020年11月6日星期五,Wind
1029,2020-11-06,中国建筑：累计回购5.03亿股公司股份 占总股本的1.20%,中国网
1030,2020-11-06,建筑行业20年三季报总结：基本面加速好转 看好现金流改善,新浪
1031,2020-11-04,Q3建筑板块基金持仓分析：建筑行业重仓持股占比持续回落 民营细分赛道龙头获加仓,新浪
1032,2020-11-03,【提前看】3日公告精选：中国建筑已耗资5.13亿元回购；伊利股份2.95亿美元认购境外私募股权,e公司
1033,2020-11-03,晚间重要公告2020年11月3日星期二,Wind
1034,2020-11-03,中国建筑耗资5.13亿回购9999万股 拟回购不低于5亿股,观点地产网
1035,2020-11-03,中国建筑(601668.SH)截至10月底已累计回购9999.0045万股,格隆汇
1036,2020-11-03,中国建筑：已累计耗资5.13亿元回购股份,Wind
1037,2020-11-03,中国建筑：已累计耗资5.13亿元回购股份,e公司
1038,2020-11-02,中国建筑(601668)：3Q20新签、收入、净利再提速,新浪
1039,2020-11-02,中小盘增发并购双周报：新规后竞价定增解禁平均收益率22.9% 胜率75% 解禁,新浪
1040,2020-11-02,【安信建筑】公司研究：2020三季报点评（中国建筑601668.SH）-Q3营收业绩快速提升，订单充足股权激励获批,勇往直前
1041,2020-11-01,【太平洋建筑】防灾备灾重要性提升，减隔震行业价值凸显 ——周观点1031,太平洋建筑研究
1042,2020-11-01,中国建筑(601668)：经营持续回暖 步入稳健增长正轨,新浪
1043,2020-10-30,中国建筑：回购9999万股公司股份 占总股本的0.24%,中国网
1044,2020-10-30,【提高上市公司质量在行动】中国建筑：坚持价值创造 推动上市企业高质量发展,新华网
1045,2020-10-30,【太平洋建筑】中国建筑三季报点评：三季报业绩显著改善，回购式股权激励增强经营活力,太平洋建筑研究
1046,2020-10-30,中国建筑：坚持价值创造 五方面推动上市企业高质量发展,中证网
1047,2020-10-29,中国建筑：Q3营收利润快速增长，第四期限制性股票激励计划开启回购,笑谈建筑
