,2021-12-31,恩捷股份、天赐材料、璞泰来，谁是盈利能力最强的电池化学品企业？,Ofweek
2222,2018-08-17,券商首次关注2股并给予买入评级（8月17日）,Wind
2223,2018-08-17,[买入评级]璞泰来(603659)中报点评：中报业绩符合预期 多领域发展实现产业协同,中财网
2224,2018-08-17,【东吴晨报0817】【个股】璞泰来、葵花药业、罗莱生活、平安银行,东吴研究所
2225,2018-08-17,【璞泰来】中报业绩符合预期，多领域发展实现产业协同【东吴机械陈显帆】,透视先进制造
2226,2018-08-16,[中性评级]璞泰来(603659)中报点评：负极、设备稳健 隔膜静待2H协同发力,中财网
2227,2018-08-16,[增持评级]璞泰来(603659)半年报点评：保持技术优势 卡位高端客户,中财网
2228,2018-08-16,[推荐评级]璞泰来(603659)中报点评：高端负极驱动业绩提升 业务协同发展打开增长空间,中财网
2229,2018-08-16,【平安】璞泰来*603659*扣非净利增两成，步入产能消化期*推荐,平安研究
2230,2018-08-16,[买入-A评级]璞泰来(603659)中报点评：负极产能瓶颈解决 综合供应商多业务协同发展,中财网
2231,2018-08-16,[推荐评级]璞泰来(603659)半年报点评：扣非净利增两成 步入产能消化期,中财网
2232,2018-08-16,[推荐评级]璞泰来(603659)中报点评：中报复合预期 全年有望高增长,中财网
2233,2018-08-16,[增持评级]璞泰来(603659)半年报点评：业绩符合预期 继续稳步扩张,中财网
2234,2018-08-16,[推荐评级]新能源乘用车应用领域深度解析(电气设备行业),中财网
2235,2018-08-16,【朝闻国盛】人民币难破“7”,国盛证券研究所
2236,2018-08-16,[增持评级]璞泰来(603659)点评：负极材料实现稳健增长 隔膜、铝塑膜业务继续拓展,中财网
2237,2018-08-16,"璞泰来:中报业绩符合预期,负极+锂电设备龙头价值尽显",证券之星
2238,2018-08-15,璞泰来：上半年净利2.57亿元 同比增31%,e公司
2239,2018-08-15,璞泰来：上半年净利润同比增31.29%,Wind
2240,2018-08-15,"电力设备与新能源行业周报:电动车产销量平稳过渡,静待爆款车型放量",长城证券
2241,2018-08-14,"跨市场新能源汽车周报(2018年第33期):7月新能源汽车销售8.4万辆,同比增长47.7%",光大证券
2242,2018-08-13,汽车：补贴换挡后趋势平稳 荐6股,申万宏源
2243,2018-08-13,电气设备：7月电动乘用车销量7.1万辆 荐14股,东吴证券
2244,2018-08-13,[增持评级]电气设备行业周报：新能源汽车再度进入配置区间 核电标准化工作加速推进,中财网
2245,2018-08-13,[推荐评级]电力设备与新能源行业行业周报：不惧调整 成长确定,中财网
2246,2018-08-13,[强于大市评级]机械设备行业研究周报：7月挖掘机数据持续超预期 继续看好工程机械和新兴产业,中财网
2247,2018-08-09,[中性评级]新能源行业周报：价格有望企稳反弹 行业全球共振发展,中财网
2248,2018-08-09,"电力设备与新能源行业点评:18年第8批推广目录点评,专用车集中申报,放量在即",东吴证券
2249,2018-08-09,"跨市场新能源汽车行业周报(2018年第32期):特斯拉Q2营收40亿美元,同比增长43%",光大证券
2250,2018-08-03,"电力设备与新能源行业周报:单晶硅片再度降价,配额制出台值得期待",长城证券
2251,2018-08-01,1H2018电动汽车(电气设备行业)：调结构 去库存 迎拐点,中财网
2252,2018-07-31,[中性评级]新能源周报：回收等政策逐步完善 行业降成本仍是关键,中财网
2253,2018-07-31,[买入评级]电气设备行业周报：可再生能源配额制年内出台 新能源发电预期转好,中财网
2254,2018-07-30,[增持评级]机械制造业行业周报：政策宽松利好工程机械景气度延续 优选高增长成长股,中财网
2255,2018-07-30,[推荐评级]电力设备与新能源行业周报：动力电池报废潮元年开启 紧抓“最后一片蓝海”,中财网
2256,2018-07-30,"电力设备与新能源行业周报:电动车龙头继续看反转,风光龙头估值开始修复",东吴证券
2257,2018-07-29,基金中报完毕 那些增仓超过10亿元的票,巨丰财经
2258,2018-07-25,[推荐评级]动力电池与电气系统系列报告之(二十一)：上半年锂电池数据分析：动力电池库存已降到合理水平,中财网
2259,2018-07-25,2Q18基金持仓(电气设备行业)：光伏收紧影响配置意愿 向新能源车板块转移,中财网
2260,2018-07-24,[优于大市评级]机械工业行业深度报告：换道超车 “独角兽”时代的锂电设备新格局,中财网
2261,2018-07-24,[推荐评级]电力设备与新能源行业周报：宁德时代深化下游客户合作 电力市场化交易助新能源消纳,中财网
2262,2018-07-24,[中性评级]新能源行业周报：地方政策陆续落地 旺季将临推升景气度,中财网
2263,2018-07-24,[领先大市-A评级]电力设备行业深度分析：新形势下的新能源车投资机会剖析,中财网
2264,2018-07-24,[买入评级]电气设备行业周报：钴锂短期调价影响中游 硅料价格再次反弹,中财网
2265,2018-07-24,"电力设备与新能源行业周报:升级元年和旺季在即,电动车龙头成长行情发酵",东吴证券
2266,2018-07-23,[增持评级]锂电设备行业动态点评：静候行业洗牌 设备龙头强者恒强,中财网
2267,2018-07-23,[推荐评级]电力设备与新能源行业周报：残酷洗牌强者生 进击巨头锁车企,中财网
2268,2018-07-23,H1负极领域5大事件：TOP10企业你追我赶,高工锂电
2269,2018-07-21,【新时代证券】本周精选：电新-工控自动化行业深度报告，公司深度：桃李面包、华工科技、璞泰来、金圆股份,新时代证券研究
2270,2018-07-20,电动车新一轮三年十倍(汽车与汽车零部件)：“补贴”结束 “高端”开启,中财网
2271,2018-07-19,[增持评级]电力设备与新能源行业点评：2018年上半年电池与车企配套情况,中财网
2272,2018-07-19,[增持评级]锂电设备行业点评：LG南京20亿美元动力电池项目落地 全球电动化趋势加速,中财网
2273,2018-07-18,[增持评级]18年第7批推广目录点评(电力设备与新能源行业)：共342款车型入选 高续航高能量密度趋势显著,中财网
2274,2018-07-18,[优于大市评级]新能源板块行业周报：“中国芯”全球化-未来最大市场,中财网
2275,2018-07-18,【新时代电新 开文明团队】璞泰来：乘新能源汽车发展东风，锂电材料设备航母扬帆起航,新时代证券研究
2276,2018-07-17,[推荐评级]动力电池与电气系统系列报告之(二十)：2018年第7批推荐目录发布 高能量密度趋势不改,中财网
2277,2018-07-17,[增持评级]电力设备与新能源行业点评：6月单月装机电量2.86GWH 同比增加33% 纯电乘用车带电量大幅提升,中财网
2278,2018-07-17,[强于大市评级]汽车行业专题研究：“补贴”结束 “高端”开启-电动汽车新一轮三年十倍,中财网
2279,2018-07-17,"电力设备与新能源行业点评:6月电动车结构优化,全球电动化取得实质性进展,反转正当时",东吴证券
2280,2018-07-13,*ST尤夫子公司拖欠9090万货款 遭璞泰来子公司起诉,每日经济新闻
2281,2018-07-12,[推荐评级]动力电池与电气系统系列报告之(十九)：从去库存向备库存转变 中游库存拐点正在来临,中财网
2282,2018-07-12,[买入评级]工信部第7批目录及乘联会厂家数据：6月销售结构显著改善 乘用车高端化趋势不改,中财网
2283,2018-07-12,[增持评级]新能源汽车产业跟踪系列02：6月销量略超预期 车型升级趋势明确,中财网
2284,2018-07-11,[看好评级]电力设备及新能源行业动态跟踪：新能源车保持高速增长 3C旺季临近 看好钴价企稳回升,中财网
2285,2018-07-11,[增持评级]电气设备与新能源行业周报：光伏价格企稳 动力电池回收步入快车道,中财网
2286,2018-07-11,电动汽车行业动态：产品结构改善 全面放量在即,中财网
2287,2018-07-11,电动汽车行业5月点评：需求结构优化提速 产业链趋势向上,中财网
2288,2018-07-11,杠杆资金撤退，员工持股回归本源,中证报
2289,2018-07-10,[推荐评级]电力设备与新能源行业2018年中期投资策略：底部下拐点渐近 分化中龙头崛起,中财网
2290,2018-07-10,[推荐评级]电力设备与新能源行业周报：双积分交易启动 电动车升级逐渐验证,中财网
2291,2018-07-10,[买入评级]电气设备行业周报：新能源车蓄势待发 硅料价格触底,中财网
2292,2018-07-10,[中性评级]新能源行业周报：双积分交易启动 预期差中布局龙头,中财网
2293,2018-07-10,【一周数据】SKI/孚能/珠光宇/力神等电池企业大数据,高工锂电
2294,2018-07-10,[优于大市评级]新能源板块行业周报：新能源车布局良时 风电产业链超跌,中财网
2295,2018-07-10,电气设备行业调研纪要：千里奔袭探景气 洗尽铅华始见金,中财网
2296,2018-07-10,"电力设备行业:迎电车浪潮,享智造盛宴",安信证券
2297,2018-07-09,"22018年机械行业周报7月第2期:2028年全球光纤激光器达89亿美元,加强环境治理利好检测行业",证券之星
2298,2018-07-07,【长江电新-周观点】政策路径明确，坚定产业信心,微信
2299,2018-07-06,璞泰来现金收购:标的尚未盈利 交易对方未作业绩承诺,新浪
2300,2018-07-05,[中性评级]璞泰来(603659)公司动态：收购月泉完善布局 双轮驱动协同成长,中财网
2301,2018-07-05,早安！方正最新观点20180705,方正证券研究
2302,2018-07-04,璞泰来2.6亿收购溧阳月泉 布局锂电湿法隔膜,高工锂电
2303,2018-07-04,[推荐评级]电力设备与新能源行业周报：电动车升级消费崛起 光伏产业链持续降价,中财网
2304,2018-07-04,[增持评级]18年第6批推广目录点评(电力设备与新能源行业)：前16批目录废止 高能量密度、高续航趋势显著,中财网
2305,2018-07-04,[推荐评级]璞泰来(603659)公司事件点评：积极布局湿法产能 协同优势发展隔膜业务,中财网
2306,2018-07-04,[推荐评级]璞泰来(603659)公司事项点评：拟控股溧阳月泉 完整隔膜产业链纳入版图,中财网
2307,2018-07-04,[增持评级]电力设备与新能源行业点评：5月海外电动车销量5.23万辆 稳步增长,中财网
2308,2018-07-03,3日晚公告精选丨多家上市公司遭股东减持,21世纪经济报道
2309,2018-07-03,[中性评级]新能源行业周报：降价压力犹存 关注增速好的优势环节,中财网
2310,2018-07-03,[推荐评级]电气设备行业周报：巨头大单再定 利好国内中游,中财网
2311,2018-07-02,[增持评级]机械行业周报：机械中报行情即将展开 重视油服和核电主题投资机会,中财网
2312,2018-07-02,负极材料市场广阔 杉杉/贝特瑞/璞泰来等企业纷纷扩产,高工锂电
2313,2018-07-02,[增持评级]电气设备行业周报：三代核电并网有望助力核准松绑 持续看好新能源车中游旺季行情,中财网
2314,2018-07-02,[增持评级]电气设备行业周报：电动车边际改善 Q3旺季开启,中财网
2315,2018-07-02,[增持评级]机械设备行业跟踪周报：起重机接力挖机高增长 龙头业绩存在上调空间,中财网
2316,2018-07-02,[增持评级]电力设备与新能源行业周报：升级元年和旺季开始 电动车龙头持续反转,中财网
2317,2018-07-02,[强于大市评级]电气设备行业研究周报：CATL再获国际大订单 继续看多新能车行情,中财网
2318,2018-06-28,璞泰来：终止员工持股计划,e公司
2319,2018-06-27,[买入评级]新能源汽车行业2018年度中期策略：新周期、新产品、新时代,中财网
2320,2018-06-27,"新能源与电力设备行业2018年中期投资策略:周期性调整,市场化前夜",信达证券
2321,2018-06-27,"2018年中期机械行业投资策略:聚焦周期反转,优选成长龙头",信达证券
2322,2018-06-26,[增持评级]机械制造业行业周报：OPEC协议名义增产100万桶/日 1至5月工业机器人同增35.4%,中财网
2323,2018-06-26,电力设备与新能源行业深度报告：电动车升级元年、工控新周期 优质龙头成长空间开启,中财网
2324,2018-06-26,"电气设备行业:风电5月装机同比增长19%,新能源汽车中游进入排产旺季",正点财经
2325,2018-06-26,"电力设备行业:动力全开,新周期新成长",安信证券
2326,2018-06-25,"电力设备与新能源行业周报:电动车旺季在即龙头迎反转,制造业投资加速显示工控高景气",东吴证券
2327,2018-06-22,巨丰热点：锂电股呈现全线活跃 猛狮科技等多股涨停,巨丰财经
2328,2018-06-20,"电力设备新能源行业周报:补贴换挡后产销谨慎乐观,继续关注三条主线",申万宏源
2329,2018-06-20,"电力设备行业:风光久旱逢甘露,电车破浪会有时",安信证券
